coords,bus_stops_closest_km,bus_stops_less500m,bus_stops_0.5-1km,bus_stops_1-3km,bus_stops_3-5km,bus_stops_5-10km,bus_stops_10-15km
"('55.593735', '37.596184')",0.2359464457333336,15,33,254,442,2277,3064
"('55.594102', '37.664976')",0.13507954860324234,7,40,237,507,1867,3239
"('55.598405', '37.519476')",0.21567251263987888,8,19,170,379,2242,3045
"('55.600893', '37.724077')",0.19249631491564925,12,29,252,404,1830,3076
"('55.601004', '37.717178')",0.0961501095927554,13,28,261,430,1837,3177
"('55.602312', '37.415613')",0.058703302554227045,9,13,121,298,1427,2831
"('55.602615', '37.584515')",0.28371133414452954,14,29,252,454,2453,3235
"('55.603419', '37.662498')",0.16687393803540027,17,28,285,584,2111,3421
"('55.604692', '37.661105')",0.06116244727562783,18,21,293,586,2152,3449
"('55.604866', '37.55593')",0.4156953762017294,4,16,196,476,2393,3318
"('55.605583', '37.743668')",0.06327345798125728,14,44,234,346,1801,3094
"('55.605858', '37.664731')",0.20249279511663543,19,21,297,590,2141,3522
"('55.606131', '37.411705')",0.4027945126762993,2,18,115,302,1458,2792
"('55.606668', '37.527176')",0.09681138514389355,18,30,177,403,2463,3183
"('55.606945', '37.72538')",0.05312999870902615,9,56,243,469,1853,3264
"('55.607377', '37.705023')",0.17502702509801182,13,32,297,509,1937,3518
"('55.607377', '37.712749')",0.21295846728042284,18,45,254,529,1867,3475
"('55.607956', '37.729035')",0.266414637115082,11,54,248,456,1863,3259
"('55.608348', '37.546417')",0.09437142455540382,6,32,179,516,2438,3371
"('55.608389', '37.613683')",0.12675569926854813,12,47,278,567,2463,3413
"('55.608816', '37.535412')",0.24755992099384125,18,29,172,472,2449,3304
"('55.612506', '37.749863')",0.17625208748579846,31,29,297,317,1928,3135
"('55.612608', '37.518397')",0.10932466221836161,7,25,221,355,2598,3190
"('55.6131349', '37.7484728')",0.08438892397425575,30,32,300,335,1931,3187
"('55.615967', '37.546543')",0.18185976812529872,9,15,210,553,2519,3651
"('55.616127', '37.756587')",0.1346752683298635,10,45,261,360,1899,3254
"('55.617281', '37.417446')",0.11781898652774536,6,23,119,379,1503,2975
"('55.617378', '37.411463')",0.16767785994536905,4,18,119,387,1479,2875
"('55.618336', '37.74964')",0.25099741122289043,15,52,278,410,1988,3390
"('55.618679', '37.586006')",0.1253596054526393,9,32,262,623,2584,3763
"('55.618761', '37.263555')",0.13732151077265184,6,10,62,177,743,1296
"('55.619467', '37.415344')",0.24413705080516074,10,19,122,386,1531,2927
"('55.619599', '37.417167')",0.18994345840996973,17,12,133,372,1548,2943
"('55.620888', '37.601627')",0.16636796586987138,14,43,286,643,2679,3707
"('55.621333', '37.303602')",0.14678121250230072,10,13,140,192,874,1759
"('55.622243', '37.733635')",0.11875902707425355,11,32,355,467,2131,3621
"('55.623238', '37.588825')",0.04762892134110089,14,22,270,640,2672,3884
"('55.623427', '37.697963')",0.23346074609751685,4,27,340,576,2279,3900
"('55.62451', '37.652077')",0.1238053097382489,16,27,327,679,2570,3931
"('55.625211', '37.345491')",0.16015455290177408,2,10,209,236,1189,2105
"('55.625471', '37.342814')",0.30520267840639265,4,9,203,228,1170,2077
"('55.6255029', '37.3040935')",0.18299442474404468,18,7,151,184,879,1809
"('55.625831', '37.641575')",0.175818171337627,10,17,365,598,2756,3842
"('55.627397', '37.718471')",0.2121477561831953,6,25,405,470,2326,3836
"('55.627663', '37.488953')",0.13750982562220745,8,23,245,407,2476,3377
"('55.627727', '37.342984')",0.3529117683775598,3,30,188,245,1153,2125
"('55.62883', '37.512937')",0.23075634404844186,6,17,262,437,2641,3614
"('55.628932', '37.341843')",0.3619479904554918,6,32,178,258,1130,2141
"('55.630085', '37.655463')",0.23415371941540306,14,51,289,699,2687,4040
"('55.631793', '37.412047')",0.042905429813478675,8,9,161,388,1705,2851
"('55.631803', '37.41926')",0.07282696250244333,7,12,146,397,1721,2985
"('55.63194', '37.48322')",0.029024778789718368,14,15,237,474,2388,3444
"('55.632413', '37.415694')",0.1359334207461848,8,10,155,397,1717,2911
"('55.633932', '37.529214')",0.09371045478266347,10,30,235,647,2591,4118
"('55.6343125', '37.332509')",0.07117710115076573,32,37,164,254,1063,2126
"('55.634812', '37.539715')",0.12274353508062828,10,13,231,728,2588,4283
"('55.636621', '37.60549')",0.11912635067749809,20,43,338,639,3014,4061
"('55.636702', '37.310384')",0.11300113493675368,6,16,159,204,918,1961
"('55.63735', '37.532017')",0.26168850338958594,9,39,221,714,2574,4261
"('55.637581', '37.428073')",0.7433573380870331,0,11,188,408,1899,3115
"('55.63786', '37.429815')",0.8489415151408017,0,10,186,419,1904,3152
"('55.63816', '37.756299')",0.15532957137613543,16,51,319,547,2320,3855
"('55.638175', '37.531765')",0.27683296907912164,11,39,223,724,2569,4279
"('55.640335', '37.309199')",0.29830610128166873,5,13,159,205,933,1943
"('55.640423', '37.61026')",0.14688459255317451,20,47,355,677,3114,4066
"('55.640914', '37.526834')",0.08389026252583155,19,28,259,683,2593,4265
"('55.641773', '37.362869')",0.03865297631383106,15,37,204,262,1430,2245
"('55.641919', '37.677708')",0.14870420229058204,8,33,287,749,2726,4376
"('55.64192', '37.523456')",0.12418164196763862,21,24,265,628,2617,4213
"('55.642372', '37.672468')",0.1949717108105292,8,28,291,750,2803,4320
"('55.642977', '37.393074')",0.2694359919180634,10,24,182,321,1730,2654
"('55.64316', '37.602984')",0.10464710820330991,29,38,344,708,3087,4183
"('55.643465', '37.725496')",0.03662047878903277,9,32,365,652,2587,4208
"('55.643744', '37.492284')",0.0774838314603269,11,23,289,537,2505,3803
"('55.644206', '37.490551')",0.05624514892350749,10,24,277,562,2474,3803
"('55.644755', '37.392553')",0.14899277872786118,10,32,172,321,1759,2626
"('55.645367', '37.34869')",0.14463050256272403,13,33,189,238,1312,2101
"('55.645553', '37.495779')",0.22499406343722697,14,26,285,526,2544,3885
"('55.64566', '37.390603')",0.16109162703899943,9,32,181,299,1761,2594
"('55.645893', '37.477022')",0.08353207114298616,17,22,220,592,2405,3696
"('55.64664', '37.47969')",0.12534619722711907,16,26,232,587,2446,3705
"('55.646868', '37.526555')",0.15089040562234413,17,28,265,672,2664,4394
"('55.647204', '37.618641')",0.12290322526654751,12,51,375,673,3386,4105
"('55.647432', '37.38631')",0.11264396464947705,9,41,173,301,1728,2560
"('55.647728', '37.65381')",0.17429622730830557,13,40,289,737,3189,4327
"('55.648148', '37.596435')",0.13399958969258668,18,53,337,765,3116,4368
"('55.648794', '37.388188')",0.11551700005465566,13,31,186,289,1768,2534
"('55.649276', '37.660215')",0.09970939347290729,4,39,273,763,3130,4397
"('55.649312', '37.717842')",0.1301430065301619,12,49,290,805,2683,4460
"('55.6495', '37.387846')",0.12681340368219754,13,30,188,288,1772,2532
"('55.649571', '37.400135')",0.17721714565801475,7,45,159,358,1879,2738
"('55.649901', '37.367419')",0.20104281418498585,8,14,228,237,1571,2241
"('55.650583', '37.563543')",0.09369117090303122,19,36,350,713,2928,4701
"('55.650836', '37.597387')",0.0705334643625045,25,49,347,750,3196,4418
"('55.651186', '37.483095')",0.10292228982630848,9,38,250,577,2545,3809
"('55.65161', '37.482018')",0.18525643453671553,8,35,255,582,2543,3788
"('55.652156', '37.733769')",0.13384136387775705,9,52,351,628,2791,4230
"('55.6522', '37.47304')",0.16264976494485014,8,29,235,607,2439,3723
"('55.652486', '37.738243')",0.20672887338343263,9,56,356,593,2785,4165
"('55.652796', '37.474192')",0.25245486898207625,9,32,237,610,2472,3721
"('55.65313', '37.715218')",0.23058075893119903,14,51,262,846,2753,4570
"('55.654823', '37.409011')",0.16327222693699397,10,37,160,387,2007,2894
"('55.655254', '37.473123')",0.1709364238811182,10,30,249,615,2481,3780
"('55.655254', '37.609595')",0.1462687611555215,26,59,368,722,3441,4380
"('55.65559', '37.469305')",0.16666574833715267,9,16,268,582,2471,3700
"('55.6561864', '37.516193')",0.24187338952486834,4,30,398,579,2834,4293
"('55.656301', '37.413089')",0.05780418794635232,10,33,180,381,2065,2961
"('55.656346', '37.424327')",0.1508661671871367,6,24,189,419,2120,3153
"('55.65724', '37.494548')",0.10515925734266131,9,33,342,594,2660,4028
"('55.658124', '37.602005')",0.28218593523859714,15,58,384,715,3430,4515
"('55.658581', '37.744262')",0.15993305385292642,24,37,411,494,2913,4139
"('55.65868', '37.53109')",0.2516598704469179,7,47,384,689,2902,4641
"('55.658683', '37.560377')",0.08501094911587337,10,40,398,732,3026,4910
"('55.658994', '37.5226097')",0.059596348469714906,14,25,425,614,2927,4420
"('55.66017', '37.730724')",0.21161665960786954,12,39,368,584,3037,4317
"('55.660374', '37.602049')",0.32767974964671037,9,56,397,722,3457,4619
"('55.660531', '37.730895')",0.21269381693946612,11,39,375,577,3059,4311
"('55.660977', '37.514252')",0.1955326129563995,7,22,404,608,2916,4341
"('55.661327', '37.509342')",0.11640734707856812,6,18,410,599,2902,4243
"('55.661394', '37.414212')",0.19675144472281095,11,27,177,404,2090,3025
"('55.661496', '37.47147')",0.11509405023097008,10,54,265,573,2563,3787
"('55.661526', '37.560932')",0.15828234142925965,8,47,406,745,3070,4960
"('55.661547', '37.473923')",0.04183911220840792,13,52,273,579,2573,3836
"('55.661547', '37.558113')",0.04353290728140859,7,39,399,754,3046,4961
"('55.661836', '37.516')",0.2936161336174101,12,26,401,616,2927,4361
"('55.6620528', '37.5125239')",0.08799730814561249,8,19,403,611,2915,4325
"('55.662434', '37.58476')",0.0598187377513082,13,32,444,710,3285,4818
"('55.662816', '37.471614')",0.1100940481845086,13,54,272,567,2581,3782
"('55.662964', '37.528217')",0.1705121188568963,14,33,436,635,2987,4669
"('55.663629', '37.73244')",0.19303097174556347,9,31,389,564,3159,4293
"('55.663639', '37.486679')",0.16384091975050274,37,22,340,593,2702,3962
"('55.663918', '37.576187')",0.09239439696501696,16,40,438,734,3218,4884
"('55.66534', '37.733338')",0.3795177750080513,5,37,396,581,3157,4351
"('55.665594', '37.547594')",0.13836863400523924,10,36,439,727,3090,4992
"('55.666086', '37.561688')",0.109499527641858,12,38,440,722,3192,4959
"('55.666142', '37.511356')",0.1701756282511533,7,41,389,648,2932,4372
"('55.666589', '37.586518')",0.249280954887679,10,35,480,700,3417,4843
"('55.666868', '37.505678')",0.24674492875505072,7,32,394,643,2916,4275
"('55.667657', '37.440226')",0.2049149054061688,5,38,225,458,2346,3385
"('55.668021', '37.508741')",0.12071141813665001,11,37,409,647,2954,4373
"('55.668386', '37.56379')",0.09561777429796811,14,43,455,710,3276,4924
"('55.668909', '37.583418')",0.07548994416094505,11,36,482,715,3425,4891
"('55.669544', '37.78783')",0.2778122262456883,11,26,235,637,2607,4035
"('55.669712', '37.439957')",0.13965715388686512,5,41,222,453,2362,3410
"('55.669899', '37.515371')",0.1261995654709888,20,48,414,661,2989,4564
"('55.670242', '37.610332')",0.15794945251749615,10,38,447,715,3728,4678
"('55.67065', '37.6115')",0.1666441244021376,12,29,460,707,3737,4672
"('55.671031', '37.460421')",0.2837925342310051,6,40,292,485,2585,3711
"('55.6714126', '37.5485865')",0.04910135652386831,27,20,487,738,3201,4992
"('55.671494', '37.599518')",0.26421715027010767,8,35,453,752,3594,4836
"('55.671555', '37.78962')",0.2805105483471827,6,28,239,663,2628,4029
"('55.6726', '37.464283')",0.23376328238639735,6,41,291,539,2596,3813
"('55.67278', '37.619144')",0.049460271120958126,8,32,436,754,3782,4699
"('55.672905', '37.524318')",0.11907315480856703,25,41,445,682,3079,4772
"('55.673138', '37.66627')",0.2102753737082293,8,43,266,832,3610,4744
"('55.67335', '37.51068')",0.1157115952746598,20,52,427,667,3001,4498
"('55.6736287', '37.4948009')",0.27584892560865965,14,43,358,666,2884,4246
"('55.674118', '37.507008')",0.20153248041754573,24,47,411,664,3009,4412
"('55.674671', '37.487712')",0.061171942034093776,12,32,363,627,2846,4179
"('55.675529', '37.598618')",0.02406908139196385,20,30,463,765,3628,4928
"('55.675798', '37.443982')",0.1554667184284763,11,40,240,480,2396,3583
"('55.6758988', '37.4906266')",0.06863204330218486,14,39,357,662,2856,4254
"('55.676154', '37.536131')",0.14359035185352031,11,43,440,731,3224,4914
"('55.67638', '37.642')",0.21077400926738474,11,30,357,771,3817,4699
"('55.676585', '37.634092')",0.39471112394117613,13,35,395,748,3850,4714
"('55.6773', '37.50356')",0.10947776132743384,27,36,399,660,2994,4436
"('55.677539', '37.634398')",0.29017995763516996,13,39,399,745,3891,4695
"('55.677837', '37.763638')",0.044526935240155066,23,36,365,582,3223,4111
"('55.678169', '37.580939')",0.08741041680857607,17,39,455,803,3540,5020
"('55.678382', '37.599301')",0.10078040079381545,17,40,426,827,3649,4966
"('55.678707', '37.634631')",0.17408599256705767,13,49,389,748,3894,4713
"('55.678768', '37.578702')",0.1803000083912456,18,52,425,840,3483,5077
"('55.679245', '37.685055')",0.06359878648913135,22,36,257,834,3594,4955
"('55.67928', '37.542428')",0.14432391134909348,10,47,455,748,3304,4939
"('55.6794626', '37.6953989')",0.12881322022645414,13,41,286,803,3539,4908
"('55.68027', '37.515191')",0.07867036199802821,17,55,421,691,3129,4654
"('55.68032', '37.45746')",0.175715157986895,13,23,307,506,2574,3878
"('55.68032', '37.72457')",0.09540410430523388,8,33,375,642,3605,4443
"('55.680935', '37.75373')",0.0673427935221136,17,46,379,584,3403,4199
"('55.681047', '37.551088')",0.18684943652901112,16,53,467,781,3343,5062
"('55.681067', '37.48296')",0.16306881189341607,6,34,357,605,2863,4207
"('55.681163', '37.610233')",0.16389052892741196,5,53,386,850,3710,4988
"('55.6811648', '37.5948427')",0.12485776977460562,19,51,416,875,3583,5103
"('55.681194', '37.527696')",0.16793916068376374,13,47,445,739,3213,4844
"('55.681275', '37.718238')",0.16485858791855115,8,37,350,710,3597,4588
"('55.681387', '37.674445')",0.07691141607067281,13,58,232,858,3718,4956
"('55.682645', '37.637434')",0.23698186966509338,16,44,373,758,3936,4767
"('55.682674', '37.650345')",0.17640894459274112,14,37,358,727,3935,4791
"('55.682747', '37.489356')",0.14058470736786888,8,33,388,613,2935,4296
"('55.683239', '37.530939')",0.14947301351809916,10,40,460,714,3303,4828
"('55.683407', '37.555355')",0.09712450249169113,19,54,449,803,3354,5176
"('55.6834388', '37.6950682')",0.10655743914174315,17,50,271,828,3616,5004
"('55.683518', '37.530256')",0.10825737401403107,12,36,461,716,3299,4820
"('55.683563', '37.67088')",0.3148199744524051,15,54,278,806,3810,4971
"('55.6836471', '37.6983498')",0.2141993743946778,16,40,293,814,3633,4943
"('55.68402', '37.656307')",0.07927548408972929,13,44,326,748,3932,4869
"('55.684366', '37.533993')",0.2539039032635522,10,67,426,744,3342,4881
"('55.684396', '37.695519')",0.019413047360073054,14,49,273,817,3660,4975
"('55.6846329', '37.6990343')",0.18549488706092096,16,32,295,813,3665,4937
"('55.684772', '37.585404')",0.1429776025299838,18,56,411,895,3537,5201
"('55.684975', '37.49206')",0.17164563200407648,4,31,404,615,2979,4372
"('55.685158', '37.68641')",0.10573444615269943,20,41,290,806,3745,5033
"('55.685234', '37.921005')",0.19831629408765775,13,21,262,379,1378,2338
"('55.685477', '37.593345')",0.030564505783557853,26,43,437,882,3647,5163
"('55.686366', '37.582152')",0.1198387091573463,17,50,430,871,3563,5172
"('55.686504', '37.681038')",0.11427715588721948,18,37,292,792,3818,5050
"('55.686579', '37.676933')",0.16244349851167708,15,39,291,791,3857,5040
"('55.686985', '37.589733')",0.01855064601419007,25,45,434,879,3615,5230
"('55.688862', '37.684416')",0.07304085395827714,13,32,330,769,3880,5040
"('55.6895027', '37.655056')",0.05671028771251503,9,22,390,749,4027,5062
"('55.689563', '37.561949')",0.18230420200915703,12,48,446,832,3443,5274
"('55.689725', '37.854746')",0.2653350559510062,22,30,300,528,2145,3294
"('55.690258', '37.495583')",0.2615828851622589,10,23,397,599,3110,4407
"('55.6907642', '37.6558984')",0.12378311279728617,5,29,385,766,4054,5081
"('55.690821', '37.858824')",0.11551343839796588,15,38,316,517,2116,3241
"('55.692024', '37.467509')",0.11261556069434536,12,23,293,641,2698,4222
"('55.692317', '37.531551')",0.10332318435041733,29,44,434,713,3446,4825
"('55.692851', '37.562766')",0.0779115787465518,14,35,455,831,3518,5298
"('55.693145', '37.546525')",0.30212729703922997,11,64,419,742,3558,5027
"('55.693957', '37.585098')",0.18330089713986508,6,40,445,868,3692,5398
"('55.694096', '37.81723')",0.04101220696298621,13,20,283,652,2536,3941
"('55.694114', '37.665183')",0.05671638082224163,9,24,397,747,4095,5155
"('55.69426', '37.457592')",0.07046439347759555,9,28,255,658,2490,4272
"('55.694322', '37.63676')",0.17103254127567827,4,28,411,804,4047,5192
"('55.694435', '37.602634')",0.25980586911772807,19,23,439,861,3860,5308
"('55.695195', '37.530229')",0.22172264707937206,25,44,413,729,3456,4825
"('55.695246', '37.85073')",0.07747441870113103,13,39,301,569,2158,3506
"('55.69553', '37.56943')",0.18951858260377583,7,40,440,852,3607,5360
"('55.695611', '37.47351')",0.3812775153564338,5,27,297,676,2811,4282
"('55.696037', '37.460421')",0.10973088232330372,14,28,266,670,2523,4329
"('55.696123', '37.469817')",0.19443236472663333,11,24,280,682,2747,4278
"('55.696161', '37.476761')",0.5332572018074182,0,31,295,675,2857,4286
"('55.6968553', '37.6359431')",0.3738027398189164,8,38,398,826,4024,5311
"('55.697179', '37.512577')",0.05651979596092444,17,47,370,748,3197,4760
"('55.697238', '37.476732')",0.4740366809359015,2,32,287,685,2842,4305
"('55.69731', '37.473725')",0.30348134940233373,5,28,269,700,2778,4306
"('55.697453', '37.633976')",0.31075411423735805,13,34,399,841,4005,5343
"('55.697853', '37.944029')",0.2495124039758267,10,22,205,307,1279,2149
"('55.698208', '37.647504')",0.11738323170158452,7,25,430,757,4134,5265
"('55.698285', '37.497872')",0.019422041596605013,16,29,348,741,3002,4656
"('55.698437', '37.942906')",0.15371814116094024,12,26,201,313,1286,2171
