coords,eco_thermal_closest_km,eco_thermal_less500m,eco_thermal_0.5-1km,eco_thermal_1-3km,eco_thermal_3-5km,eco_thermal_5-10km,eco_thermal_10-15km
"('55.744237', '37.407591')",0.4601791047159919,1,0,2,2,12,14
"('55.799472', '37.488835')",2.092722579571427,0,0,1,0,21,13
"('55.849796', '37.523087')",3.1461501781369257,0,0,0,3,16,15
"('55.813587', '37.46061')",3.7763846928731404,0,0,0,4,16,16
"('55.787958', '37.461337')",2.73534212679095,0,0,1,2,16,17
"('55.699781', '37.847487')",0.5540002376233945,0,1,2,1,8,12
"('55.71255', '37.864517')",0.2380276860045474,1,0,3,2,6,10
"('55.700557', '37.851799')",0.27920697304218683,1,0,3,0,9,10
"('55.70056', '37.84617')",0.5971841856360279,0,1,2,1,8,13
"('55.704747', '37.860495')",0.439640421810221,1,1,2,3,5,11
"('55.697351', '37.845044')",0.8339820384995241,0,1,1,2,7,13
"('55.584416', '37.12755')",9.18691284395579,0,0,0,0,1,0
"('55.580345', '37.157851')",7.6034033563109915,0,0,0,0,1,0
"('55.5077268', '37.2658543')",11.541163794932565,0,0,0,0,0,1
"('55.2156978', '37.0674242')",113.23359448323082,0,0,0,0,0,0
"('55.770775', '37.376626')",1.6802905572673743,0,0,1,1,14,11
"('55.7597798', '37.5166008')",0.6344970669614,0,2,1,5,11,36
"('55.619668', '37.761895')",4.0116614678666345,0,0,0,2,7,19
"('55.61693', '37.755751')",4.48815552575909,0,0,0,2,8,17
"('55.6062176', '37.7327241')",4.881987300083457,0,0,0,2,11,15
"('55.609273', '37.759632')",4.6986931009309,0,0,0,1,8,17
"('55.60844', '37.756622')",4.907353138424946,0,0,0,1,8,18
"('55.617775', '37.754177')",4.541597381583152,0,0,0,2,8,17
"('55.613336', '37.701008')",3.6216210057250326,0,0,0,4,11,16
"('55.610645', '37.75535')",4.839940202251993,0,0,0,1,8,17
"('55.616051', '37.753901')",4.634849119902698,0,0,0,2,8,17
"('55.610157', '37.74793')",5.007141790604711,0,0,0,0,10,17
"('55.622243', '37.733635')",3.3927585191414145,0,0,0,2,13,14
"('55.610112', '37.742456')",4.809360609002871,0,0,0,1,10,17
"('55.615578', '37.722756')",3.6733731207961933,0,0,0,3,12,14
"('55.618689', '37.745034')",4.164546197519512,0,0,0,2,11,16
"('55.607941', '37.752374')",5.160228731357237,0,0,0,0,9,17
"('55.597475', '37.720753')",3.942147210643964,0,0,0,1,11,14
"('55.614582', '37.746517')",4.567593496934043,0,0,0,1,9,18
"('55.604727', '37.715803')",3.942900720526219,0,0,0,2,12,15
"('55.610901', '37.71274')",3.97890033275988,0,0,0,4,11,15
"('55.765463', '37.559847')",2.0696675883556255,0,0,1,3,14,30
"('55.757288', '37.55681')",1.8131347684187271,0,0,3,2,18,27
"('55.7656358', '37.5670872')",2.5123878979313288,0,0,1,3,13,32
"('55.767722', '37.565964')",2.513791473392736,0,0,1,3,13,31
"('55.76154', '37.554214')",1.6337699209493246,0,0,3,2,17,27
"('55.7673304', '37.5727194')",2.903339473453708,0,0,1,4,13,31
"('55.766329', '37.557861')",1.9830062328990177,0,0,1,3,13,31
"('55.753311', '37.580661')",2.2919843850032646,0,0,1,2,18,27
"('55.76018', '37.554897')",1.667774449312466,0,0,3,2,18,26
"('55.76246', '37.567554')",2.477359337253002,0,0,1,3,12,31
"('55.758316', '37.557843')",1.8621075110903276,0,0,3,2,18,26
"('55.7602553', '37.5648602')",2.2933049617568324,0,0,2,2,14,29
"('55.761381', '37.570186')",2.6319326235973994,0,0,2,2,13,30
"('55.763984', '37.567482')",2.497313289840336,0,0,1,3,12,32
"('55.789922', '37.677885')",2.298189898397249,0,0,1,5,14,21
"('55.7812', '37.670967')",1.8770005455035808,0,0,1,5,14,21
"('55.7889', '37.669369')",1.7519855795039958,0,0,2,4,15,19
"('55.785286', '37.67969')",2.360167897089539,0,0,1,6,13,22
"('55.791206', '37.6723')",1.9972378516099076,0,0,2,4,15,19
"('55.791106', '37.681083')",2.5235389804257604,0,0,1,5,13,19
"('55.791098', '37.675892')",2.208929149120972,0,0,2,4,15,20
"('55.783266', '37.675738')",2.127614983804909,0,0,1,6,13,22
"('55.79289', '37.682873')",2.6859588891926083,0,0,3,3,14,19
"('55.78774', '37.673096')",1.961109177881867,0,0,1,5,14,22
"('55.78', '37.69993')",3.3867486010643257,0,0,0,5,13,21
"('55.764425', '37.65214')",2.437726187133187,0,0,1,0,20,19
"('55.759881', '37.642159')",2.860381593944324,0,0,1,0,20,22
"('55.763355', '37.646793')",2.491254616218811,0,0,1,0,19,22
"('55.766511', '37.648295')",2.1578166155261305,0,0,1,0,19,20
"('55.764764', '37.65116')",2.385850962143398,0,0,1,0,20,19
"('55.7651089', '37.6555295')",2.429755957910711,0,0,1,0,20,17
"('55.761923', '37.649633')",2.675417391213765,0,0,1,0,19,21
"('55.762505', '37.649651')",2.611875741675807,0,0,1,0,19,21
"('55.765949', '37.654224')",2.3140018974064818,0,0,1,0,19,18
"('55.764101', '37.66044')",2.653872096751165,0,0,1,1,18,19
"('55.761558', '37.647298')",2.6936886360427117,0,0,1,0,19,22
"('55.81244', '37.532196')",3.754926401250769,0,0,0,2,21,16
"('55.8098133', '37.5337395')",3.549895569476786,0,0,0,2,22,16
"('55.803833', '37.526123')",2.7329068237075766,0,0,1,2,19,20
"('55.799932', '37.491907')",2.0604518691863403,0,0,1,1,19,16
"('55.795226', '37.515263')",1.564385848480195,0,0,1,2,18,20
"('55.808674', '37.531666')",3.373868054074661,0,0,0,2,22,16
"('55.805817', '37.5289')",3.0119353005483958,0,0,0,2,19,20
"('55.805002', '37.526618')",2.8609894703133447,0,0,1,1,20,18
"('55.81152', '37.52616')",3.4975645921775254,0,0,0,2,22,15
"('55.808178', '37.5327')",3.361048728510401,0,0,0,2,22,16
"('55.588649', '37.604448')",1.7266899396346727,0,0,2,2,16,9
"('55.603303', '37.622073')",0.3901207696183192,1,0,2,4,15,12
"('55.59546', '37.615542')",0.6954063400036073,0,1,2,3,16,8
"('55.60078', '37.606136')",1.089576630819828,0,0,2,4,15,13
"('55.59224', '37.598447')",1.785070306855811,0,0,2,2,16,11
"('55.599423', '37.605167')",1.1470978353572057,0,0,2,3,16,11
"('55.590267', '37.595869')",2.0359084623026145,0,0,2,2,16,11
"('55.601549', '37.620896')",0.24216997483308877,1,0,3,2,17,9
"('55.598039', '37.586733')",2.3170726939599704,0,0,2,3,16,11
"('55.599138', '37.584137')",2.4730167636342606,0,0,2,3,16,11
"('55.59137', '37.652634')",0.5889196006791906,0,1,2,2,16,7
"('55.740289', '37.658796')",3.1864367794296786,0,0,0,4,17,24
"('55.735824', '37.653469')",3.2247013249590673,0,0,0,3,20,22
"('55.718557', '37.647908')",1.5655915878151285,0,0,1,4,16,27
"('55.739073', '37.669091')",2.595872235794102,0,0,1,3,17,24
"('55.711767', '37.643345')",0.9500603543775952,0,1,0,6,14,29
"('55.738176', '37.653173')",3.3598537625941027,0,0,0,3,19,23
"('55.733827', '37.653604')",3.129512179095231,0,0,0,3,19,23
"('55.73581', '37.65939')",2.890987068857959,0,0,1,3,19,23
"('55.7116', '37.640327')",1.0531160771169135,0,0,1,6,14,29
"('55.721264', '37.653873')",1.8536254183010723,0,0,2,2,16,25
"('55.737248', '37.675172')",2.177636776359515,0,0,1,3,16,25
"('55.710332', '37.643129')",0.8305279634950431,0,1,0,7,13,31
"('55.731262', '37.666036')",2.2981872351122794,0,0,1,3,16,27
"('55.727384', '37.652382')",2.530366687322288,0,0,1,2,20,24
"('55.73644', '37.673546')",2.192256642316911,0,0,1,3,16,26
"('55.73348', '37.660126')",2.7361182304402467,0,0,1,3,18,23
"('55.73889', '37.66663')",2.7005855218590256,0,0,1,3,18,23
"('55.740304', '37.662264')",3.0131515494934757,0,0,0,4,17,24
"('55.7226109', '37.6458793')",2.0319149594732138,0,0,1,3,16,28
"('55.749588', '37.589745')",2.3303569649084426,0,0,1,2,19,25
"('55.7415784', '37.5864977')",1.665432484425261,0,0,1,3,18,23
"('55.74224', '37.585035')",1.6144827388361853,0,0,1,3,19,24
"('55.736458', '37.599678')",2.353978444275166,0,0,1,2,19,23
"('55.7385165', '37.588639')",1.6910627303397896,0,0,1,2,20,22
"('55.739554', '37.597414')",2.25419739646642,0,0,1,2,19,22
"('55.760414', '37.40652')",1.0554619110238608,0,0,2,1,14,13
"('55.745083', '37.40912')",0.4820081978988216,1,0,2,2,11,16
"('55.747566', '37.407645')",0.7715307384036791,0,1,1,3,10,16
"('55.757009', '37.411472')",1.5048207261057107,0,0,2,2,14,14
"('55.763209', '37.410583')",0.8561077401413455,0,1,1,2,13,15
"('55.754289', '37.409352')",1.468440496128977,0,0,2,2,12,15
"('55.765789', '37.4098294')",0.5983419200271044,0,1,1,1,14,14
"('55.765635', '37.405471')",0.47441196957799336,1,0,2,0,15,12
"('55.755642', '37.40946')",1.6141260077634805,0,0,2,2,12,16
"('55.761796', '37.410026')",0.9773621078445617,0,1,1,2,14,14
"('55.770056', '37.410879')",0.4750671342567011,1,0,1,1,15,16
"('55.750368', '37.413601')",1.0193893177869247,0,0,2,2,10,18
"('55.745787', '37.426303')",0.9982344180937766,0,1,1,4,9,22
"('55.743573', '37.396515')",1.044389651317248,0,0,2,2,11,14
"('55.727116', '37.457745')",0.5712465863846189,0,1,2,5,11,24
"('55.7355823', '37.4076525')",0.7017485657827786,0,1,1,3,11,15
"('55.7225556', '37.4288862')",1.0147326362283748,0,0,3,3,12,18
"('55.801197', '37.3978')",3.52151182943411,0,0,0,5,12,13
"('55.71104', '37.39654')",1.7480471307377272,0,0,1,4,9,18
"('55.731693', '37.45389')",0.5594097139111487,0,1,3,4,10,28
"('55.736615', '37.466009')",0.6162339217952226,0,1,1,7,6,34
"('55.756336', '37.406908')",1.5071654733484008,0,0,2,2,13,14
"('55.740223', '37.475109')",1.2519530909737429,0,0,3,3,9,32
"('55.772416', '37.473024')",2.252716805366524,0,0,1,5,11,26
"('55.809925', '37.412487')",2.518694403292649,0,0,1,4,12,15
"('55.736855', '37.408714')",0.5451871152980309,0,1,1,3,11,15
"('55.755325', '37.40681')",1.611205391344628,0,0,2,2,11,16
"('55.732986', '37.425405')",1.2196873661215568,0,0,3,4,11,22
"('55.760545', '37.410969')",1.1285860847815092,0,0,2,1,15,13
"('55.743512', '37.422099')",0.6475715055470468,0,1,1,4,9,21
"('55.7417592', '37.4025916')",0.6323796911906832,0,1,0,4,9,16
"('55.760302', '37.419197')",1.4462333897001658,0,0,2,1,15,14
"('55.7874823', '37.3596301')",3.3808814241459038,0,0,0,1,11,13
"('55.755003', '37.405435')",1.5984872748618022,0,0,2,2,11,16
"('55.769955', '37.41777')",0.9064816232599915,0,1,0,2,15,16
"('55.741323', '37.417733')",0.32156372439781256,1,0,1,4,9,20
"('55.770897', '37.37809')",1.589700925367138,0,0,1,1,14,11
"('55.746122', '37.405094')",0.7210810508419785,0,1,1,3,10,15
"('55.7602', '37.416477')",1.3433749315526873,0,0,2,1,15,13
"('55.7505', '37.405155')",1.1335795287181363,0,0,2,2,9,17
"('55.741946', '37.411912')",0.09125667100758922,1,0,1,3,10,16
"('55.744308', '37.419521')",0.5528058827545032,0,1,0,5,8,21
"('55.767616', '37.41175')",0.57799001840692,0,1,1,1,14,16
"('55.75896', '37.419476')",1.5692511561921405,0,0,2,1,15,14
"('55.756786', '37.418362')",1.721744999757833,0,0,2,2,12,16
"('55.739544', '37.415047')",0.24188787407110388,1,0,2,2,12,16
"('55.7414918', '37.4195197')",0.43459923848763143,1,0,2,3,10,20
"('55.743461', '37.395563')",1.099502670937957,0,0,2,2,11,14
"('55.74388', '37.413673')",0.3025285950967645,1,0,2,2,11,16
"('55.678118', '37.603514')",1.0377388691385985,0,0,5,4,16,21
"('55.686985', '37.589733')",1.4258370174837034,0,0,4,4,19,19
"('55.678074', '37.59825')",1.3499792103284385,0,0,5,4,16,21
"('55.7040368', '37.6132897')",1.6784973835490857,0,0,3,5,17,23
"('55.682108', '37.594135')",1.5444022591736097,0,0,5,4,19,18
"('55.7038995', '37.6133851')",1.679972200829106,0,0,3,5,17,23
"('55.6897837', '37.5926883')",1.152025562121828,0,0,3,5,17,22
"('55.676189', '37.599453')",1.360582969170744,0,0,5,4,16,20
"('55.675666', '37.592797')",1.7090724146286338,0,0,5,4,16,19
"('55.680889', '37.595932')",1.4344399001082173,0,0,5,4,18,17
"('55.68331', '37.588593')",1.8301157983371203,0,0,5,3,20,18
"('55.678138', '37.594953')",1.54684696817285,0,0,5,4,17,19
"('55.6852941', '37.5919965')",1.630889796085018,0,0,5,3,20,17
"('55.681407', '37.584137')",2.053389423896714,0,0,4,4,19,18
"('55.679925', '37.598573')",1.2816900959684667,0,0,5,4,18,18
"('55.765113', '37.615237')",2.8328344795746294,0,0,1,1,19,24
"('55.768861', '37.616333')",2.463905389488377,0,0,1,1,19,24
"('55.761674', '37.651035')",2.7195289055531293,0,0,1,0,19,21
"('55.766491', '37.622333')",2.45924275048081,0,0,1,0,20,21
"('55.737542', '37.641135')",3.7208010961258178,0,0,0,3,20,23
"('55.76002', '37.64115')",2.845491654099876,0,0,1,0,20,22
"('55.716281', '37.769458')",3.1485231023591345,0,0,0,3,9,20
"('55.706293', '37.771544')",4.031752145651692,0,0,0,2,11,18
"('55.7016731', '37.810541')",2.8113610311673685,0,0,1,2,11,13
"('55.713025', '37.751367')",2.6943544657986447,0,0,1,2,14,18
"('55.70913', '37.789375')",4.213819581175176,0,0,0,4,9,18
"('55.707339', '37.785656')",4.413328625913826,0,0,0,3,10,17
"('55.708694', '37.791378')",4.081192105418046,0,0,0,4,9,18
"('55.721779', '37.73757')",1.4526456190751131,0,0,2,1,16,18
"('55.712558', '37.741172')",2.5019062043645657,0,0,2,1,15,19
"('55.697549', '37.753901')",4.337013006367302,0,0,0,2,14,16
"('55.711022', '37.774825')",3.7885630246456388,0,0,0,2,10,18
"('55.71302', '37.77447')",3.623368830112214,0,0,0,2,10,19
"('55.710236', '37.78581')",4.371809835659241,0,0,0,4,9,18
"('55.707554', '37.791225')",4.069975610483119,0,0,0,3,10,17
"('55.700836', '37.791954')",3.9821671321672176,0,0,0,2,11,15
"('55.7013325', '37.8085481')",2.937561772175546,0,0,1,2,11,14
"('55.703048', '37.752652')",3.7361689938975813,0,0,0,2,14,17
"('55.719551', '37.733796')",1.6473774818457485,0,0,2,1,17,17
"('55.7155', '37.734074')",2.0976852070097625,0,0,2,1,17,19
"('55.682864', '37.854225')",2.1466379024906366,0,0,1,3,5,13
"('55.7131028', '37.9460569')",2.9642513166580335,0,0,1,1,4,4
"('55.69585', '37.745377')",4.204953393148373,0,0,0,2,17,14
"('55.759068', '37.804413')",2.387535206685286,0,0,1,1,9,17
"('55.720626', '37.736393')",1.5573376398973826,0,0,2,1,16,18
"('55.713826', '37.750712')",2.596369692462798,0,0,1,2,13,18
"('55.716671', '37.751071')",2.336236120176745,0,0,1,2,12,20
"('55.704727', '37.745304')",3.4114397067364126,0,0,0,2,16,17
"('55.709703', '37.773442')",3.8289442582046114,0,0,0,2,10,17
"('55.727455', '37.45036')",0.8947358095091635,0,1,3,4,12,23
"('55.718816', '37.426186')",0.5672339764139533,0,1,3,3,12,17
"('55.7003333', '37.3947427')",2.373804496697175,0,0,1,4,8,16
"('55.7226001', '37.4354938')",1.2134817125186455,0,0,3,3,13,18
"('55.7100596', '37.3993136')",1.6024697012796918,0,0,1,4,9,17
"('55.716174', '37.441413')",1.1304020982003815,0,0,4,2,14,19
"('55.712832', '37.398123')",1.623760430992926,0,0,1,4,9,18
"('55.7234715', '37.433165')",1.215761021534978,0,0,3,3,12,19
"('55.718032', '37.496631')",1.8192244663012112,0,0,2,5,14,24
"('55.72001', '37.442623')",1.360400332627661,0,0,4,2,14,20
"('55.718147', '37.424749')",0.4771427842011748,1,0,4,2,13,16
"('55.73111', '37.452678')",0.6352928491292665,0,1,3,4,10,26
"('55.720489', '37.450987')",1.4218457045865192,0,0,4,2,14,20
"('55.734207', '37.454465')",0.6092423714821148,0,1,3,4,9,28
"('55.717281', '37.414025')",0.7259241669177002,0,1,1,4,11,16
"('55.72124', '37.426556')",0.8354229811108731,0,1,2,4,11,19
"('55.728124', '37.452067')",0.7648514898663855,0,1,3,4,12,23
"('55.73701', '37.435178')",1.492993030270862,0,0,3,4,10,24
"('55.729554', '37.43446')",1.7908071248726194,0,0,3,4,11,22
"('55.726244', '37.467536')",0.6461404503689022,0,1,1,6,9,29
"('55.723967', '37.437173')",1.398549828239711,0,0,3,3,13,20
"('55.7211809', '37.4297068')",0.8903912822239682,0,1,2,4,11,19
"('55.725555', '37.463825')",0.6528619635289793,0,1,2,5,10,27
"('55.724271', '37.44691')",1.2735967390276934,0,0,3,3,13,22
"('55.724754', '37.434647')",1.385781776161064,0,0,3,3,12,21
"('55.724007', '37.45476')",0.9639981175303655,0,1,2,5,11,23
"('55.721949', '37.426977')",0.9181191204627867,0,1,2,4,11,19
"('55.722588', '37.452103')",1.1874492111019308,0,0,3,3,13,21
"('55.724165', '37.47624')",1.1671828984638652,0,0,2,5,9,28
"('55.7140074', '37.4342459')",0.6510939093120509,0,1,3,3,13,18
"('55.735657', '37.432537')",1.396649509580498,0,0,3,4,10,24
"('55.7207169', '37.4588989')",1.2129393836249662,0,0,4,2,14,20
"('55.7068658', '37.3981247')",1.798396695254779,0,0,1,4,8,15
"('55.728576', '37.434325')",1.7618102181610322,0,0,3,4,11,22
"('55.719318', '37.445779')",1.5026835631537914,0,0,4,2,14,20
"('55.7181046', '37.3990861')",1.6279760497082443,0,0,2,3,11,16
"('55.722421', '37.425468')",0.9550938635472201,0,1,2,4,11,19
"('55.7573', '37.65146')",3.202383694309064,0,0,0,2,17,23
"('55.759755', '37.655023')",2.9870757136362114,0,0,1,2,17,23
"('55.7642819', '37.6599564')",2.6226143898933802,0,0,1,1,18,19
"('55.752911', '37.655688')",3.735439740104631,0,0,0,3,17,23
"('55.761305', '37.65629')",2.845319206553661,0,0,1,1,19,20
"('55.7533075', '37.6688339')",3.843469393622659,0,0,0,4,16,22
"('55.755353', '37.668615')",3.754294341139522,0,0,0,4,15,23
"('55.7642852', '37.659961')",2.622405846103479,0,0,1,1,18,19
"('55.751903', '37.664069')",3.8760674585510237,0,0,0,4,15,25
"('55.763032', '37.657808')",2.696815401457778,0,0,1,1,19,19
"('55.759957', '37.656901')",2.999880514411966,0,0,1,2,17,23
"('55.644882', '37.702679')",0.2231216373501513,1,0,2,3,15,13
"('55.650866', '37.71512')",0.9153360145367773,0,1,1,3,16,11
"('55.645121', '37.718911')",1.2198094016722008,0,0,2,1,17,10
"('55.644196', '37.722794')",1.4731951112466029,0,0,2,0,17,10
"('55.646015', '37.722999')",1.4745512505245981,0,0,2,0,18,9
"('55.645866', '37.716206')",1.0467456218483588,0,0,2,3,15,12
"('55.64761', '37.720223')",1.3142409328147813,0,0,2,2,16,11
"('55.7567884', '37.780454')",3.080763101268425,0,0,0,3,9,22
"('55.74833', '37.797054')",2.3472087012555223,0,0,1,2,8,20
"('55.75141', '37.78573')",3.1057068203458633,0,0,0,3,9,23
"('55.75918', '37.796986')",2.774143332084962,0,0,1,1,9,20
"('55.744476', '37.79976')",2.1632344301579427,0,0,1,2,8,19
"('55.74419', '37.803318')",1.9427669331956419,0,0,1,3,7,19
"('55.739878', '37.778847')",3.0847874476842856,0,0,0,3,9,21
"('55.760727', '37.776592')",2.948144243213096,0,0,1,2,10,20
"('55.740973', '37.78253')",3.2835715480166265,0,0,0,3,8,21
"('55.763126', '37.78561')",3.5702301237809126,0,0,0,3,8,22
"('55.748113', '37.796445')",2.3823141106573376,0,0,1,2,8,20
"('55.77836', '37.83774')",3.643865769503713,0,0,0,1,8,12
"('55.758114', '37.776008')",2.8346511219159485,0,0,1,2,11,20
"('55.7438104', '37.8026969')",1.9856612714845019,0,0,1,3,7,19
"('55.757885', '37.787785')",3.211420932743724,0,0,0,3,8,22
"('55.748138', '37.785108')",3.0910061167814082,0,0,0,3,9,23
"('55.7471445', '37.8269653')",0.47842827009084227,1,0,1,2,9,11
"('55.756356', '37.777931')",2.916847923216004,0,0,1,2,10,22
"('55.746845', '37.826855')",0.47490198801350814,1,0,1,2,9,11
"('55.75748', '37.77315')",2.6441542715548736,0,0,1,2,11,21
"('55.746292', '37.79104')",2.7073665591877942,0,0,1,2,9,20
"('55.74352', '37.799213')",2.2066800185382993,0,0,1,2,8,19
"('55.7584029', '37.795835')",2.7903551564604427,0,0,1,2,8,22
"('55.75805', '37.791206')",3.0264015282998744,0,0,0,3,8,22
"('55.75017', '37.794758')",2.5226240012568923,0,0,1,2,8,20
"('55.740993', '37.823314')",0.8579705787642912,0,1,0,4,6,15
"('55.74661', '37.796616')",2.358561656105068,0,0,1,2,8,20
"('55.762642', '37.836447')",1.8924005433178983,0,0,1,0,10,10
"('55.7406452', '37.5232682')",1.721065935196033,0,0,4,2,15,30
"('55.741399', '37.522099')",1.614619120362542,0,0,4,2,15,31
"('55.730786', '37.467949')",0.33173417519110365,1,0,2,6,7,32
"('55.735434', '37.4726454')",0.7662118167774177,0,1,1,7,6,34
"('55.737684', '37.521156')",1.6989101049304298,0,0,4,1,17,28
"('55.735809', '37.525028')",1.907879739860275,0,0,4,1,18,27
"('55.735941', '37.527444')",2.060348749790099,0,0,4,1,18,27
"('55.741475', '37.535826')",1.785896355620809,0,0,4,1,19,27
"('55.740446', '37.52492')",1.7861627884141724,0,0,4,2,16,29
"('55.7375835', '37.5163839')",1.4050526913187094,0,0,4,1,14,30
"('55.737507', '37.518371')",1.5240235779361628,0,0,4,1,16,29
"('55.73296', '37.538125')",1.5419026999966838,0,0,3,3,17,27
"('55.736549', '37.526151')",1.9866742895257217,0,0,4,1,18,27
"('55.736508', '37.522054')",1.7309425543084873,0,0,4,1,17,27
"('55.735596', '37.519539')",1.5623194704318102,0,0,4,1,16,28
"('55.7368186', '37.531715')",1.9227698860976468,0,0,4,1,19,26
"('55.735393', '37.522117')",1.7219913447732906,0,0,4,1,17,28
"('55.73926', '37.549363')",0.9087420652519573,0,1,2,2,20,24
"('55.737725', '37.540721')",1.3734622839646276,0,0,4,1,19,26
"('55.736199', '37.523258')",1.8015932915033757,0,0,4,1,18,27
"('55.878536', '37.479115')",1.470985887429185,0,0,2,2,9,16
"('55.878576', '37.484298')",1.48276192428467,0,0,2,2,10,15
"('55.709698', '37.61238')",1.9069793038406035,0,0,2,5,17,24
"('55.706203', '37.585727')",0.730180679809734,0,1,0,6,18,23
"('55.694758', '37.562191')",1.6971954254465882,0,0,1,4,18,22
"('55.707852', '37.606685')",1.4967665970670165,0,0,3,4,19,22
