coords,edu_school_closest_km,edu_school_less500m,edu_school_0.5-1km,edu_school_1-3km,edu_school_3-5km,edu_school_5-10km,edu_school_10-15km
"('55.827338', '37.666423')",0.12152437756151015,2,1,14,25,134,116
"('55.852177', '37.635916')",0.12283403218810807,2,0,19,26,119,112
"('55.84905', '37.624202')",0.5489159455608406,0,5,13,36,114,126
"('55.86169', '37.642643')",0.1258438736233421,1,2,17,27,97,121
"('55.858868', '37.665993')",0.07907637649577988,1,3,15,21,103,119
"('55.860873', '37.613737')",0.18672131980096057,2,3,16,38,91,132
"('55.849615', '37.637614')",0.14140901957533325,2,0,19,26,121,114
"('55.809231', '37.636392')",0.16923368177785555,3,3,12,37,139,155
"('55.830892', '37.646606')",0.39663748813079186,2,1,13,30,139,109
"('55.889563', '37.669872')",0.029869921605295363,1,3,13,15,62,109
"('55.881631', '37.6835')",0.27727177761144844,1,4,12,14,67,114
"('55.851635', '37.63419')",0.11099222994405411,2,0,18,26,119,112
"('55.854458', '37.68516')",0.21221595886609884,1,1,13,19,97,120
"('55.848816', '37.59704')",0.8047892097318874,0,3,17,41,114,130
"('55.847851', '37.638746')",0.24357177623557713,2,0,17,26,124,112
"('55.864242', '37.620034')",0.059782548770733114,1,4,14,40,84,135
"('55.853041', '37.647603')",0.13583463508674695,2,0,20,25,112,117
"('55.862767', '37.611563')",0.17205176574244946,2,2,17,36,90,132
"('55.847244', '37.635567')",0.3780223834637709,2,0,18,26,125,112
"('55.837807', '37.662598')",0.16337538620927902,2,0,12,29,125,116
"('55.860615', '37.668417')",0.10653706153008592,1,2,16,17,100,120
"('55.806656', '37.7715')",0.0554978943932379,2,1,17,14,91,119
"('55.811138', '37.808689')",0.19346192902916742,3,4,10,16,62,116
"('55.6583', '37.574696')",0.2980334794950904,2,5,27,30,119,152
"('55.80376', '37.769936')",0.11798830091243952,1,3,14,20,86,125
"('55.87106', '37.663223')",0.10778868888777905,3,1,18,15,86,120
"('55.824501', '37.583095')",0.08218364393729947,1,4,14,45,134,149
"('55.80663', '37.640766')",0.05628887880234273,2,2,15,36,138,158
"('55.867556', '37.603361')",0.07846329417007315,2,2,23,30,93,130
"('55.663887', '37.769398')",0.040395606973163495,2,4,11,31,72,134
"('55.663481', '37.73041')",0.8732316240789115,0,2,21,26,102,144
"('55.670062', '37.743759')",0.1760987973213545,4,3,19,23,99,132
"('55.671493', '37.750927')",0.0652932896145173,6,1,21,22,99,129
"('55.643917', '37.702616')",0.4535484177395742,1,3,15,32,86,155
"('55.645476', '37.707215')",0.2082328433356482,2,4,15,33,85,156
"('55.667709', '37.777411')",0.06160795207217161,2,4,10,29,74,128
"('55.662821', '37.760809')",0.12961320142393043,2,4,17,26,82,131
"('55.667361', '37.752993')",0.1973792757909661,3,6,13,31,85,138
"('55.642728', '37.713036')",0.05408370587157551,2,3,19,28,83,149
"('55.664445', '37.777007')",0.05020365161112459,3,2,14,27,73,123
"('55.659504', '37.777084')",0.0585100416878154,2,1,17,22,71,118
"('55.647681', '37.730562')",0.1075307456440579,2,1,25,23,90,132
"('55.658662', '37.759452')",0.18497479252003401,1,4,16,27,77,134
"('55.655127', '37.746004')",0.06424535316344376,2,3,22,23,88,130
"('55.667145', '37.764111')",0.040188154697741826,4,3,15,27,84,129
"('55.661796', '37.729592')",0.9774659756336495,0,1,23,24,104,140
"('55.654934', '37.75635')",0.16892171769205871,3,2,22,20,82,128
"('55.67159', '37.764483')",0.07867097229236004,3,5,13,28,85,133
"('55.673126', '37.755726')",0.09653772466526966,4,5,14,29,88,137
"('55.672448', '37.761599')",0.0928315131527829,4,6,12,29,85,137
"('55.667178', '37.759937')",0.10799050130812755,2,7,11,34,76,140
"('55.646228', '37.705841')",0.3283180877291215,2,4,14,34,84,157
"('55.636032', '37.802265')",0.13397742399990015,1,0,6,16,60,92
"('55.654635', '37.765525')",0.20054453436292666,3,1,19,23,73,125
"('55.669986', '37.773143')",0.20746040787472592,4,1,14,26,81,128
"('55.667731', '37.774014')",0.16329770900735432,3,3,11,30,75,131
"('55.667539', '37.756545')",0.08304961334741033,3,7,12,32,81,137
"('55.673847', '37.759235')",0.1086762197663268,3,6,13,28,88,137
"('55.64066', '37.79885')",0.11530026651074193,1,0,9,22,57,99
"('55.657768', '37.761438')",0.1620999997357898,3,2,19,24,79,128
"('55.679737', '37.76539')",0.07221466228923566,2,3,19,20,98,125
"('55.635371', '37.794262')",0.0684147926892392,1,0,10,20,56,100
"('55.672757', '37.749724')",0.060142556272329575,6,1,22,21,102,129
"('55.667477', '37.78686')",0.13073533315553262,2,2,11,27,74,120
"('55.653279', '37.711428')",0.10299277872229733,2,2,16,31,96,150
"('55.660531', '37.730895')",0.8778551380710102,0,2,23,25,102,140
"('55.675895', '37.771984')",0.28742678420980927,2,3,16,24,88,127
"('55.670849', '37.775442')",0.28132569570586546,3,2,11,27,80,130
"('55.66534', '37.733338')",0.7918975716472971,0,3,19,29,98,149
"('55.673407', '37.753335')",0.15807919729324948,5,4,16,27,93,132
"('55.650099', '37.730203')",0.07313047827492783,2,2,23,26,88,138
"('55.652486', '37.738243')",0.08612697181173243,2,2,25,23,90,127
"('55.649926', '37.708823')",0.13614315229338217,1,3,15,32,89,155
"('55.6649677', '37.7456397')",0.18768378903001307,2,4,15,31,83,144
"('55.665233', '37.761734')",0.24958612674229,3,4,14,30,80,134
"('55.6854618', '37.7258237')",0.15863114012450186,3,1,20,18,124,141
"('55.632972', '37.798637')",0.06042856041791363,1,0,8,18,58,96
"('55.669828', '37.761581')",0.0484476849076521,4,5,12,29,84,136
"('55.648443', '37.725415')",0.15302145915392235,3,1,23,26,88,143
"('55.650759', '37.765264')",0.07213810622692718,3,2,19,20,69,125
"('55.662222', '37.732656')",0.7995588733549271,0,1,23,24,101,141
"('55.644089', '37.716288')",0.033047316242525535,3,2,24,25,88,143
"('55.645182', '37.721355')",0.07153577981490726,2,4,21,28,85,147
"('55.546557', '37.519557')",0.14361004659245744,1,4,9,12,40,86
"('55.543779', '37.45699')",0.43346744986931884,1,0,5,4,38,72
"('55.547397', '37.566584')",0.09694979937116709,2,3,10,16,41,93
"('55.537424', '37.540102')",0.09332866776792077,1,3,12,12,39,79
"('55.54293', '37.545168')",0.03237912447279644,3,3,11,12,41,83
"('55.541922', '37.494144')",0.08371272248216119,3,2,7,8,37,78
"('55.539548', '37.538889')",0.0697118341954338,2,3,12,12,39,81
"('55.55061', '37.558167')",0.04583162953408005,2,2,12,13,47,91
"('55.539884', '37.451887')",0.06422339554807015,1,0,3,6,33,64
"('55.562968', '37.500504')",0.27797903574519683,1,0,7,15,44,95
"('55.5541523', '37.5028576')",0.4854847571022694,1,0,10,10,45,88
"('55.547535', '37.548941')",0.12904459058720621,2,5,10,14,43,89
"('55.524936', '37.515892')",0.43413538518869454,2,1,10,8,31,58
"('55.55003', '37.500288')",0.4282978162014634,1,1,9,8,44,85
"('55.567194', '37.498941')",0.2553667155969053,1,0,5,19,45,96
"('55.549022', '37.569099')",0.273609009265008,2,1,13,13,45,90
"('55.564409', '37.500917')",0.23149807853778226,1,0,7,15,46,95
"('55.563757', '37.498617')",0.13111390902794132,1,0,7,15,46,94
"('55.539677', '37.460086')",0.4578639196103276,1,0,5,5,35,66
"('55.5567986', '37.5068015')",0.535740755166757,0,1,9,13,45,90
"('55.535553', '37.502274')",0.04788243736054747,3,2,8,9,33,68
"('55.550434', '37.49033')",0.5858553274620716,0,2,7,9,40,85
"('55.530225', '37.515838')",0.05750994086780608,3,1,11,7,34,65
"('55.537149', '37.529322')",0.1242032693359597,2,2,13,8,41,73
"('55.540939', '37.523645')",0.06828946995596027,1,4,10,10,41,79
"('55.556986', '37.510215')",0.3673295272721205,1,0,11,14,44,92
"('55.523682', '37.511814')",0.23825285717620107,1,1,10,8,30,54
"('55.534688', '37.522072')",0.07930997967194607,3,1,13,7,40,71
"('55.542681', '37.485116')",0.16697574256767478,2,1,8,7,37,77
"('55.541004', '37.493225')",0.17328046917871678,3,2,7,8,37,78
"('55.54343', '37.555795')",0.15956842955903935,4,2,12,12,43,83
"('55.554975', '37.507205')",0.449865049409202,1,0,10,12,45,89
"('55.546083', '37.549184')",0.060099274349097266,3,4,10,14,43,89
"('55.54484', '37.556289')",0.12341055604728093,4,2,13,11,45,84
"('55.523575', '37.508661')",0.17117341546234285,1,1,10,8,30,54
"('55.540939', '37.452678')",0.03451017171397364,1,0,3,6,34,64
"('55.547276', '37.534317')",0.09104530428218235,2,3,12,11,44,85
"('55.529675', '37.512532')",0.1434848192865127,3,1,10,7,34,63
"('55.53743', '37.506332')",0.03876090120980915,2,3,8,10,36,77
"('55.564511', '37.487038')",0.22298433747804436,1,1,4,15,47,93
"('55.554348', '37.512757')",0.09743916892268246,1,0,12,11,47,88
"('55.5539', '37.553981')",0.15526498342343592,2,2,15,11,50,89
"('55.541805', '37.521201')",0.11067013359970887,1,4,9,11,39,80
"('55.531672', '37.50089')",0.06286739716503631,3,2,8,9,31,65
"('55.487264', '37.30742')",2425.788328292746,0,0,0,0,0,0
"('55.572482', '37.567581')",0.11103987159246986,1,3,9,26,60,104
"('55.567178', '37.573312')",0.16960480842303433,3,1,13,19,64,95
"('55.570793', '37.571983')",0.048674259684943336,1,5,7,28,57,108
"('55.563421', '37.573914')",0.06769880975638319,2,2,13,14,60,92
"('55.577854', '37.572002')",0.11243200147197693,1,2,13,22,71,98
"('55.563905', '37.582224')",0.193741310130637,2,2,11,17,61,94
"('55.576202', '37.58024')",0.032925115691437495,2,4,10,24,67,104
"('55.517371', '37.5724')",0.5094791272901414,0,1,4,12,27,58
"('55.539023', '37.575441')",0.1136849224472234,1,1,11,13,39,76
"('55.572309', '37.569009')",0.1429383320282183,1,5,7,28,57,108
"('55.559746', '37.575639')",0.38410160150576617,1,3,12,15,53,98
"('55.584874', '37.464221')",0.6954606024141378,0,2,2,11,70,77
"('55.745377', '37.67212')",0.12634435267936087,3,5,22,34,137,185
"('55.57066', '37.564913')",0.08525589410071366,1,2,12,21,61,99
"('55.5603276', '37.578958')",0.2074466435764711,1,2,12,13,60,91
"('55.8149827', '37.7588599')",0.6230484581333876,0,2,14,14,92,125
"('55.811629', '37.702796')",0.06732081542855452,1,2,14,25,122,131
"('55.8124948', '37.7391276')",0.39948590849794385,1,1,13,22,94,139
"('55.816895', '37.727625')",0.06494198427716255,2,1,12,23,100,139
"('55.81708', '37.746151')",0.5716995984971704,0,2,12,17,93,131
"('55.8108798', '37.7423865')",0.6125896449521934,0,2,13,19,94,138
"('55.817192', '37.744')",0.6808533636975603,0,3,10,20,90,138
"('55.825856', '37.750191')",0.19081658213613045,1,1,8,19,82,132
"('55.8027', '37.722037')",0.09616267884487095,1,3,17,21,118,130
"('55.82958', '37.758022')",0.06652439190577426,2,0,8,15,81,123
"('55.808308', '37.72192')",0.14301602468980185,3,0,17,20,120,127
"('55.8056', '37.716145')",0.2855521341565713,2,2,15,22,122,128
"('55.8090879', '37.7232228')",0.04051502402752668,3,0,17,22,117,128
"('55.8115699', '37.7407137')",0.5206814860563067,0,2,12,21,93,138
"('55.806361', '37.728571')",0.2568889485618168,2,2,15,22,112,130
"('55.818048', '37.74628')",0.5104153356755067,0,3,10,20,89,134
"('55.808118', '37.727445')",0.1833892438886134,2,1,16,22,111,133
"('55.812509', '37.722046')",0.1929054811239423,3,0,14,24,112,134
"('55.8108078', '37.7407356')",0.5087733797009921,0,2,12,21,94,138
"('55.81917', '37.751152')",0.18185275979490023,1,1,13,15,92,128
"('55.810364', '37.717492')",0.13004246827751967,2,1,14,23,115,132
"('55.811457', '37.730832')",0.05482770491793801,2,1,15,21,107,133
"('55.81386', '37.72493')",0.028014526430664644,2,1,14,21,113,131
"('55.822321', '37.760818')",0.12799647580729162,1,1,15,11,87,122
"('55.81964', '37.724712')",0.2959575319839645,2,0,11,20,102,134
"('55.800944', '37.705338')",0.2991224707870199,1,4,16,26,124,139
"('55.8118593', '37.7416374')",0.5713881461928464,0,2,12,21,93,138
"('55.8180948', '37.7528486')",0.21068009610916924,1,1,14,14,93,125
"('55.80042', '37.710049')",0.2582316082758572,2,3,17,24,124,139
"('55.789269', '37.663809')",0.16813176601140578,1,3,23,32,137,162
"('55.807769', '37.764636')",0.03902389383479586,2,0,18,13,90,119
"('55.81335', '37.70311')",0.06236802800370807,2,1,13,26,119,132
"('55.805187', '37.71283')",0.2076632822706863,2,2,14,26,120,134
"('55.813661', '37.740107')",0.4403822740992155,1,1,13,21,93,139
"('55.822', '37.759235')",0.124764142142072,2,0,16,11,89,121
"('55.803085', '37.712975')",0.23404706868599276,2,1,16,25,122,135
"('55.80608', '37.712128')",0.1072937795820155,1,3,12,28,118,136
"('55.504208', '37.539043')",0.04971206842847913,1,0,4,13,15,47
"('55.503204', '37.53685')",0.09743392328251221,1,0,4,12,15,47
"('55.507973', '37.584308')",0.3158065239350444,1,1,2,11,21,52
"('55.495765', '37.52068')",2405.3900170107654,0,0,0,0,0,0
"('55.568736', '37.489805')",0.10864660251481648,1,0,2,18,53,89
"('55.542986', '37.47872')",0.19943191491310638,1,1,6,7,38,76
"('55.475169', '37.525208')",2404.071805406064,0,0,0,0,0,0
"('55.50213', '37.32641')",0.17802321987868755,1,0,2,0,5,20
"('55.569138', '37.489257')",0.05218549560384194,1,0,3,17,54,89
"('55.49493', '37.515874')",2405.821679738092,0,0,0,0,0,0
"('55.504517', '37.536823')",0.128110559032159,1,0,5,12,16,46
"('55.503971', '37.592716')",0.11440252647847965,1,0,2,4,27,43
"('55.474465', '37.527561')",2403.8130031064825,0,0,0,0,0,0
"('55.504374', '37.586778')",0.09708613041129369,1,0,3,7,25,43
"('55.4772347', '37.528589')",2403.83108380251,0,0,0,0,0,0
"('55.540822', '37.45504')",0.1312085956946862,1,0,5,5,35,65
"('55.548665', '37.48685')",0.2909525201908946,1,1,8,7,41,81
"('55.545375', '37.523824')",0.08509226603198665,2,2,11,11,41,83
"('55.543274', '37.459843')",0.5241219767514843,0,1,4,5,37,74
"('55.540266', '37.458732')",0.363723669477353,1,0,5,5,35,65
"('55.524355', '37.51167')",0.1882522586295492,1,2,9,9,30,55
"('55.546812', '37.493955')",0.38129442769542476,1,2,7,8,40,83
"('55.503721', '37.589778')",0.09139303998617813,1,0,2,5,26,42
"('55.520762', '37.351222')",0.24469478563219685,1,0,1,1,12,36
"('55.508524', '37.339337')",0.5959337993194298,0,1,0,2,7,25
"('55.536545', '37.506763')",0.09419886846881903,2,3,8,10,35,75
"('55.526093', '37.510745')",0.11384623415282868,2,1,9,9,31,57
"('55.502666', '37.53829')",0.08057767670353382,1,0,4,11,16,45
"('55.500392', '37.521677')",0.32434250421614036,1,0,4,9,16,43
"('55.500596', '37.519207')",0.21106074634850258,1,0,4,9,16,44
"('55.568471', '37.486867')",0.106390148218277,1,0,3,17,52,89
"('55.5346857', '37.5009365')",0.008801934154206308,3,2,8,9,33,66
"('55.543582', '37.49709')",0.06797042726070947,1,4,5,12,34,87
"('55.541206', '37.48661')",0.11282497006243102,2,1,8,7,37,77
"('55.532675', '37.38292')",1.8803691265109916,0,0,1,1,18,48
"('55.631742', '37.666261')",0.0548991549084524,2,2,7,40,89,143
"('55.5529937', '37.464911')",0.23416636809463387,1,0,4,6,43,74
"('55.468576', '37.28851')",2426.8398820976854,0,0,0,0,0,0
"('55.540475', '37.492644')",0.2377052244695658,3,2,7,8,36,78
"('55.54267', '37.486618')",0.0782581976617558,2,1,8,7,37,77
"('55.544023', '37.47804')",0.2997035718058249,1,1,6,7,38,76
"('55.569016', '37.48614')",0.0927967124810542,1,0,3,16,55,86
"('55.551843', '37.503953')",0.2492262624960037,1,0,10,8,44,87
"('55.54673', '37.488142')",0.28423099469281304,1,2,7,7,39,82
"('55.497587', '37.517257')",2405.8005026703368,0,0,0,0,0,0
"('55.545584', '37.483211')",0.10200186788701028,1,2,6,9,36,81
"('55.569036', '37.487263')",0.0388038673561858,1,0,3,17,54,88
"('55.550132', '37.489203')",0.511456617984254,0,2,7,8,41,84
"('55.496659', '37.515407')",2405.9408018087743,0,0,0,0,0,0
"('55.507046', '37.57191')",0.17089884522554563,1,1,2,12,19,50
"('55.487463', '37.33693')",2422.9210092729672,0,0,0,0,0,0
"('55.549516', '37.488475')",0.430554169250223,1,1,8,7,42,82
"('55.5124399', '37.5801894')",0.5976989531647919,0,2,2,12,23,54
"('55.641295', '37.403522')",0.07982137406923916,1,2,6,16,64,91
"('55.550687', '37.509361')",0.08848340782785048,1,2,10,10,42,89
"('55.54649', '37.489385')",0.3631741249169181,2,1,8,6,40,80
"('55.500524', '37.541943')",0.13695621879965694,1,1,3,12,14,46
"('55.53666', '37.507835')",0.09231745200874229,3,3,8,10,34,76
"('55.549327', '37.487586')",0.3761713553876872,1,1,8,7,42,80
"('55.5015837', '37.5981332')",0.0955667380309715,1,0,2,4,27,40
"('55.589204', '37.167393')",1.0090620406371755,0,0,1,1,4,9
"('55.575409', '37.473249')",0.37652181749782965,1,0,3,12,61,80
"('55.549144', '37.525836')",0.12182452870160354,2,2,11,12,44,86
"('55.496348', '37.517823')",2405.692643546901,0,0,0,0,0,0
"('55.820847', '37.65276')",0.09620459666140563,2,2,12,25,144,119
"('55.56971', '37.49039')",0.10904375431739602,1,0,3,18,53,90
"('55.498133', '37.518012')",2405.75038087584,0,0,0,0,0,0
"('55.511705', '37.366817')",0.6482705413794294,0,1,0,2,11,36
"('55.544061', '37.562335')",0.04876014034274436,2,3,9,15,40,88
"('55.50368', '37.588745')",0.12223849027974702,1,0,2,5,26,42
"('55.549501', '37.564904')",0.07726660407585241,2,2,11,14,44,94
"('55.500621', '37.576124')",0.14671033979858908,1,1,2,6,21,42
"('55.5511', '37.571884')",0.14943545187928883,1,1,14,12,46,94
"('55.54857', '37.553234')",0.13897613974318299,3,4,11,13,44,90
"('55.502083', '37.57618')",0.053682072172453334,1,1,2,11,17,48
"('55.510647', '37.565193')",0.22102494185454863,1,0,3,12,23,50
"('55.81028', '37.616844')",0.3263614869226815,1,3,19,32,152,149
"('55.812303', '37.599757')",0.36517460833304133,1,1,20,32,155,141
"('55.80427', '37.611088')",0.1030733780305998,1,0,23,32,154,154
"('55.821113', '37.591431')",0.1621078003933497,2,1,15,41,144,144
"('55.807911', '37.612362')",0.06861908773016401,1,0,23,29,160,141
"('55.816555', '37.5934')",0.13935490802732575,1,2,20,36,149,141
"('55.79526', '37.625')",0.2265076903397656,1,3,16,42,131,186
"('55.784554', '37.630527')",0.11954500596270526,2,1,23,44,125,204
"('55.828598', '37.576405')",0.05868604633954067,2,2,14,46,130,144
"('55.8053599', '37.589619')",0.8299670682766456,0,2,22,35,150,155
"('55.809055', '37.589256')",0.708854099269833,0,4,19,36,150,151
"('55.812358', '37.583634')",0.4592959622616213,2,4,19,39,147,149
"('55.808083', '37.61088')",0.1633884794073978,1,0,22,30,160,141
"('55.810436', '37.563988')",0.25539895954986414,3,3,24,34,152,137
"('55.790297', '37.612847')",0.17494523919826752,2,1,23,38,136,192
"('55.812459', '37.556685')",0.21022953023930488,3,2,26,31,153,129
"('55.82537', '37.59751')",0.14924256223532703,1,1,19,32,149,131
"('55.815747', '37.568246')",0.03572336796851667,3,3,17,44,143,143
"('55.8025889', '37.5918333')",0.8223376569909548,0,2,22,34,151,159
"('55.812312', '37.595316')",0.2853068582714063,1,1,22,34,151,144
"('55.806747', '37.611824')",0.13440415547561105,1,0,23,27,162,142
"('55.78525', '37.560404')",0.09731935129677301,2,3,24,38,148,174
"('55.774598', '37.54595')",0.23404313506856989,1,4,23,40,147,180
"('55.811103', '37.561113')",0.16856413390944736,4,1,26,31,156,131
"('55.650175', '37.615407')",0.09952567131179621,3,4,19,30,136,123
"('55.646396', '37.63615')",0.5158193120284191,0,1,20,23,137,120
"('55.648575', '37.617842')",0.18469287874124082,2,4,18,27,137,119
"('55.642499', '37.615803')",0.1243034794828088,3,2,20,22,134,112
"('55.65461', '37.625595')",0.4428139152089729,1,3,19,26,142,125
