coords,shops_closest_km,shops_less500m,shops_0.5-1km,shops_1-3km,shops_3-5km,shops_5-10km,shops_10-15km
"('55.87241', '37.484568')",0.04889795756972737,26,315,878,2843,9523,11951
"('55.865013', '37.474264')",0.048337687005476124,51,277,1780,2335,10154,12683
"('55.871147', '37.48042')",0.1727235103030647,37,323,1079,2556,9740,11795
"('55.8675884', '37.4829033')",0.04596336962425239,35,355,1221,2823,9821,13139
"('55.872577', '37.488422')",0.10657855798732452,28,178,1069,2979,9501,12079
"('55.860827', '37.469728')",0.09333892402254342,46,259,1983,2082,10712,12644
"('55.778282', '37.517597')",0.0048662840632477675,210,69,2091,4305,16063,24524
"('55.780279', '37.516602')",0.0007781483390068141,89,189,2047,4449,15868,24569
"('55.767638', '37.50186')",0.007611608393826371,22,135,1896,3507,15908,23084
"('55.776537', '37.540928')",0.058859753633922894,66,95,2030,5725,15462,26751
"('55.776537', '37.540928')",0.058859753633922894,66,95,2030,5725,15462,26751
"('55.775682', '37.538539')",0.0017834576724978022,70,213,2178,5503,15721,26459
"('55.77996', '37.526744')",0.05073855274796542,180,163,2092,5244,15882,24990
"('55.780168', '37.531307')",0.17187558491263555,73,252,1889,5614,15652,25687
"('55.776537', '37.540928')",0.058859753633922894,66,95,2030,5725,15462,26751
"('55.774598', '37.54595')",0.03199236596939461,61,83,2402,5722,15983,26547
"('55.781927', '37.46363')",0.002196183291120623,82,146,748,2692,14421,18751
"('55.76317', '37.508592')",0.11615025750125632,70,75,2141,3504,16571,22994
"('55.762136', '37.511105')",0.047913090848830574,71,79,2253,3460,16911,22905
"('55.767638', '37.50186')",0.007611608393826371,22,135,1896,3507,15908,23084
"('55.763697', '37.509925')",0.030133122129947277,71,75,2142,3577,16503,23166
"('55.781927', '37.46363')",0.002196183291120623,82,146,748,2692,14421,18751
"('55.762136', '37.511105')",0.047913090848830574,71,79,2253,3460,16911,22905
"('55.763265', '37.514994')",0.023645133809899757,73,79,2245,3652,16844,23348
"('55.763697', '37.509925')",0.030133122129947277,71,75,2142,3577,16503,23166
"('55.761421', '37.512865')",0.019214791344114936,83,67,2284,3485,16996,23030
"('55.637434', '37.680194')",0.16597661383988552,45,65,958,3678,13934,16547
"('55.77633', '37.630726')",0.04149800534515884,98,278,2748,4704,19342,24276
"('55.770532', '37.629736')",0.03301191660442742,123,258,2905,5221,18328,26210
"('55.779975', '37.615722')",0.00909092703761512,28,216,3443,4067,19896,24037
"('55.777454', '37.616173')",0.07468507728263969,30,304,3350,4533,19432,24484
"('55.788442', '37.557578')",0.0016730561010093817,84,215,3257,4483,16932,24974
"('55.797413', '37.52334')",0.061540081133087884,29,574,1584,4598,15723,22964
"('55.793864', '37.541001')",0.20368787149206002,107,437,2005,4796,16370,23350
"('55.778026', '37.540147')",0.12254571518244622,81,113,2003,5738,15417,26679
"('55.801632', '37.767635')",0.22219505221545757,31,191,1830,1778,9892,18633
"('55.805252', '37.773126')",0.08862397214193315,33,96,1933,1375,9484,18065
"('55.807419', '37.7761972')",0.06786558884894629,44,51,1997,1188,9312,17671
"('55.802847', '37.728658')",0.17263247304288604,31,161,1560,2106,14704,17518
"('55.623778', '37.590865')",0.05944470107616232,14,138,1835,2667,13932,17681
"('55.644596', '37.602077')",0.14819544498788642,42,517,1446,4694,15826,19064
"('55.63721', '37.606773')",0.22049027867590737,142,148,1902,3621,15161,18824
"('55.7658', '37.60274')",0.0037147347424335442,181,289,2870,5524,19096,26360
"('55.76526', '37.607567')",0.02960370636413869,131,409,2773,5683,18600,27189
"('55.769733', '37.604034')",0.07816423495799243,94,322,3291,5047,19230,26038
"('55.776112', '37.692765')",0.09081104391727819,37,182,1799,3450,18979,21142
"('55.745544', '37.75461')",0.11615173495153427,17,39,1245,2779,15909,17707
"('55.721523', '37.62298')",0.03489194216689833,72,273,2909,6339,19322,25794
"('55.764493', '37.511489')",0.12140330804706496,71,45,2167,3617,16371,23511
"('55.761421', '37.512865')",0.019214791344114936,83,67,2284,3485,16996,23030
"('55.764493', '37.511489')",0.12140330804706496,71,45,2167,3617,16371,23511
"('55.767638', '37.50186')",0.007611608393826371,22,135,1896,3507,15908,23084
"('55.765711', '37.480436')",0.35027419770845364,40,57,1422,3507,14191,22853
"('55.764493', '37.511489')",0.12140330804706496,71,45,2167,3617,16371,23511
"('55.762666', '37.51291')",0.1500724705147378,73,76,2277,3527,16902,23161
"('55.763265', '37.514994')",0.023645133809899757,73,79,2245,3652,16844,23348
"('55.762666', '37.51291')",0.1500724705147378,73,76,2277,3527,16902,23161
"('55.761282', '37.513422')",0.027651014163722596,83,72,2276,3523,16991,23054
"('55.618471', '37.723124')",0.2378853241765668,194,801,936,2839,7482,17445
"('55.62146', '37.741')",0.0026342760556841106,84,126,2009,1412,9010,15282
"('55.6203272', '37.7387044')",0.10295979600917894,82,156,1798,1623,8769,15469
"('55.618268', '37.742196')",0.0881109588148089,81,184,1740,1618,8092,15739
"('55.610321', '37.752895')",0.21928955608735903,33,74,1546,1157,7030,13880
"('55.615476', '37.743274')",0.07126726688508102,46,215,1670,1569,7546,15804
"('55.75946', '37.777428')",0.10680539788638979,58,77,969,2992,12962,16443
"('55.76799', '37.837437')",0.22525228859786356,81,98,625,1890,7077,14242
"('55.829502', '37.82185')",0.24537067061574144,5,93,640,858,4738,11839
"('55.802103', '37.814483')",0.06525427036883372,34,223,1374,1181,6354,16466
"('55.85973', '37.6653')",0.09434486376589328,29,142,1774,1962,10523,16179
"('55.518265', '37.572701')",0.24502363880300282,11,21,388,848,2618,7184
"('55.828674', '37.361018')",0.24694138728051013,5,52,1213,784,6118,9987
"('55.774406', '37.708931')",0.1549552630916164,26,184,1609,3007,18540,19281
"('55.787513', '37.706766')",0.1982836094435797,23,297,1415,2814,17575,19004
"('55.780834', '37.692688')",0.10524746554166976,39,163,1599,3552,18580,20813
"('55.774603', '37.696489')",0.02591963538480463,8,189,1686,3402,19012,20358
"('55.7814011', '37.7250089')",0.02985441630534417,164,155,1412,2991,16864,18032
"('55.788819', '37.698358')",0.30351093447327565,4,206,1467,2965,18128,19635
"('55.774406', '37.708931')",0.1549552630916164,26,184,1609,3007,18540,19281
"('55.774887', '37.707783')",0.11899173284424787,25,186,1654,3016,18667,19387
"('55.772861', '37.710287')",0.009109341476903768,28,51,1991,2712,18844,18974
"('55.773388', '37.708965')",0.09324844694836955,26,80,1948,2664,18917,18991
"('55.780294', '37.705535')",0.025620755825478913,146,181,1590,2805,18758,19238
"('55.780319', '37.699211')",0.06673938170887786,113,104,1658,2954,18850,19762
"('55.776112', '37.692765')",0.09081104391727819,37,182,1799,3450,18979,21142
"('55.78202', '37.726655')",0.0017597831693273065,155,165,1456,2841,16746,17864
"('55.77309', '37.706074')",0.08264602538652477,23,98,2007,2704,19113,19299
"('55.774603', '37.696489')",0.02591963538480463,8,189,1686,3402,19012,20358
"('55.708225', '37.819244')",0.004893326345819907,41,133,1136,2282,9330,14829
"('55.703641', '37.790934')",0.08269568864037605,41,65,1282,2349,11503,17313
"('55.695625', '37.821663')",0.04736015996881569,22,50,1072,1761,9018,14600
"('55.70041', '37.809479')",0.0020862062661417403,25,80,1409,1749,10511,15740
"('55.712409', '37.803657')",0.2314618337936087,32,187,1333,2634,10814,16430
"('55.704002', '37.813073')",0.19565116470725674,52,71,1279,1841,10289,15633
"('55.67559', '37.465694')",0.11318115485351697,146,79,1282,1851,13028,18865
"('55.663004', '37.475881')",0.23865428242066752,346,93,1500,3003,12098,19005
"('55.675103', '37.499516')",0.05621024309490425,104,90,1834,2646,15462,19518
"('55.643033', '37.475468')",0.046404615840989434,25,63,1385,3139,10966,15631
"('55.664538', '37.473483')",0.12995617911212884,71,357,1232,3182,11525,19542
"('55.661328', '37.468308')",0.0882381152565365,45,344,1136,2824,11346,19083
"('55.663004', '37.475881')",0.23865428242066752,346,93,1500,3003,12098,19005
"('55.667493', '37.493156')",0.08437802796587039,14,388,1236,3224,14073,19168
"('55.67558', '37.475612')",0.14700551778202064,45,131,1386,2414,13458,19381
"('55.665492', '37.498743')",0.13690757793961347,9,219,1548,2897,14613,18972
"('55.667126', '37.495132')",0.002403146759512417,13,321,1341,3136,14225,19151
"('55.608139', '37.58597')",0.09978238727902881,48,62,1836,2040,12721,14477
"('55.61545', '37.587723')",0.26308554801590855,39,74,1818,2528,12695,16350
"('55.884292', '37.540147')",0.10066747543350622,53,177,1603,2535,9556,11551
"('55.881177', '37.5349')",0.10317150268302679,73,236,1394,2960,9358,12425
"('53.9448795', '32.8480138')",2812.1597495238047,0,0,0,0,0,0
"('55.474465', '37.527561')",2403.412009942814,0,0,0,0,0,0
"('55.495937', '37.519247')",2405.1355062732455,0,0,0,0,0,0
"('55.496659', '37.515407')",2405.5396576237717,0,0,0,0,0,0
"('55.497256', '37.519036')",2405.2122502384987,0,0,0,0,0,0
"('55.498654', '36.9174438')",2463.961092602511,0,0,0,0,0,0
"('55.504986', '37.534794')",0.029229107085941446,32,14,483,719,1819,5934
"('55.508542', '37.581629')",0.24967252920394686,8,88,277,685,2244,6295
"('55.520161', '37.212217')",0.30310542757080194,11,25,53,83,891,1245
"('55.532666', '37.521408')",0.07859565348290148,69,206,724,987,3409,8404
"('55.53827', '37.51017')",0.09359495561618515,67,79,817,841,3956,8840
"('55.539732', '37.581271')",0.031548611016255126,13,22,436,1258,4767,9429
"('55.540928', '37.57667')",0.17296035027527187,34,10,544,1216,4917,9624
"('55.541504', '37.57544')",0.14570460846815328,31,16,588,1189,4953,9652
"('55.54193', '37.560745')",0.1008854250162904,24,161,579,1319,4859,10004
"('55.543516', '37.511544')",0.07049649731386766,22,109,914,813,4957,8818
"('55.5437', '37.483508')",0.0195434631743889,111,40,655,739,4336,9325
"('55.544255', '37.52324')",0.040263092442513734,47,97,958,972,4940,10481
"('55.54753', '37.323517')",0.1034650692364899,15,8,39,284,1967,4906
"('55.547712', '37.487459')",0.021144884769591015,57,100,658,783,5046,8995
"('55.5479124', '37.5569644')",0.006628981561322793,115,215,800,1100,5410,10433
"('55.548665', '37.48685')",0.0169782068029261,38,104,630,846,5072,9021
"('55.548894', '37.53835')",0.0935024252505477,120,143,733,1186,5457,10811
"('55.549144', '37.525836')",0.20208888467509964,30,71,1044,803,5627,10818
"('55.54921', '37.556559')",0.13751110901864474,117,212,798,1094,5489,10549
"('55.549725', '37.489455')",0.0014912402397760504,19,128,608,885,5342,9775
"('55.551843', '37.503953')",0.21098371043419617,33,53,843,801,5914,10179
"('55.5525622', '37.3350953')",0.45688788478858694,2,18,28,463,2424,5125
"('55.5529937', '37.464911')",0.0647804642701999,16,0,552,729,5257,8718
"('55.554236', '37.465838')",0.0353887587216582,16,0,558,741,5296,8818
"('55.555184', '37.554008')",0.033755493425804056,60,87,953,953,6017,11112
"('55.565136', '37.576405')",0.09272882985163891,65,242,713,1084,7129,11697
"('55.569016', '37.48614')",0.175850773279446,70,123,358,1439,6429,10788
"('55.569138', '37.489257')",0.010028021089250485,78,102,375,1512,6328,10925
"('55.57462', '37.469227')",0.26846820884304756,13,56,415,856,7665,9615
"('55.577566', '37.48269')",0.006164181364138074,19,56,578,1471,7528,10212
"('55.5782812', '37.4827046')",0.0008347193825301924,14,48,639,1377,7639,10125
"('55.585067', '37.602067')",0.005022703733455057,79,55,1469,1690,10187,12507
"('55.587056', '37.610538')",0.008842646684642068,28,115,1689,1442,10586,12302
"('55.587285', '37.456981')",0.26468004790751776,48,76,434,1415,7981,10080
"('55.588412', '37.164133')",0.11265785214246604,18,0,134,47,409,1790
"('55.588533', '37.171806')",0.002059550641304477,18,0,127,55,496,1766
"('55.588649', '37.604448')",0.007614774299229491,45,180,1692,1530,10785,12426
"('55.589096', '37.171143')",0.07614281671676003,18,0,132,50,496,1761
"('55.589198', '37.602714')",0.010244253742063763,45,210,1652,1627,10700,12549
"('55.590343', '37.606334')",0.2161599485175846,77,141,1708,1520,10858,13653
"('55.59126', '37.444499')",0.11542876436903929,33,82,233,1860,6814,11216
"('55.591498', '37.447295')",0.040518798470883965,73,50,274,1954,6790,11306
"('55.591599', '37.42916')",0.0657772575242134,19,9,248,1593,6595,10314
"('55.593245', '37.425689')",0.11159521439332473,19,1,234,1678,6350,10458
"('55.593735', '37.596184')",0.12704216089849799,108,117,1729,1656,11136,13796
"('55.594102', '37.664976')",0.009167110989065185,58,88,615,3373,6697,16521
"('55.598405', '37.519476')",0.0372093261837077,15,63,1100,1678,11357,11101
"('55.600893', '37.724077')",0.09907399926556558,59,459,1116,1477,7648,14611
"('55.601004', '37.717178')",0.1654477657932995,30,542,1019,1694,7681,15089
"('55.602312', '37.415613')",0.1170622995658677,25,14,520,1562,5837,11047
"('55.602615', '37.584515')",0.19588442628685984,23,118,1788,1574,12881,13485
"('55.603419', '37.662498')",0.009897959862152571,79,27,801,3529,8841,16584
"('55.604692', '37.661105')",0.006027768621552276,74,30,824,3504,9087,16610
"('55.604866', '37.55593')",0.036749727002321084,4,42,646,3551,10600,16124
"('55.605583', '37.743668')",0.04457089301770303,36,110,1429,1104,7251,13811
"('55.605858', '37.664731')",0.020882366567351332,54,43,804,3553,8659,17375
"('55.606131', '37.411705')",0.0031548828710632835,27,18,545,1573,5729,11299
"('55.606668', '37.527176')",0.0059603812966950625,137,123,1258,1801,12503,12352
"('55.606945', '37.72538')",0.053425618755121015,490,295,1294,1769,7475,15504
"('55.607377', '37.705023')",0.18349709955555138,27,199,1470,1648,8145,16291
"('55.607377', '37.712749')",0.1319623809550043,62,587,1000,2198,7447,16399
"('55.607956', '37.729035')",0.24609093898264317,105,641,989,2033,7144,15582
"('55.608348', '37.546417')",0.05504711431240604,10,196,752,3597,10847,16388
"('55.608389', '37.613683')",0.14724894134479083,44,968,972,3076,11351,15700
"('55.608816', '37.535412')",0.05327792734045044,154,114,1187,2634,11887,14036
"('55.612506', '37.749863')",0.03515107183112945,29,126,1572,1254,7276,14412
"('55.612608', '37.518397')",0.19244428084487347,34,249,1266,1196,13314,13043
"('55.6131349', '37.7484728')",0.06574188036602419,37,136,1628,1284,7455,14399
"('55.615967', '37.546543')",0.1616118989551819,8,43,1269,3243,11573,18139
"('55.616127', '37.756587')",0.09090587115104597,59,81,1636,1498,7167,14696
"('55.617281', '37.417446')",0.12742768446786223,26,222,647,1845,5765,12963
"('55.617378', '37.411463')",0.031510396974420256,32,225,648,2076,5424,12510
"('55.618336', '37.74964')",0.05813960198755237,80,109,1739,1479,7761,15309
"('55.618679', '37.586006')",0.13764725670773945,30,33,1928,2815,12801,17630
"('55.618761', '37.263555')",0.17460992906142261,18,20,154,415,1731,4029
"('55.619467', '37.415344')",0.05410234813030905,27,221,721,1859,5759,13062
"('55.619599', '37.417167')",0.009411142326805507,25,225,715,1762,5893,13053
"('55.620888', '37.601627')",0.1421262787912921,103,463,1619,2556,13727,16758
"('55.621333', '37.303602')",0.03087191407790396,33,64,518,728,2364,6495
"('55.622243', '37.733635')",0.01403780298257485,63,95,2098,1476,9068,15696
"('55.623238', '37.588825')",0.09644949226151962,15,78,1896,2624,13800,17720
"('55.623427', '37.697963')",0.0448634511512295,18,45,1735,2013,11054,15710
"('55.62451', '37.652077')",0.13014806732958004,29,79,955,4381,12340,17779
"('55.625211', '37.345491')",0.08831017478015503,11,5,980,1032,3695,7917
"('55.625471', '37.342814')",0.13496058573745914,12,5,971,796,3851,7584
"('55.6255029', '37.3040935')",0.021348160049780233,89,7,594,655,2420,6682
"('55.625831', '37.641575')",0.19982005081664464,8,25,2125,2493,14790,15749
"('55.627397', '37.718471')",0.0017741331382303783,39,206,2136,1652,11015,15304
"('55.627663', '37.488953')",0.23449568772157378,37,57,1477,2364,12121,14313
"('55.627727', '37.342984')",0.24297887052038333,15,126,837,942,3699,7737
"('55.62883', '37.512937')",0.11403950218537667,153,147,1584,2032,12746,17054
"('55.628932', '37.341843')",0.09465676209360532,9,141,771,1001,3638,7795
"('55.630085', '37.655463')",0.17454077726084266,64,139,851,4206,14291,16678
"('55.631793', '37.412047')",0.20267238576509608,21,115,1104,1333,7206,12282
"('55.631803', '37.41926')",0.03997385151846465,135,220,1009,1534,7307,12682
"('55.63194', '37.48322')",0.01292460267705859,60,31,1644,2517,11567,14524
"('55.632413', '37.415694')",0.0031199592443346877,22,113,1118,1305,7346,12451
"('55.633932', '37.529214')",0.2649699926536039,46,333,1186,3269,11928,20037
"('55.6343125', '37.332509')",0.06583080209278655,88,143,584,974,3346,7861
"('55.634812', '37.539715')",0.19610947119786176,21,103,1277,4728,11006,21831
"('55.636621', '37.60549')",0.2752336708082174,205,94,2044,3488,15206,18595
"('55.636702', '37.310384')",0.11151694575412469,12,56,512,632,2687,7180
"('55.63735', '37.532017')",0.10961363015029378,86,238,1214,3520,11953,20774
"('55.637581', '37.428073')",0.1402802073149406,9,456,950,1789,7567,14241
"('55.63786', '37.429815')",0.026279397340589285,8,446,969,1791,7610,14342
"('55.63816', '37.756299')",0.08808820727847325,182,100,1698,2166,9008,16077
"('55.638175', '37.531765')",0.07970012707151698,81,245,1218,3706,11725,21103
"('55.640335', '37.309199')",0.029680226282742084,8,44,500,571,2740,7258
"('55.640423', '37.61026')",0.12026954532269905,146,167,1651,4119,16140,18223
