coords,moscow_stations_closest_km,moscow_stations_less500m,moscow_stations_0.5-1km,moscow_stations_1-3km,moscow_stations_3-5km,moscow_stations_5-10km,moscow_stations_10-15km
"('55.812216', '37.632368')",0.6324252973713977,0,2,13,27,118,106
"('55.810602', '37.632098')",0.5186910943738543,0,1,14,28,119,106
"('55.8064017', '37.6481266')",0.6111278535978004,0,1,14,29,120,104
"('55.809904', '37.635081')",0.32657334288886686,1,0,14,27,123,101
"('55.810688', '37.63676')",0.3443860939549193,1,0,14,24,122,102
"('55.8039169', '37.6292881')",0.7311437465244275,0,1,16,35,118,114
"('55.806545', '37.632107')",0.43610430677490025,1,0,14,35,118,111
"('55.806545', '37.632107')",0.43610430677490025,1,0,14,35,118,111
"('55.808948', '37.638')",0.13575402347380117,1,0,14,30,115,108
"('55.806499', '37.643911')",0.3572011224617903,1,0,16,27,121,103
"('55.632825', '37.744549')",0.08470504803880305,1,0,7,9,43,90
"('55.632825', '37.744549')",0.08470504803880305,1,0,7,9,43,90
"('55.6339225', '37.7472722')",0.29434015351011433,1,0,7,8,43,90
"('55.63254', '37.762471')",0.2280024286332346,1,0,6,8,38,84
"('55.633953', '37.761078')",0.2942654060695167,1,0,7,8,38,86
"('55.633537', '37.760845')",0.30443652347260736,1,0,7,8,38,86
"('55.637333', '37.77095')",0.5415768088823005,0,1,4,9,37,87
"('55.632139', '37.755392')",0.665075475430838,0,2,4,11,34,89
"('55.635157', '37.746624')",0.3612057491425286,1,0,7,8,44,90
"('55.635157', '37.746624')",0.3612057491425286,1,0,7,8,44,90
"('55.636356', '37.747639')",0.5077910652550041,0,1,6,9,47,88
"('55.663918', '37.751772')",0.6059505769811617,0,1,6,11,64,108
"('55.69559', '37.604717')",0.6183949113471389,0,1,9,22,126,126
"('55.625755', '37.722882')",1.3829196946431837,0,0,9,5,43,86
"('55.6201123', '37.7485915')",0.35835772611687366,1,2,4,8,31,84
"('55.679991', '37.68447')",0.6175720657626236,0,1,6,20,97,129
"('55.601203', '37.727553')",1.192121544277777,0,0,5,4,30,66
"('55.644008', '37.712542')",0.9552183492512025,0,1,5,17,45,117
"('55.619118', '37.72502')",1.1178095858649335,0,0,6,8,33,87
"('55.6499812', '37.738784')",0.331480377719727,1,0,7,13,55,102
"('55.64665', '37.657637')",1.1296388338245114,0,0,7,11,66,127
"('55.652496', '37.745007')",0.37878117345691653,1,1,8,10,59,100
"('55.678047', '37.6773')",0.46002782117712726,1,1,4,24,91,137
"('55.641854', '37.763827')",0.9384753226331197,0,1,4,10,44,85
"('55.639517', '37.755491')",0.9283575741244243,0,1,5,10,46,86
"('55.637714', '37.76347')",0.4904078674951823,1,0,6,8,43,85
"('55.639517', '37.755491')",0.9283575741244243,0,1,5,10,46,86
"('55.6413', '37.767582')",0.8777564890473065,0,1,4,10,41,85
"('55.633658', '37.753928')",0.679641173151099,0,2,5,10,39,88
"('55.629684', '37.745367')",0.3386850185525134,1,1,6,7,40,84
"('55.636824', '37.764995')",0.373675527532997,1,0,6,8,39,86
"('55.637592', '37.76461')",0.46162339970721855,1,0,6,8,42,83
"('55.537801', '37.503971')",0.7533314936400825,0,1,2,6,15,31
"('55.659414', '37.759569')",0.705181515319903,0,1,6,9,58,104
"('55.645426', '37.733707')",0.7615593271546153,0,1,7,12,56,99
"('55.6482618', '37.7208167')",1.2327891193313592,0,0,7,17,53,115
"('55.62235', '37.737614')",0.38538957342697194,1,1,6,7,39,81
"('55.65431', '37.763728')",1.0866687477654604,0,0,6,10,54,99
"('55.616661', '37.745322')",0.3320416790127271,1,2,4,8,28,80
"('55.688061', '37.7176547')",0.8626717270882809,0,3,7,20,95,121
"('55.618898', '37.719163')",0.9845993246063829,0,1,5,9,34,89
"('55.63636', '37.657097')",0.06211160519818269,1,0,5,14,56,122
"('55.635889', '37.76592')",0.267527578099451,1,0,7,7,40,84
"('55.634237', '37.748601')",0.38403633123483666,1,0,7,8,44,89
"('55.60817', '37.72758')",0.6949523834600948,0,1,5,6,32,73
"('55.593726', '37.53826')",1.305043363174942,0,0,4,8,40,58
"('55.592744', '37.668713')",2.5751169743264417,0,0,2,8,34,56
"('55.674631', '37.51344')",0.5966897216949896,0,3,8,16,80,128
"('55.616676', '37.497063')",0.6026265702745393,0,1,2,7,52,70
"('55.889816', '37.663322')",0.22023573472317254,1,0,2,4,33,86
"('55.77557', '37.498096')",0.6014915829920343,0,2,12,26,114,112
"('55.720956', '37.811016')",0.6619232129482521,0,3,6,18,61,104
"('55.67145', '37.766468')",0.6485090837015309,0,2,4,13,63,107
"('55.632526', '37.67765')",1.1342527927483816,0,0,5,14,51,106
"('55.896161', '37.612811')",1.499778748700709,0,0,2,7,37,77
"('55.88001', '37.59277')",0.7715430235592358,0,1,5,15,43,103
"('55.876293', '37.580788')",1.0497788113710305,0,0,10,7,60,91
"('55.887276', '37.615047')",0.8433589491614141,0,1,3,13,35,95
"('55.900829', '37.589051')",0.2568038204422222,1,0,4,7,38,65
"('55.8798634', '37.5972609')",0.5729736582475925,0,1,4,14,44,103
"('55.89701', '37.600998')",0.9361677331925186,0,1,2,9,37,78
"('55.897686', '37.582394')",0.29603448672433696,1,0,4,9,39,72
"('55.900829', '37.589051')",0.2568038204422222,1,0,4,7,38,65
"('55.896171', '37.618498')",1.6779118340354051,0,0,3,6,37,78
"('55.902858', '37.574543')",0.8591635128434286,0,1,4,6,39,64
"('55.891182', '37.603416')",0.8147334043582592,0,1,3,12,37,86
"('55.892092', '37.621902')",1.495231441523027,0,0,3,7,37,83
"('55.898866', '37.625424')",2.1805985450028262,0,0,3,4,37,74
"('55.899199', '37.605652')",1.1998868657061719,0,0,2,8,37,75
"('55.900547', '37.61407')",1.7345057578321499,0,0,2,8,34,73
"('55.90435', '37.58175')",0.6615167007191752,0,1,4,6,37,61
"('55.90553', '37.57319')",1.1015575662347201,0,0,4,6,38,59
"('55.8798634', '37.5972609')",0.5729736582475925,0,1,4,14,44,103
"('55.890007', '37.605481')",0.700771916664861,0,1,3,12,38,87
"('55.898866', '37.625424')",2.1805985450028262,0,0,3,4,37,74
"('55.907279', '37.567455')",1.5025824191880663,0,0,4,6,36,61
"('55.89237', '37.577418')",0.9335020537587655,0,1,5,11,41,83
"('55.881226', '37.583374')",0.9873718039696585,0,1,6,12,48,97
"('55.896626', '37.594494')",0.5689078970572262,0,1,2,8,40,76
"('55.898866', '37.625424')",2.1805985450028262,0,0,3,4,37,74
"('55.887836', '37.615784')",0.9132626418454631,0,1,3,12,36,94
"('55.894844', '37.583355')",0.5056513943452592,0,1,4,10,39,81
"('55.892006', '37.613826')",1.1309062680084507,0,0,2,8,38,83
"('55.89137', '37.58552')",0.8553895055654824,0,1,5,10,42,82
"('55.890163', '37.584946')",0.9923057084799264,0,1,5,10,42,83
"('55.905357', '37.575756')",0.9721064123070533,0,1,4,6,38,58
"('55.898866', '37.625424')",2.1805985450028262,0,0,3,4,37,74
"('55.90627', '37.567528')",1.4329371499760262,0,0,4,6,36,61
"('55.900433', '37.608994')",1.4173683862653699,0,0,2,8,36,71
"('55.881226', '37.583374')",0.9873718039696585,0,1,6,12,48,97
"('55.892844', '37.577606')",0.8847064432794411,0,1,4,10,42,82
"('55.883244', '37.59594')",0.4479257397330238,1,0,5,12,41,99
"('55.895966', '37.570446')",1.0592068132566688,0,0,5,10,41,70
"('55.893808', '37.577376')",0.8139063439429578,0,1,4,10,42,81
"('55.894667', '37.590057')",0.5354268855947518,0,1,3,10,38,82
"('55.893713', '37.629421')",1.9830157788473828,0,0,3,5,37,78
"('55.886086', '37.592472')",0.7042281114595813,0,1,4,13,38,97
"('55.888966', '37.598743')",0.6273030543717554,0,1,3,12,38,88
"('55.904367', '37.589069')",0.6155798370546841,0,1,3,8,36,63
"('55.843414', '37.566072')",0.6108780951735336,0,3,10,18,89,105
"('55.679311', '37.44727')",0.5443642176714466,0,1,8,10,66,100
"('55.694454', '37.470581')",0.4679199431237727,2,0,10,12,79,117
"('55.698004', '37.474411')",0.60296039421934,0,3,6,18,75,126
"('55.693622', '37.469189')",0.4789672872506559,2,0,11,11,77,121
"('55.6988776', '37.4683463')",0.2854152700942702,2,0,8,15,78,119
"('55.689918', '37.47024')",0.875667889472054,0,4,6,17,68,128
"('55.692745', '37.453403')",0.8776746191913762,0,2,7,16,58,123
"('55.698622', '37.474517')",0.6235118953957306,0,3,6,18,75,125
"('55.70595', '37.47959')",0.1271345343294955,1,0,11,16,86,120
"('55.699393', '37.468928')",0.3512510433271108,2,0,8,15,78,119
"('55.699981', '37.466479')",0.32573356708895784,2,0,8,15,77,118
"('55.698622', '37.474517')",0.6235118953957306,0,3,6,18,75,125
"('55.696423', '37.47377')",0.5623044137017068,0,2,9,14,78,122
"('55.713496', '37.487469')",0.9752632136894748,0,1,12,19,93,122
"('55.689035', '37.46997')",0.9456439465313196,0,4,7,16,68,129
"('55.699393', '37.468928')",0.3512510433271108,2,0,8,15,78,119
"('55.69408', '37.477095')",0.7698825473575258,0,4,7,14,80,122
"('55.698004', '37.474411')",0.60296039421934,0,3,6,18,75,126
"('55.702323', '37.463035')",0.5838999019618315,0,2,6,17,72,124
"('55.739404', '37.739899')",0.3918117127287997,2,0,12,23,106,112
"('55.704327', '37.780437')",1.0854628160748352,0,0,10,15,76,105
"('55.856982', '37.637569')",1.0027015441986924,0,0,5,19,58,118
"('55.647465', '37.610672')",0.8239700466280295,0,4,6,16,68,132
"('55.873541', '37.705095')",2.57149833823246,0,0,1,4,34,95
"('55.663918', '37.751772')",0.6059505769811617,0,1,6,11,64,108
"('55.69559', '37.604717')",0.6183949113471389,0,1,9,22,126,126
"('55.880295', '37.496174')",0.9901502074871426,0,2,4,15,42,81
"('55.874567', '37.580077')",1.088911551039194,0,0,10,8,60,93
"('55.81745', '37.800865')",0.8495354209028905,0,1,1,7,31,113
"('55.865541', '37.653909')",0.8654289546696725,0,1,3,8,52,110
"('55.714035', '37.765884')",0.9648607644127069,0,1,10,19,89,105
"('55.707491', '37.928632')",0.505105967580607,0,1,1,7,23,43
"('55.722036', '37.787498')",0.5454144169599974,0,4,8,21,70,115
"('55.81021', '37.723045')",0.7784067452774497,0,1,6,12,97,101
"('55.783524', '37.467096')",1.4253180435842054,0,0,8,16,100,108
"('55.728652', '37.68067')",0.4477630744493781,1,1,15,34,123,129
"('55.70653', '37.786743')",1.1333425686464258,0,0,10,18,71,107
"('55.926605', '37.5402')",0.6881463167657873,0,2,1,5,27,44
"('55.738388', '37.7049')",0.506910580956567,0,1,17,24,122,122
"('55.672306', '37.76203')",0.4782640969539511,2,0,6,10,68,102
"('55.807101', '37.799328')",0.32548878939101517,1,0,3,5,43,110
"('55.70053', '37.758266')",0.6366256501645406,0,1,11,18,84,109
"('55.704874', '37.916936')",0.7290683156003629,0,1,3,6,28,46
"('55.518265', '37.572701')",1.1207480418101812,0,0,2,4,13,20
"('55.653126', '37.558723')",0.9853214435998658,0,1,8,12,72,134
"('55.500856', '37.522207')",2.7303610752355727,0,0,1,2,10,16
"('55.566231', '37.497629')",1.9528109571836219,0,0,2,7,22,50
"('55.65675', '37.563213')",0.6694329788997496,0,1,9,12,76,132
"('55.661217', '37.52978')",0.6632186000987241,0,2,8,13,76,130
"('55.592378', '37.604232')",0.5166855787415849,0,2,5,8,39,60
"('55.603141', '37.588656')",1.0775484957729582,0,0,9,5,53,60
"('55.587453', '37.597163')",0.44278585310271446,1,0,10,3,42,52
"('55.59687', '37.593704')",0.49151233488397544,1,0,8,6,44,59
"('55.587453', '37.597163')",0.44278585310271446,1,0,10,3,42,52
"('55.5838', '37.591288')",0.3619373087559595,1,1,7,8,34,58
"('55.596457', '37.599822')",0.11067703800619832,1,0,9,5,46,57
"('55.581726', '37.580842')",0.19099376274372726,1,0,9,7,35,53
"('55.584645', '37.603487')",0.429309222727083,1,1,8,4,41,49
"('55.581726', '37.580842')",0.19099376274372726,1,0,9,7,35,53
"('55.582392', '37.58034')",0.17902814864063557,1,0,9,7,35,53
"('55.589977', '37.601196')",0.7546422402618224,0,3,6,7,38,59
"('55.591259', '37.598339')",0.6432779615145415,0,2,8,5,43,55
"('55.596457', '37.599822')",0.11067703800619832,1,0,9,5,46,57
"('55.591259', '37.598339')",0.6432779615145415,0,2,8,5,43,55
"('55.669518', '37.628882')",1.224676391763788,0,0,11,14,100,131
"('55.582412', '37.578797')",0.1044595317965481,1,0,9,7,35,54
"('55.582629', '37.582469')",0.3127953086584109,1,1,8,8,34,53
"('55.590913', '37.594953')",0.7700759812140976,0,2,9,4,44,53
"('55.588415', '37.601798')",0.6275525246162854,0,3,6,7,38,57
"('55.581872', '37.579927')",0.13528453150644823,1,0,9,7,35,53
"('55.594055', '37.598114')",0.36843083319013603,1,0,9,4,45,55
"('55.59687', '37.593704')",0.49151233488397544,1,0,8,6,44,59
"('55.587517', '37.610997')",0.3622085792215356,1,1,6,6,40,51
"('55.581726', '37.580842')",0.19099376274372726,1,0,9,7,35,53
"('55.5979409', '37.608826')",0.4805152520643688,1,1,7,8,43,64
"('55.593605', '37.605865')",0.4456822416390398,1,1,6,7,42,58
"('55.597027', '37.588871')",0.7965984237071655,0,1,7,7,43,61
"('55.58292', '37.581164')",0.2537387739814147,1,0,9,7,35,53
"('55.585321', '37.601169')",0.3336131799588936,1,0,9,4,41,49
"('55.601299', '37.597971')",0.5528072828687894,0,1,8,6,49,59
"('55.581578', '37.581606')",0.23917450923054337,1,1,8,8,34,53
"('55.568914', '37.590543')",0.8671000243816039,0,2,4,11,22,54
"('55.582418', '37.5814')",0.24142006188329906,1,1,8,8,34,54
"('55.776537', '37.540928')",0.443764628774404,2,0,18,30,122,121
"('55.53399', '37.51512')",0.4466027728971649,1,0,4,3,17,23
"('55.847442', '37.564967')",0.7265400954510907,0,4,7,22,76,112
"('55.806287', '37.417994')",1.0150567477642662,0,0,5,8,56,107
"('55.642822', '37.60628')",0.25464995595151363,1,0,7,12,67,123
"('55.809196', '37.574066')",0.4972609051155567,1,0,13,31,121,110
"('55.61117', '37.52794')",0.6533020817301145,0,1,4,5,53,67
"('55.4866118', '36.9185187')",70.65546864540944,0,0,0,0,0,0
"('55.536166', '37.159387')",5.351713882314299,0,0,0,0,6,4
"('55.487709', '36.9149866')",71.04758643902997,0,0,0,0,0,0
"('55.4833037', '36.9148754')",71.06017524203372,0,0,0,0,0,0
"('55.4999698', '36.9183258')",70.68770244847823,0,0,0,0,0,0
"('55.545416', '37.154742')",4.406686407320413,0,0,0,3,3,8
"('55.5422995', '37.151866')",4.561000944810018,0,0,0,3,3,7
"('55.545416', '37.154742')",4.406686407320413,0,0,0,3,3,8
"('55.5444083', '37.1538739')",4.503575833653337,0,0,0,3,3,8
"('55.495129', '36.916608')",70.87210521513728,0,0,0,0,0,0
"('55.753007', '37.59303')",0.661332814273273,0,3,27,44,124,138
"('55.748936', '37.595627')",0.620539709431009,0,6,23,46,128,135
"('55.746243', '37.600711')",0.24407753476503774,1,4,24,47,127,132
"('55.7261873', '37.5635277')",0.43319472910662216,1,1,13,34,124,133
"('55.762145', '37.606227')",0.38442842670107624,3,2,33,40,134,125
"('55.748376', '37.599256')",0.4632286546602151,1,5,25,44,130,130
"('55.747363', '37.594486')",0.6529715091723393,0,4,25,45,128,134
"('55.753058', '37.58579')",0.6080503019806094,0,3,27,48,124,139
"('55.748939', '37.599247')",0.46045435374816934,1,5,27,42,129,133
"('55.748936', '37.595627')",0.620539709431009,0,6,23,46,128,135
"('55.747267', '37.593381')",0.6035972983598847,0,3,26,46,127,135
"('55.75092', '37.593695')",0.6342767009907703,0,5,23,51,120,143
"('55.747363', '37.594486')",0.6529715091723393,0,4,25,45,128,134
"('55.753058', '37.58579')",0.6080503019806094,0,3,27,48,124,139
"('55.753197', '37.584145')",0.610953443394815,0,3,28,48,124,139
"('55.753129', '37.589096')",0.6885665224478535,0,3,28,45,125,138
"('55.749871', '37.59356')",0.6581922487580092,0,5,24,47,127,136
"('55.750084', '37.584955')",0.27373016172165043,1,0,30,41,131,132
"('55.747936', '37.599058')",0.4373753412727362,1,5,25,44,130,129
"('55.599153', '37.365811')",2.668615686790941,0,0,1,4,20,44
"('55.599819', '37.35636')",3.2583141527936292,0,0,0,7,17,42
"('55.6178', '37.264445')",1.8895655026719747,0,0,3,3,14,20
"('55.491177', '37.311867')",27.005596306108735,0,0,0,0,0,0
"('55.621374', '37.30574')",0.6303235808938199,0,1,4,4,18,32
"('55.598817', '37.360196')",3.0244758890319643,0,0,0,8,16,44
"('55.626101', '37.311274')",0.8416380218036852,0,1,4,4,19,33
"('55.626101', '37.311274')",0.8416380218036852,0,1,4,4,19,33
"('55.6238395', '37.3049863')",0.455301914607314,1,0,5,3,19,32
"('55.623697', '37.30539')",0.4842571183757128,1,0,5,3,19,32
"('55.626082', '37.310203')",0.7746208219745327,0,1,4,4,18,34
"('55.599396', '37.202255')",1.3678228526781318,0,0,2,2,10,13
"('55.624261', '37.309585')",0.7309281166359791,0,1,4,4,18,34
"('55.491177', '37.311867')",27.005596306108735,0,0,0,0,0,0
"('55.489014', '37.312576')",26.92435269245337,0,0,0,0,0,0
"('55.624967', '37.30654')",0.5344671851325182,0,1,4,4,18,33
"('55.601416', '37.363466')",2.8069479422946992,0,0,1,7,17,45
"('55.860337', '37.667061')",1.0085648231262019,0,0,4,9,56,110
"('55.604712', '37.240253')",3.0021967524217077,0,0,0,6,9,18
"('55.616554', '37.264642')",1.795165000060254,0,0,3,3,14,20
"('55.603212', '37.358372')",3.1360382915941765,0,0,0,8,16,44
"('55.612263', '37.306055')",1.2922185243017656,0,0,4,2,19,26
"('55.6222077', '37.3069577')",0.6411937304346351,0,1,4,4,18,33
"('55.4488835', '37.2497875')",33.97820075408545,0,0,0,0,0,0
"('55.609097', '37.305515')",1.144709954103804,0,0,3,3,18,27
"('55.8608539', '37.6672562')",1.0501646064992447,0,0,4,7,58,108
"('55.601956', '37.359989')",3.027211405187485,0,0,0,8,16,45
"('55.588973', '37.166081')",1.242641017834001,0,0,3,1,9,8
"('55.61408', '37.301067')",1.146968874326789,0,0,4,2,20,25
"('55.605093', '37.366394')",2.6581358011853498,0,0,1,8,17,51
"('55.60477', '37.36249')",2.8959812468253854,0,0,1,8,17,49
"('55.588973', '37.166081')",1.242641017834001,0,0,3,1,9,8
"('55.587345', '37.165618')",1.4252102401465576,0,0,3,1,9,8
"('55.587969', '37.167962')",1.3262308281001118,0,0,3,1,9,8
"('55.860337', '37.667061')",1.0085648231262019,0,0,4,9,56,110
"('55.86071', '37.670967')",1.1809724800078885,0,0,4,7,56,108
"('55.593527', '37.364463')",2.873383115160669,0,0,1,3,17,44
"('55.588973', '37.166081')",1.242641017834001,0,0,3,1,9,8
"('55.602861', '37.35769')",3.1763835159292073,0,0,0,8,16,43
"('55.56925', '37.286426')",4.2133250143760215,0,0,0,2,10,21
"('55.604387', '37.369907')",2.4271870422343964,0,0,1,5,21,47
"('55.5525815', '37.334048')",6.735590984174616,0,0,0,0,10,27
"('55.601788', '37.374353')",2.121656138618497,0,0,1,4,21,45
"('55.644521', '37.339885')",1.1334715975475276,0,0,5,5,23,43
"('55.798473', '37.53276')",0.2617462256986934,1,0,15,24,124,105
"('55.792832', '37.51414')",0.828601119245376,0,1,15,18,128,101
"('55.812595', '37.53138')",0.43836010822579324,1,0,10,24,112,102
"('55.812595', '37.53138')",0.43836010822579324,1,0,10,24,112,102
"('55.812595', '37.53138')",0.43836010822579324,1,0,10,24,112,102
"('55.799345', '37.523968')",0.426058985948618,1,1,13,22,122,105
"('55.8108538', '37.5331014')",0.6559625188717991,0,1,10,27,114,104
"('55.80822', '37.532008')",0.8714051315657965,0,2,11,25,118,105
"('55.793864', '37.541001')",0.9418295753624627,0,2,15,31,120,109
"('55.805746', '37.557385')",0.2568237412034959,1,0,14,26,125,100
"('55.804901', '37.509289')",0.3807030926321262,1,1,12,15,119,96
"('55.808144', '37.539527')",0.913972310417615,0,1,10,28,115,112
"('55.812595', '37.53138')",0.43836010822579324,1,0,10,24,112,102
"('55.808758', '37.53307')",0.8505421106268964,0,2,10,27,115,108
"('55.806454', '37.521873')",0.4272579213081445,1,1,13,21,119,99
"('55.806362', '37.52286')",0.4856942892999157,1,1,11,22,119,99
"('55.809147', '37.533436')",0.8243645827928923,0,2,10,27,116,107
"('55.794606', '37.542816')",0.9565011807346785,0,1,16,28,123,106
"('55.811128', '37.514688')",0.6204702088022309,0,2,10,21,114,100
"('55.808758', '37.53307')",0.8505421106268964,0,2,10,27,115,108
"('55.811128', '37.514688')",0.6204702088022309,0,2,10,21,114,100
"('55.79935', '37.518166')",0.715694436979666,0,2,12,21,119,104
