coords,train_stations_closest_km,train_stations_less500m,train_stations_0.5-1km,train_stations_1-3km,train_stations_3-5km,train_stations_5-10km,train_stations_10-15km
"('55.806545', '37.632107')",1.555042344212222,0,0,1,5,5,5
"('55.808948', '37.638')",1.8534506836697933,0,0,1,4,6,4
"('55.806499', '37.643911')",1.7041969947282936,0,0,1,4,6,4
"('55.632825', '37.744549')",12.65211504381259,0,0,0,0,0,2
"('55.632825', '37.744549')",12.65211504381259,0,0,0,0,0,2
"('55.6339225', '37.7472722')",12.639039043087749,0,0,0,0,0,2
"('55.63254', '37.762471')",13.301447517778568,0,0,0,0,0,1
"('55.633953', '37.761078')",13.122440905402767,0,0,0,0,0,1
"('55.633537', '37.760845')",13.151623912804364,0,0,0,0,0,1
"('55.637333', '37.77095')",13.19806785497296,0,0,0,0,0,1
"('55.632139', '37.755392')",13.084650557109557,0,0,0,0,0,1
"('55.635157', '37.746624')",12.501166695148818,0,0,0,0,0,2
"('55.635157', '37.746624')",12.501166695148818,0,0,0,0,0,2
"('55.636356', '37.747639')",12.423699008748715,0,0,0,0,0,2
"('55.663918', '37.751772')",10.17455745845827,0,0,0,0,0,6
"('55.69559', '37.604717')",4.387248815872087,0,0,0,1,6,4
"('55.625755', '37.722882')",12.709748598092279,0,0,0,0,0,1
"('55.6201123', '37.7485915')",14.002289725650419,0,0,0,0,0,1
"('55.679991', '37.68447')",6.2181056715007355,0,0,0,0,2,8
"('55.601203', '37.727553')",15.345743171368332,0,0,0,0,0,0
"('55.644008', '37.712542')",10.592577531392894,0,0,0,0,0,4
"('55.619118', '37.72502')",13.439770799103034,0,0,0,0,0,1
"('55.6499812', '37.738784')",10.854759185119079,0,0,0,0,0,3
"('55.64665', '37.657637')",9.321126500302144,0,0,0,0,1,5
"('55.652496', '37.745007')",10.861294518727352,0,0,0,0,0,5
"('55.678047', '37.6773')",6.226238960270885,0,0,0,0,2,8
"('55.641854', '37.763827')",12.5248190024031,0,0,0,0,0,2
"('55.639517', '37.755491')",12.41413823084986,0,0,0,0,0,2
"('55.637714', '37.76347')",12.874780878307892,0,0,0,0,0,2
"('55.639517', '37.755491')",12.41413823084986,0,0,0,0,0,2
"('55.6413', '37.767582')",12.721304475168141,0,0,0,0,0,2
"('55.633658', '37.753928')",12.89283414624379,0,0,0,0,0,2
"('55.629684', '37.745367')",12.978109431717263,0,0,0,0,0,1
"('55.636824', '37.764995')",13.011786914270978,0,0,0,0,0,2
"('55.637592', '37.76461')",12.92911012357924,0,0,0,0,0,2
"('55.537801', '37.503971')",23.012366627551756,0,0,0,0,0,0
"('55.659414', '37.759569')",10.876145329455252,0,0,0,0,0,5
"('55.645426', '37.733707')",11.100015435210405,0,0,0,0,0,2
"('55.6482618', '37.7208167')",10.413137456973503,0,0,0,0,0,6
"('55.62235', '37.737614')",13.455160930970369,0,0,0,0,0,1
"('55.65431', '37.763728')",11.46896977224315,0,0,0,0,0,3
"('55.616661', '37.745322')",14.241325459462013,0,0,0,0,0,1
"('55.688061', '37.7176547')",6.756730182476338,0,0,0,0,2,8
"('55.618898', '37.719163')",13.319283887927634,0,0,0,0,0,1
"('55.63636', '37.657097')",10.455494708627857,0,0,0,0,0,3
"('55.635889', '37.76592')",13.129910474390266,0,0,0,0,0,1
"('55.634237', '37.748601')",12.654605340061861,0,0,0,0,0,2
"('55.60817', '37.72758')",14.625507202346919,0,0,0,0,0,1
"('55.593726', '37.53826')",16.430244098882316,0,0,0,0,0,0
"('55.592744', '37.668713')",15.363101722074376,0,0,0,0,0,0
"('55.674631', '37.51344')",8.314934336827367,0,0,0,0,1,7
"('55.616676', '37.497063')",14.732793400147896,0,0,0,0,0,1
"('55.889816', '37.663322')",10.995777141024162,0,0,0,0,0,8
"('55.77557', '37.498096')",5.224105944457934,0,0,0,0,7,2
"('55.720956', '37.811016')",9.946208854664146,0,0,0,0,1,6
"('55.67145', '37.766468')",10.286827868245544,0,0,0,0,0,7
"('55.632526', '37.67765')",11.086227825241,0,0,0,0,0,3
"('55.896161', '37.612811')",11.439940571703016,0,0,0,0,0,7
"('55.88001', '37.59277')",9.54090372974144,0,0,0,0,1,7
"('55.876293', '37.580788')",9.13401401326029,0,0,0,0,2,7
"('55.887276', '37.615047')",10.482329770108262,0,0,0,0,0,8
"('55.900829', '37.589051')",11.854533795602691,0,0,0,0,0,7
"('55.8798634', '37.5972609')",9.537399013425002,0,0,0,0,2,6
"('55.89701', '37.600998')",11.457739124990196,0,0,0,0,0,7
"('55.897686', '37.582394')",11.509971188339394,0,0,0,0,0,7
"('55.900829', '37.589051')",11.854533795602691,0,0,0,0,0,7
"('55.896171', '37.618498')",11.494682274772645,0,0,0,0,0,7
"('55.902858', '37.574543')",12.110054809783058,0,0,0,0,0,5
"('55.891182', '37.603416')",10.822954051251461,0,0,0,0,0,7
"('55.892092', '37.621902')",11.085840292628907,0,0,0,0,0,7
"('55.898866', '37.625424')",11.842213650591727,0,0,0,0,0,7
"('55.899199', '37.605652')",11.724617843943397,0,0,0,0,0,7
"('55.900547', '37.61407')",11.934452214734474,0,0,0,0,0,7
"('55.90435', '37.58175')",12.25284622458103,0,0,0,0,0,5
"('55.90553', '37.57319')",12.412923456447789,0,0,0,0,0,3
"('55.8798634', '37.5972609')",9.537399013425002,0,0,0,0,2,6
"('55.890007', '37.605481')",10.705044522338438,0,0,0,0,0,7
"('55.898866', '37.625424')",11.842213650591727,0,0,0,0,0,7
"('55.907279', '37.567455')",12.63878000885978,0,0,0,0,0,3
"('55.89237', '37.577418')",10.933016432361827,0,0,0,0,0,7
"('55.881226', '37.583374')",9.676298549070449,0,0,0,0,1,7
"('55.896626', '37.594494')",11.39348318724834,0,0,0,0,0,7
"('55.898866', '37.625424')",11.842213650591727,0,0,0,0,0,7
"('55.887836', '37.615784')",10.551362136132214,0,0,0,0,0,8
"('55.894844', '37.583355')",11.191942626881373,0,0,0,0,0,7
"('55.892006', '37.613826')",10.99091844109674,0,0,0,0,0,7
"('55.89137', '37.58552')",10.802416444582446,0,0,0,0,0,7
"('55.890163', '37.584946')",10.66864771203016,0,0,0,0,0,7
"('55.905357', '37.575756')",12.382651181976657,0,0,0,0,0,3
"('55.898866', '37.625424')",11.842213650591727,0,0,0,0,0,7
"('55.90627', '37.567528')",12.526562829369022,0,0,0,0,0,3
"('55.900433', '37.608994')",11.882653255971404,0,0,0,0,0,7
"('55.881226', '37.583374')",9.676298549070449,0,0,0,0,1,7
"('55.892844', '37.577606')",10.984982572535898,0,0,0,0,0,7
"('55.883244', '37.59594')",9.908682477422294,0,0,0,0,1,7
"('55.895966', '37.570446')",11.366797774668788,0,0,0,0,0,6
"('55.893808', '37.577376')",11.092986014489881,0,0,0,0,0,7
"('55.894667', '37.590057')",11.168983750075771,0,0,0,0,0,7
"('55.893713', '37.629421')",11.261702379574066,0,0,0,0,0,7
"('55.886086', '37.592472')",10.216585986595806,0,0,0,0,0,8
"('55.888966', '37.598743')",10.554676053439781,0,0,0,0,0,7
"('55.904367', '37.589069')",12.248455581007605,0,0,0,0,0,5
"('55.843414', '37.566072')",5.6335098708597595,0,0,0,0,6,4
"('55.679311', '37.44727')",10.316316727052438,0,0,0,0,0,3
"('55.694454', '37.470581')",8.094932110464798,0,0,0,0,1,8
"('55.698004', '37.474411')",7.65260195897885,0,0,0,0,1,8
"('55.693622', '37.469189')",8.221975696397637,0,0,0,0,1,6
"('55.6988776', '37.4683463')",7.883107649477845,0,0,0,0,1,8
"('55.689918', '37.47024')",8.456593194206583,0,0,0,0,1,5
"('55.692745', '37.453403')",9.043536766605728,0,0,0,0,1,4
"('55.698622', '37.474517')",7.602562978146512,0,0,0,0,1,8
"('55.70595', '37.47959')",6.841379785114474,0,0,0,0,1,8
"('55.699393', '37.468928')",7.818726605879783,0,0,0,0,1,8
"('55.699981', '37.466479')",7.899820920023164,0,0,0,0,1,8
"('55.698622', '37.474517')",7.602562978146512,0,0,0,0,1,8
"('55.696423', '37.47377')",7.799265601963865,0,0,0,0,1,8
"('55.713496', '37.487469')",5.950360312338933,0,0,0,0,3,6
"('55.689035', '37.46997')",8.537770571240216,0,0,0,0,1,4
"('55.699393', '37.468928')",7.818726605879783,0,0,0,0,1,8
"('55.69408', '37.477095')",7.824398126332548,0,0,0,0,1,8
"('55.698004', '37.474411')",7.65260195897885,0,0,0,0,1,8
"('55.702323', '37.463035')",7.920432227530927,0,0,0,0,1,8
"('55.739404', '37.739899')",5.35675593574604,0,0,0,0,7,3
"('55.704327', '37.780437')",9.29670900215394,0,0,0,0,2,7
"('55.856982', '37.637569')",7.177078774877693,0,0,0,0,7,3
"('55.647465', '37.610672')",9.338670438482584,0,0,0,0,1,6
"('55.873541', '37.705095')",8.313894056878295,0,0,0,0,1,7
"('55.663918', '37.751772')",10.17455745845827,0,0,0,0,0,6
"('55.69559', '37.604717')",4.387248815872087,0,0,0,1,6,4
"('55.880295', '37.496174')",11.167574639547471,0,0,0,0,0,3
"('55.874567', '37.580077')",8.944479072984521,0,0,0,0,2,7
"('55.81745', '37.800865')",3.7376528263524116,0,0,0,1,0,9
"('55.865541', '37.653909')",8.232284726212434,0,0,0,0,5,4
"('55.714035', '37.765884')",8.13029654998043,0,0,0,0,6,4
"('55.707491', '37.928632')",15.560278213023855,0,0,0,0,0,0
"('55.722036', '37.787498')",8.880342708440175,0,0,0,0,3,7
"('55.81021', '37.723045')",1.73208331035884,0,0,1,0,8,2
"('55.783524', '37.467096')",7.2045530262824435,0,0,0,0,3,6
"('55.728652', '37.68067')",2.587478318134985,0,0,1,1,9,1
"('55.70653', '37.786743')",9.605847711152345,0,0,0,0,2,6
"('55.926605', '37.5402')",15.026547262484696,0,0,0,0,0,0
"('55.738388', '37.7049')",3.489388601304903,0,0,0,3,7,3
"('55.672306', '37.76203')",10.010666052982282,0,0,0,0,0,7
"('55.807101', '37.799328')",3.299789943746383,0,0,0,1,3,6
"('55.70053', '37.758266')",8.140536970861397,0,0,0,0,2,8
"('55.704874', '37.916936')",15.238449282077415,0,0,0,0,0,0
"('55.518265', '37.572701')",23.91841057992526,0,0,0,0,0,0
"('55.653126', '37.558723')",9.929392060086782,0,0,0,0,1,4
"('55.500856', '37.522207')",26.533822321379347,0,0,0,0,0,0
"('55.566231', '37.497629')",20.159194290817222,0,0,0,0,0,0
"('55.65675', '37.563213')",9.438198524381994,0,0,0,0,2,5
"('55.661217', '37.52978')",9.399864757279692,0,0,0,0,1,4
"('55.592378', '37.604232')",15.45421084387174,0,0,0,0,0,0
"('55.603141', '37.588656')",14.454413686703337,0,0,0,0,0,1
"('55.587453', '37.597163')",16.064891398162743,0,0,0,0,0,0
"('55.59687', '37.593704')",15.072090268200373,0,0,0,0,0,0
"('55.587453', '37.597163')",16.064891398162743,0,0,0,0,0,0
"('55.5838', '37.591288')",16.53003343446187,0,0,0,0,0,0
"('55.596457', '37.599822')",15.048515349953568,0,0,0,0,0,0
"('55.581726', '37.580842')",16.88862430191225,0,0,0,0,0,0
"('55.584645', '37.603487')",16.313171322341045,0,0,0,0,0,0
"('55.581726', '37.580842')",16.88862430191225,0,0,0,0,0,0
"('55.582392', '37.58034')",16.82324241518546,0,0,0,0,0,0
"('55.589977', '37.601196')",15.746949603170226,0,0,0,0,0,0
"('55.591259', '37.598339')",15.634724153306946,0,0,0,0,0,0
"('55.596457', '37.599822')",15.048515349953568,0,0,0,0,0,0
"('55.591259', '37.598339')",15.634724153306946,0,0,0,0,0,0
"('55.669518', '37.628882')",6.7386445636793635,0,0,0,0,3,6
"('55.582412', '37.578797')",16.842850413906685,0,0,0,0,0,0
"('55.582629', '37.582469')",16.768294081956242,0,0,0,0,0,0
"('55.590913', '37.594953')",15.709375387404997,0,0,0,0,0,0
"('55.588415', '37.601798')",15.913130597851476,0,0,0,0,0,0
"('55.581872', '37.579927')",16.885466183176042,0,0,0,0,0,0
"('55.594055', '37.598114')",15.330215752964028,0,0,0,0,0,0
"('55.59687', '37.593704')",15.072090268200373,0,0,0,0,0,0
"('55.587517', '37.610997')",15.936407653325892,0,0,0,0,0,0
"('55.581726', '37.580842')",16.88862430191225,0,0,0,0,0,0
"('55.5979409', '37.608826')",14.801030073390786,0,0,0,0,0,1
"('55.593605', '37.605865')",15.304462710247606,0,0,0,0,0,0
"('55.597027', '37.588871')",15.11615031168658,0,0,0,0,0,0
"('55.58292', '37.581164')",16.754467305405438,0,0,0,0,0,0
"('55.585321', '37.601169')",16.25966821682213,0,0,0,0,0,0
"('55.601299', '37.597971')",14.537673412203183,0,0,0,0,0,1
"('55.581578', '37.581606')",16.89426008535075,0,0,0,0,0,0
"('55.568914', '37.590543')",18.16969759095732,0,0,0,0,0,0
"('55.582418', '37.5814')",16.80576567373425,0,0,0,0,0,0
"('55.776537', '37.540928')",2.5344792845367277,0,0,1,2,7,3
"('55.53399', '37.51512')",23.160140018249557,0,0,0,0,0,0
"('55.847442', '37.564967')",6.085417794388003,0,0,0,0,5,5
"('55.806287', '37.417994')",10.749780724968847,0,0,0,0,0,4
"('55.642822', '37.60628')",9.900925539464113,0,0,0,0,1,3
"('55.809196', '37.574066')",1.871551132689893,0,0,1,2,7,3
"('55.61117', '37.52794')",14.883846409806582,0,0,0,0,0,2
"('55.4866118', '36.9185187')",2485.9376533952072,0,0,0,0,0,0
"('55.536166', '37.159387')",34.459012273133105,0,0,0,0,0,0
"('55.487709', '36.9149866')",2486.3311721704995,0,0,0,0,0,0
"('55.4833037', '36.9148754')",2486.1634923966817,0,0,0,0,0,0
"('55.4999698', '36.9183258')",2486.4986900860094,0,0,0,0,0,0
"('55.545416', '37.154742')",33.9993379562109,0,0,0,0,0,0
"('55.5422995', '37.151866')",34.363058109801855,0,0,0,0,0,0
"('55.545416', '37.154742')",33.9993379562109,0,0,0,0,0,0
"('55.5444083', '37.1538739')",34.113910921994176,0,0,0,0,0,0
"('55.495129', '36.916608')",2486.4719758083293,0,0,0,0,0,0
"('55.753007', '37.59303')",2.0075825765236495,0,0,2,6,3,7
"('55.748936', '37.595627')",1.9513289744102051,0,0,1,6,3,7
"('55.746243', '37.600711')",2.187105996559593,0,0,1,6,3,7
"('55.7261873', '37.5635277')",1.889215491724454,0,0,1,1,8,2
"('55.762145', '37.606227')",2.26754851377757,0,0,1,8,2,8
"('55.748376', '37.599256')",2.1495669499248904,0,0,1,6,3,7
"('55.747363', '37.594486')",1.830768523747506,0,0,1,4,5,5
"('55.753058', '37.58579')",1.6509448410900578,0,0,2,4,5,5
"('55.748939', '37.599247')",2.167042012999563,0,0,1,6,3,7
"('55.748936', '37.595627')",1.9513289744102051,0,0,1,6,3,7
"('55.747267', '37.593381')",1.7610014746243483,0,0,1,4,5,5
"('55.75092', '37.593695')",1.9268384709650144,0,0,2,6,3,7
"('55.747363', '37.594486')",1.830768523747506,0,0,1,4,5,5
"('55.753058', '37.58579')",1.6509448410900578,0,0,2,4,5,5
"('55.753197', '37.584145')",1.5869967539840635,0,0,2,3,6,4
"('55.753129', '37.589096')",1.8147973322376576,0,0,2,5,4,6
"('55.749871', '37.59356')",1.8690938427000654,0,0,1,7,2,8
"('55.750084', '37.584955')",1.4051438561387326,0,0,2,3,6,4
"('55.747936', '37.599058')",2.1246351609616165,0,0,1,6,3,7
"('55.599153', '37.365811')",20.395702893443715,0,0,0,0,0,0
"('55.599819', '37.35636')",20.71161762996578,0,0,0,0,0,0
"('55.6178', '37.264445')",23.563118910905022,0,0,0,0,0,0
"('55.491177', '37.311867')",2447.332808333166,0,0,0,0,0,0
"('55.621374', '37.30574')",21.268162082217046,0,0,0,0,0,0
"('55.598817', '37.360196')",20.645264258949958,0,0,0,0,0,0
"('55.626101', '37.311274')",20.66461625580227,0,0,0,0,0,0
"('55.626101', '37.311274')",20.66461625580227,0,0,0,0,0,0
"('55.6238395', '37.3049863')",21.130798242555603,0,0,0,0,0,0
"('55.623697', '37.30539')",21.121052203393297,0,0,0,0,0,0
"('55.626082', '37.310203')",20.718294203620772,0,0,0,0,0,0
"('55.599396', '37.202255')",27.94141212757438,0,0,0,0,0,0
"('55.624261', '37.309585')",20.876706509727065,0,0,0,0,0,0
"('55.491177', '37.311867')",2447.332808333166,0,0,0,0,0,0
"('55.489014', '37.312576')",2447.1744169274966,0,0,0,0,0,0
"('55.624967', '37.30654')",20.97574613318612,0,0,0,0,0,0
"('55.601416', '37.363466')",20.29062201755022,0,0,0,0,0,0
"('55.860337', '37.667061')",7.846896143832484,0,0,0,0,6,4
"('55.604712', '37.240253')",25.656429000766764,0,0,0,0,0,0
"('55.616554', '37.264642')",23.635790965857506,0,0,0,0,0,0
"('55.603212', '37.358372')",20.34008727330246,0,0,0,0,0,0
"('55.612263', '37.306055')",21.91499373337401,0,0,0,0,0,0
"('55.6222077', '37.3069577')",21.149864419854612,0,0,0,0,0,0
"('55.4488835', '37.2497875')",2451.716043191525,0,0,0,0,0,0
"('55.609097', '37.305515')",22.176437465678394,0,0,0,0,0,0
"('55.8608539', '37.6672562')",7.90558890301068,0,0,0,0,6,4
"('55.601956', '37.359989')",20.382520423801488,0,0,0,0,0,0
"('55.588973', '37.166081')",30.476729140279016,0,0,0,0,0,0
"('55.61408', '37.301067')",22.017662936759486,0,0,0,0,0,0
"('55.605093', '37.366394')",19.856460728805448,0,0,0,0,0,0
"('55.60477', '37.36249')",20.040631248259732,0,0,0,0,0,0
"('55.588973', '37.166081')",30.476729140279016,0,0,0,0,0,0
"('55.587345', '37.165618')",30.60357175679731,0,0,0,0,0,0
"('55.587969', '37.167962')",30.442508351043436,0,0,0,0,0,0
"('55.860337', '37.667061')",7.846896143832484,0,0,0,0,6,4
"('55.86071', '37.670967')",7.957341449851197,0,0,0,0,6,4
"('55.593527', '37.364463')",20.943305453321077,0,0,0,0,0,0
"('55.588973', '37.166081')",30.476729140279016,0,0,0,0,0,0
"('55.602861', '37.35769')",20.39764970039923,0,0,0,0,0,0
"('55.56925', '37.286426')",26.172550707125875,0,0,0,0,0,0
"('55.604387', '37.369907')",19.77854768391295,0,0,0,0,0,0
"('55.5525815', '37.334048')",25.762829924400368,0,0,0,0,0,0
"('55.601788', '37.374353')",19.83392402181071,0,0,0,0,0,0
"('55.644521', '37.339885')",17.978065996809743,0,0,0,0,0,0
"('55.798473', '37.53276')",3.5004361684247765,0,0,0,2,6,4
"('55.792832', '37.51414')",4.5726627799079855,0,0,0,2,5,5
"('55.812595', '37.53138')",4.09507429557356,0,0,0,1,6,4
"('55.812595', '37.53138')",4.09507429557356,0,0,0,1,6,4
"('55.812595', '37.53138')",4.09507429557356,0,0,0,1,6,4
"('55.799345', '37.523968')",4.0598639053732,0,0,0,2,6,4
"('55.8108538', '37.5331014')",3.906963262239088,0,0,0,2,6,4
"('55.80822', '37.532008')",3.840785543538793,0,0,0,2,6,4
"('55.793864', '37.541001')",2.9541315922516,0,0,1,1,8,2
"('55.805746', '37.557385')",2.305595163886579,0,0,1,2,7,3
"('55.804901', '37.509289')",5.0795193715829745,0,0,0,0,7,3
"('55.808144', '37.539527')",3.4104431453387924,0,0,0,2,6,4
"('55.812595', '37.53138')",4.09507429557356,0,0,0,1,6,4
"('55.808758', '37.53307')",3.804722463715632,0,0,0,2,6,4
"('55.806454', '37.521873')",4.3656544480708686,0,0,0,2,5,5
"('55.806362', '37.52286')",4.30362955268522,0,0,0,2,5,5
"('55.809147', '37.533436')",3.8024575181994407,0,0,0,2,6,4
"('55.794606', '37.542816')",2.8398826245912825,0,0,1,1,8,2
"('55.811128', '37.514688')",4.967330836314448,0,0,0,1,6,4
"('55.808758', '37.53307')",3.804722463715632,0,0,0,2,6,4
"('55.811128', '37.514688')",4.967330836314448,0,0,0,1,6,4
"('55.79935', '37.518166')",4.420693821979923,0,0,0,2,5,5
"('55.793622', '37.545086')",2.698644535724405,0,0,2,0,9,1
"('55.798961', '37.537092')",3.2393952249927755,0,0,0,2,6,4
"('55.80278', '37.536285')",3.381659630620757,0,0,0,2,6,4
"('55.797751', '37.532466')",3.5091887418024212,0,0,0,2,6,4
"('55.798136', '37.545276')",2.7180722587226085,0,0,1,1,8,2
"('55.8054', '37.538773')",3.328290554921433,0,0,0,2,6,4
"('55.801186', '37.50938')",4.994746573288908,0,0,0,1,6,4
"('55.806736', '37.54014')",3.307885600832266,0,0,0,2,6,4
"('55.804956', '37.512344')",4.8947802690299556,0,0,0,1,6,4
"('55.802204', '37.53941')",3.175602027585657,0,0,0,2,6,4
"('55.803894', '37.532986')",3.615322530154992,0,0,0,2,6,4
"('55.81081', '37.53465')",3.819182141964721,0,0,0,2,6,4
"('55.793186', '37.526968')",3.836079500869688,0,0,0,2,7,3
"('55.807127', '37.515901')",4.745200133547153,0,0,0,1,6,4
"('55.798363', '37.546435')",2.6504060405569003,0,0,1,1,8,2
"('55.797943', '37.546993')",2.608363188791443,0,0,1,1,8,2
"('55.809303', '37.53296')",3.836880370478802,0,0,0,2,6,4
"('55.79422', '37.51759')",4.422058933774099,0,0,0,2,6,4
"('55.8038226', '37.5305733')",3.7579942292136894,0,0,0,2,6,4
"('55.808144', '37.539527')",3.4104431453387924,0,0,0,2,6,4
"('55.806105', '37.515569')",4.732423219983017,0,0,0,1,6,4
"('55.792832', '37.51414')",4.5726627799079855,0,0,0,2,5,5
"('55.797837', '37.543066')",2.8503918742386385,0,0,1,1,8,2
"('55.793864', '37.541001')",2.9541315922516,0,0,1,1,8,2
"('55.800843', '37.515703')",4.597062757374522,0,0,0,2,5,5
"('55.793864', '37.541001')",2.9541315922516,0,0,1,1,8,2
"('55.798136', '37.545276')",2.7180722587226085,0,0,1,1,8,2
"('55.78571', '37.52138')",3.886406934970325,0,0,0,2,7,3
"('55.811295', '37.561787')",2.505343944522361,0,0,1,2,6,4
"('55.885963', '37.67846')",10.2194713758229,0,0,0,0,0,8
"('55.886248', '37.646099')",10.463010867603504,0,0,0,0,0,8
"('55.881207', '37.65417')",9.959622957146532,0,0,0,0,1,7
"('55.87685', '37.646893')",9.42504838279267,0,0,0,0,2,6
"('55.88158', '37.634827')",9.910033325187042,0,0,0,0,1,7
"('55.881757', '37.694953')",9.3882587138675,0,0,0,0,1,7
"('55.86602', '37.650253')",8.251087566245973,0,0,0,0,5,4
"('55.867314', '37.671624')",8.611452979879024,0,0,0,0,3,5
"('55.875657', '37.644432')",9.279241458293928,0,0,0,0,2,6
"('55.893046', '37.660305')",11.319501079851747,0,0,0,0,0,7
"('55.885812', '37.699346')",9.72407108064204,0,0,0,0,1,7
"('55.856184', '37.659254')",7.275818885855969,0,0,0,0,6,4
"('55.87851', '37.717728')",8.636629663892924,0,0,0,0,1,7
"('55.876274', '37.650253')",9.383688471708362,0,0,0,0,2,6
"('55.878864', '37.639752')",9.617093743455786,0,0,0,0,2,6
"('55.87685', '37.646893')",9.42504838279267,0,0,0,0,2,6
"('55.868693', '37.656011')",8.600245470440411,0,0,0,0,3,5
"('55.88158', '37.634827')",9.910033325187042,0,0,0,0,1,7
"('55.890347', '37.66663')",10.984399252520175,0,0,0,0,0,8
"('55.882145', '37.657394')",10.092211821181014,0,0,0,0,0,8
"('55.867622', '37.686743')",8.158884918633362,0,0,0,0,2,6
"('55.877693', '37.677643')",9.4164762960816,0,0,0,0,2,6
"('55.8522635', '37.6602582')",6.867343209332619,0,0,0,0,7,3
"('55.86752', '37.633034')",8.34366291774991,0,0,0,0,2,7
"('55.87517', '37.698906')",8.61467900669821,0,0,0,0,1,7
"('55.886625', '37.703972')",9.725417590897482,0,0,0,0,1,7
"('55.886625', '37.703972')",9.725417590897482,0,0,0,0,1,7
"('55.87024', '37.64314')",8.671640228300378,0,0,0,0,3,6
