coords,adult_hospitals_closest_km,adult_hospitals_less500m,adult_hospitals_0.5-1km,adult_hospitals_1-3km,adult_hospitals_3-5km,adult_hospitals_5-10km,adult_hospitals_10-15km
"('55.569016', '37.48614')",1.2720394430789619,0,0,2,0,3,3
"('55.569138', '37.489257')",1.4690795667888323,0,0,2,0,3,3
"('55.57462', '37.469227')",0.7067835455970795,0,2,0,2,1,5
"('55.577566', '37.48269')",1.4555505355405403,0,0,2,0,3,3
"('55.5782812', '37.4827046')",1.5122466305905609,0,0,2,0,3,3
"('55.585067', '37.602067')",4.751452551591726,0,0,0,1,3,6
"('55.587056', '37.610538')",4.235184576051731,0,0,0,1,3,7
"('55.587285', '37.456981')",2.162799710873803,0,0,2,0,4,2
"('55.588412', '37.164133')",16.794172790653352,0,0,0,0,0,0
"('55.588533', '37.171806')",16.338852991513242,0,0,0,0,0,0
"('55.588649', '37.604448')",4.358361200635044,0,0,0,1,3,8
"('55.589096', '37.171143')",16.35468260468375,0,0,0,0,0,0
"('55.589198', '37.602714')",4.39284574879962,0,0,0,1,3,8
"('55.590343', '37.606334')",4.140675017183437,0,0,0,1,3,8
"('55.59126', '37.444499')",2.8696970960075534,0,0,2,0,4,3
"('55.591498', '37.447295')",2.8147639173346053,0,0,2,0,4,3
"('55.591599', '37.42916')",3.4621064398739123,0,0,0,2,2,4
"('55.593245', '37.425689')",3.74504000194021,0,0,0,2,2,4
"('55.593735', '37.596184')",4.386114791465379,0,0,0,1,4,7
"('55.594102', '37.664976')",2.6199750466285843,0,0,1,0,2,9
"('55.598405', '37.519476')",4.735975239412497,0,0,0,2,3,7
"('55.600893', '37.724077')",4.818291217544513,0,0,0,1,1,5
"('55.601004', '37.717178')",4.411125370426997,0,0,0,1,1,5
"('55.602312', '37.415613')",4.484451729416805,0,0,0,2,2,3
"('55.602615', '37.584515')",4.579215325348847,0,0,0,1,5,6
"('55.603419', '37.662498')",1.5896488013521972,0,0,1,0,2,9
"('55.604692', '37.661105')",1.4253605462443897,0,0,1,0,2,9
"('55.604866', '37.55593')",6.245639276481453,0,0,0,0,6,4
"('55.605583', '37.743668')",5.852953286204767,0,0,0,0,3,4
"('55.605858', '37.664731')",1.4121552693618509,0,0,1,0,2,9
"('55.606131', '37.411705')",4.056692433448366,0,0,0,1,3,2
"('55.606668', '37.527176')",5.735958753022796,0,0,0,0,6,4
"('55.606945', '37.72538')",4.696034199336693,0,0,0,1,2,5
"('55.607377', '37.705023')",3.445167537264682,0,0,0,1,2,7
"('55.607377', '37.712749')",3.9125544334396225,0,0,0,1,2,6
"('55.607956', '37.729035')",4.893972441855623,0,0,0,1,2,5
"('55.608348', '37.546417')",6.687713304074696,0,0,0,0,6,5
"('55.608389', '37.613683')",2.631900920480117,0,0,1,0,5,6
"('55.608816', '37.535412')",6.258251326939512,0,0,0,0,6,5
"('55.612506', '37.749863')",6.095745257900395,0,0,0,0,3,4
"('55.612608', '37.518397')",5.384546835646259,0,0,0,0,6,4
"('55.6131349', '37.7484728')",6.000963577740197,0,0,0,0,3,4
"('55.615967', '37.546543')",6.029419065581796,0,0,0,0,7,4
"('55.616127', '37.756587')",6.485805453454654,0,0,0,0,3,4
"('55.617281', '37.417446')",2.8291659327104477,0,0,1,0,4,4
"('55.617378', '37.411463')",2.80526945309487,0,0,1,0,4,2
"('55.618336', '37.74964')",6.041448186306117,0,0,0,0,3,5
"('55.618679', '37.586006')",4.217467991592569,0,0,0,1,6,6
"('55.618761', '37.263555')",9.772600444069884,0,0,0,0,1,2
"('55.619467', '37.415344')",2.575854736875675,0,0,1,0,4,4
"('55.619599', '37.417167')",2.570652699486022,0,0,1,0,4,4
"('55.620888', '37.601627')",3.2618095732913583,0,0,0,1,4,8
"('55.621333', '37.303602')",7.278284041385108,0,0,0,0,1,4
"('55.622243', '37.733635')",5.04745526494283,0,0,0,0,3,6
"('55.623238', '37.588825')",4.100275611534152,0,0,0,1,6,7
"('55.623427', '37.697963')",2.8330313934211513,0,0,1,0,4,7
"('55.62451', '37.652077')",0.6480777377177209,0,1,0,2,2,10
"('55.625211', '37.345491')",4.664119849524831,0,0,0,1,2,3
"('55.625471', '37.342814')",4.806540431556704,0,0,0,1,1,4
"('55.6255029', '37.3040935')",7.11085062417071,0,0,0,0,1,4
"('55.625831', '37.641575')",1.0988290270735155,0,0,1,1,3,9
"('55.627397', '37.718471')",4.188643441777896,0,0,0,1,2,8
"('55.627663', '37.488953')",3.260686593999963,0,0,0,3,1,9
"('55.627727', '37.342984')",4.702611169960667,0,0,0,1,1,4
"('55.62883', '37.512937')",3.6188817240034914,0,0,0,2,5,6
"('55.628932', '37.341843')",4.725118256353169,0,0,0,1,1,4
"('55.630085', '37.655463')",1.2646599737369897,0,0,1,1,5,7
"('55.631793', '37.412047')",1.2001150872710677,0,0,1,0,4,3
"('55.631803', '37.41926')",1.246084250242425,0,0,1,1,3,7
"('55.63194', '37.48322')",2.7674609190210937,0,0,1,2,2,9
"('55.632413', '37.415694')",1.1435469085609875,0,0,1,0,4,3
"('55.633932', '37.529214')",3.835605019735631,0,0,0,2,5,7
"('55.6343125', '37.332509')",5.14495582313072,0,0,0,0,2,3
"('55.634812', '37.539715')",4.295759314152489,0,0,0,2,5,8
"('55.636621', '37.60549')",3.512789299529332,0,0,0,2,6,8
"('55.636702', '37.310384')",6.488304082627682,0,0,0,0,1,4
"('55.63735', '37.532017')",3.736623578256509,0,0,0,2,5,7
"('55.637581', '37.428073')",0.9852751117023593,0,1,0,2,3,9
"('55.63786', '37.429815')",1.059567764794844,0,0,1,1,4,8
"('55.63816', '37.756299')",5.951458654906667,0,0,0,0,3,9
"('55.638175', '37.531765')",3.6710343033576684,0,0,0,2,7,6
"('55.640335', '37.309199')",6.5344472161626275,0,0,0,0,1,4
"('55.640423', '37.61026')",2.993813782397654,0,0,1,1,7,7
"('55.640914', '37.526834')",3.2434305789228515,0,0,0,2,7,8
"('55.641773', '37.362869')",3.151353621865119,0,0,0,1,3,2
"('55.641919', '37.677708')",2.986669679097405,0,0,1,1,6,8
"('55.64192', '37.523456')",3.0041372683367085,0,0,0,2,7,8
"('55.642372', '37.672468')",2.8802407522998656,0,0,2,0,7,7
"('55.642977', '37.393074')",1.249018746860171,0,0,1,0,5,3
"('55.64316', '37.602984')",3.0504756988339627,0,0,0,2,6,8
"('55.643465', '37.725496')",5.289500893362834,0,0,0,0,5,8
"('55.643744', '37.492284')",1.5515721950298302,0,0,2,1,6,7
"('55.644206', '37.490551')",1.4675699019808333,0,0,2,1,6,7
"('55.644755', '37.392553')",1.3040094867306709,0,0,1,0,5,3
"('55.645367', '37.34869')",4.054816585798737,0,0,0,1,3,2
"('55.645553', '37.495779')",1.4663965832741785,0,0,2,0,7,8
"('55.64566', '37.390603')",1.4454721525460024,0,0,1,0,5,3
"('55.645893', '37.477022')",1.2834814317236354,0,0,1,2,4,9
"('55.64664', '37.47969')",1.1577918561407878,0,0,2,1,5,8
"('55.646868', '37.526555')",2.918679088189084,0,0,2,0,9,8
"('55.647204', '37.618641')",2.0727786353586017,0,0,1,1,8,7
"('55.647432', '37.38631')",1.7596112243339976,0,0,1,0,4,4
"('55.647728', '37.65381')",1.7972381735528244,0,0,1,1,7,9
"('55.648148', '37.596435')",3.0241327377608793,0,0,0,2,6,10
"('55.648794', '37.388188')",1.7034365918995822,0,0,1,0,4,4
"('55.649276', '37.660215')",1.8573670655671213,0,0,1,1,6,8
"('55.649312', '37.717842')",4.72517974750581,0,0,0,1,5,9
"('55.6495', '37.387846')",1.7562389220615047,0,0,1,0,4,4
"('55.649571', '37.400135')",1.0965516681551504,0,0,1,0,5,6
"('55.649901', '37.367419')",2.9776447468057534,0,0,1,0,4,3
"('55.650583', '37.563543')",4.406758807695424,0,0,0,2,7,10
"('55.650836', '37.597387')",2.822502516975255,0,0,1,0,8,8
"('55.651186', '37.483095')",0.6255314689808903,0,1,1,2,5,11
"('55.65161', '37.482018')",0.5863803233256895,0,1,1,2,5,11
"('55.652156', '37.733769')",4.583273455927595,0,0,0,1,4,9
"('55.6522', '37.47304')",0.8411093134028927,0,1,1,2,4,10
"('55.652486', '37.738243')",4.47515162761365,0,0,0,1,4,9
"('55.652796', '37.474192')",0.7432333862766339,0,1,1,2,4,11
"('55.65313', '37.715218')",4.361512631164902,0,0,0,2,4,11
"('55.654823', '37.409011')",1.2972501828325727,0,0,1,1,3,8
"('55.655254', '37.473123')",0.684203723492893,0,1,1,2,4,11
"('55.655254', '37.609595')",1.9149682410994182,0,0,1,2,7,9
"('55.65559', '37.469305')",0.9125721425851464,0,1,1,2,4,11
"('55.6561864', '37.516193')",1.7203532475445373,0,0,2,0,9,7
"('55.656301', '37.413089')",1.4264070379014988,0,0,1,1,3,8
"('55.656346', '37.424327')",1.5755099180064074,0,0,1,1,3,8
"('55.65724', '37.494548')",0.688055741752248,0,1,1,1,7,9
"('55.658124', '37.602005')",2.263925585396925,0,0,1,1,7,9
"('55.658581', '37.744262')",3.733768691081774,0,0,0,1,5,8
"('55.65868', '37.53109')",2.187884202782953,0,0,2,0,9,8
"('55.658683', '37.560377')",3.8668714601889276,0,0,0,4,5,13
"('55.658994', '37.5226097')",1.740532414601802,0,0,2,0,9,8
"('55.66017', '37.730724')",3.8082339621238734,0,0,0,2,4,12
"('55.660374', '37.602049')",2.219092682236585,0,0,1,1,9,10
"('55.660531', '37.730895')",3.7670569620389176,0,0,0,2,4,12
"('55.660977', '37.514252')",1.2143626751804617,0,0,2,0,9,7
"('55.661327', '37.509342')",1.0093814271720674,0,0,2,0,8,8
"('55.661394', '37.414212')",1.9927815640745907,0,0,1,1,3,9
"('55.661496', '37.47147')",0.9279378586819409,0,1,1,2,3,13
"('55.661526', '37.560932')",3.806867016224802,0,0,0,4,5,13
"('55.661547', '37.473923')",0.8088597480839993,0,1,1,2,3,13
"('55.661547', '37.558113')",3.635001730285326,0,0,0,4,5,13
"('55.661836', '37.516')",1.2199533331102057,0,0,2,0,9,7
"('55.6620528', '37.5125239')",1.052749669422378,0,0,2,0,8,8
"('55.662434', '37.58476')",3.292958254847751,0,0,0,2,6,12
"('55.662816', '37.471614')",1.0112614024245392,0,0,2,1,4,12
"('55.662964', '37.528217')",1.802299454929986,0,0,2,0,9,8
"('55.663629', '37.73244')",3.412125830986084,0,0,0,2,5,11
"('55.663639', '37.486679')",0.7854545698021674,0,1,1,1,7,9
"('55.663918', '37.576187')",3.8350493962382455,0,0,0,3,5,14
"('55.66534', '37.733338')",3.2152582055942744,0,0,0,2,5,12
"('55.665594', '37.547594')",2.888225920558108,0,0,1,2,8,11
"('55.666086', '37.561688')",3.756876692571368,0,0,0,3,6,13
"('55.666142', '37.511356')",0.6941858877395343,0,1,1,1,7,9
"('55.666589', '37.586518')",3.212490256083634,0,0,0,2,7,13
"('55.666868', '37.505678')",0.3650950280443386,1,0,2,0,8,9
"('55.667657', '37.440226')",2.988217113916815,0,0,1,2,2,13
"('55.668021', '37.508741')",0.455116067965899,1,0,2,0,8,9
"('55.668386', '37.56379')",3.8374119883056617,0,0,0,3,6,13
"('55.668909', '37.583418')",3.2502324812053502,0,0,0,2,7,13
"('55.669544', '37.78783')",3.2261854953727553,0,0,0,1,4,12
"('55.669712', '37.439957')",3.102827559129077,0,0,0,3,1,15
"('55.669899', '37.515371')",0.8144658660541328,0,1,1,1,7,12
"('55.670242', '37.610332')",1.8847320052352412,0,0,2,1,9,13
"('55.67065', '37.6115')",1.8409813957840682,0,0,2,1,9,13
"('55.671031', '37.460421')",2.155927658337458,0,0,2,1,4,14
"('55.6714126', '37.5485865')",2.9063367961650854,0,0,1,2,8,12
"('55.671494', '37.599518')",2.56163334877897,0,0,2,1,9,13
"('55.671555', '37.78962')",3.137187591649198,0,0,0,1,4,12
"('55.6726', '37.464283')",2.1402818556052474,0,0,2,1,6,12
"('55.67278', '37.619144')",1.597381009385213,0,0,2,1,9,14
"('55.672905', '37.524318')",1.4077048069470601,0,0,1,1,7,12
"('55.673138', '37.66627')",0.704393460509429,0,1,0,2,6,14
"('55.67335', '37.51068')",0.6224349391815288,0,1,1,1,7,11
"('55.6736287', '37.4948009')",0.588715752792432,0,1,1,1,7,11
"('55.674118', '37.507008')",0.517253394240411,0,1,1,1,7,11
"('55.674671', '37.487712')",1.005227717662766,0,0,2,0,8,11
"('55.675529', '37.598618')",2.35321873783351,0,0,2,2,8,14
"('55.675798', '37.443982')",3.271959577409503,0,0,0,3,2,15
"('55.6758988', '37.4906266')",0.9525508722725337,0,1,1,1,7,12
"('55.676154', '37.536131')",2.2190594948508853,0,0,1,2,8,12
"('55.67638', '37.642')",0.8517563322613196,0,1,0,4,5,17
"('55.676585', '37.634092')",1.3354847312895204,0,0,2,1,9,15
"('55.6773', '37.50356')",0.7875691371183711,0,1,1,1,7,11
"('55.677539', '37.634398')",1.34600061238224,0,0,2,2,8,16
"('55.677837', '37.763638')",1.6354475283858783,0,0,1,0,6,12
"('55.678169', '37.580939')",2.347303158819861,0,0,1,3,7,17
"('55.678382', '37.599301')",2.0327266476753336,0,0,2,2,9,14
"('55.678707', '37.634631')",1.3785604472509723,0,0,2,2,8,16
"('55.678768', '37.578702')",2.3576223258073083,0,0,1,4,6,18
"('55.679245', '37.685055')",2.0030738371625545,0,0,1,2,7,14
"('55.67928', '37.542428')",2.7089842688973134,0,0,1,2,8,13
"('55.6794626', '37.6953989')",2.636154065785284,0,0,1,2,7,14
"('55.68027', '37.515191')",1.3735900153603655,0,0,1,1,7,13
"('55.68032', '37.45746')",2.9860189628226688,0,0,1,3,4,14
"('55.68032', '37.72457')",2.1455448876408396,0,0,1,1,10,9
"('55.680935', '37.75373')",1.1892991863642666,0,0,1,0,10,8
"('55.681047', '37.551088')",3.287931422829211,0,0,0,2,9,13
"('55.681067', '37.48296')",1.7017707725416331,0,0,2,0,10,9
"('55.681163', '37.610233')",1.7228821407510044,0,0,2,2,9,15
"('55.6811648', '37.5948427')",1.76438772785042,0,0,1,3,8,16
"('55.681194', '37.527696')",2.001934342271385,0,0,1,2,7,14
"('55.681275', '37.718238')",2.394430741527266,0,0,1,1,10,9
"('55.681387', '37.674445')",1.5026891383100138,0,0,1,3,6,15
"('55.682645', '37.637434')",1.469596896749135,0,0,2,3,7,17
"('55.682674', '37.650345')",1.02890931220244,0,0,1,3,8,13
"('55.682747', '37.489356')",1.616280275952149,0,0,2,0,10,11
"('55.683239', '37.530939')",2.303039157409738,0,0,1,2,7,14
"('55.683407', '37.555355')",3.0766332296043477,0,0,0,4,8,14
"('55.6834388', '37.6950682')",2.756758601358312,0,0,1,2,8,14
"('55.683518', '37.530256')",2.2896552022516286,0,0,1,2,7,14
"('55.683563', '37.67088')",1.4904538308248443,0,0,1,3,6,15
"('55.6836471', '37.6983498')",2.9564563276866727,0,0,1,2,9,13
"('55.68402', '37.656307')",1.1454913617794023,0,0,1,3,8,13
"('55.684366', '37.533993')",2.5314497960461635,0,0,1,2,8,13
"('55.684396', '37.695519')",2.825792779700095,0,0,1,2,9,13
"('55.6846329', '37.6990343')",3.0384328050349696,0,0,0,3,8,14
"('55.684772', '37.585404')",1.5675783838065516,0,0,1,3,7,18
"('55.684975', '37.49206')",1.7642909368457735,0,0,1,1,9,12
"('55.685158', '37.68641')",2.3622529978032434,0,0,1,2,8,14
"('55.685234', '37.921005')",7.368096421890108,0,0,0,0,1,4
"('55.685477', '37.593345')",1.3065726046540636,0,0,1,3,8,16
"('55.686366', '37.582152')",1.5414132353843597,0,0,1,3,7,17
"('55.686504', '37.681038')",2.179369048851829,0,0,1,3,7,15
"('55.686579', '37.676933')",1.996300834726665,0,0,1,4,5,17
"('55.686985', '37.589733')",1.2221291232760039,0,0,1,3,7,17
"('55.688862', '37.684416')",2.51224472198624,0,0,1,3,7,15
"('55.6895027', '37.655056')",1.7517113345744302,0,0,1,4,7,18
"('55.689563', '37.561949')",2.4123685547831184,0,0,1,3,9,16
"('55.689725', '37.854746')",4.696512502630978,0,0,0,1,2,11
"('55.690258', '37.495583')",2.268534937778064,0,0,1,1,9,12
"('55.6907642', '37.6558984')",1.893475511265305,0,0,1,4,7,18
"('55.690821', '37.858824')",4.665584469374176,0,0,0,1,2,9
"('55.692024', '37.467509')",3.2585479753248396,0,0,0,3,6,15
"('55.692317', '37.531551')",3.063746774645861,0,0,0,3,11,13
"('55.692851', '37.562766')",2.2635689376499606,0,0,1,3,8,16
"('55.693145', '37.546525')",3.266293677844055,0,0,0,4,10,15
"('55.693957', '37.585098')",0.8775680260767734,0,1,2,2,9,15
"('55.694096', '37.81723')",3.9435175271225407,0,0,0,2,3,14
"('55.694114', '37.665183')",2.3585649282725463,0,0,2,2,9,15
"('55.69426', '37.457592')",3.4942201951360823,0,0,0,3,6,15
"('55.694322', '37.63676')",1.8563971363004477,0,0,3,2,9,16
"('55.694435', '37.602634')",0.24274506112719,1,0,3,2,10,16
"('55.695195', '37.530229')",3.2810853985661126,0,0,0,2,12,13
"('55.695246', '37.85073')",4.034752100747953,0,0,0,1,2,12
"('55.69553', '37.56943')",1.8054437112498778,0,0,1,2,9,16
"('55.695611', '37.47351')",3.3565308320131337,0,0,0,3,6,15
"('55.696037', '37.460421')",3.403927896029013,0,0,0,3,6,15
"('55.696123', '37.469817')",3.5310228270163426,0,0,0,3,6,15
"('55.696161', '37.476761')",3.305899871271642,0,0,0,3,6,15
"('55.6968553', '37.6359431')",1.7884624621866487,0,0,3,2,9,16
"('55.697179', '37.512577')",3.064707306879069,0,0,0,2,11,13
"('55.697238', '37.476732')",3.4118754038117824,0,0,0,3,6,16
"('55.69731', '37.473725')",3.5121309543365777,0,0,0,3,6,16
"('55.697453', '37.633976')",1.663862802488145,0,0,3,2,9,17
"('55.697853', '37.944029')",7.70225010961054,0,0,0,0,1,3
"('55.698208', '37.647504')",2.498245243599901,0,0,4,1,11,15
"('55.698285', '37.497872')",3.1340267234917354,0,0,0,3,9,14
"('55.698437', '37.942906')",7.609068882257583,0,0,0,0,1,3
"('55.698477', '37.625999')",1.1516329705701005,0,0,3,2,9,17
"('55.698589', '37.825856')",3.516231448007156,0,0,0,2,2,15
"('55.69868', '37.92679')",6.722779061841482,0,0,0,0,2,4
"('55.6988237', '37.6385601')",1.9321777466216836,0,0,4,1,10,15
"('55.698874', '37.468312')",3.429910164264377,0,0,0,3,6,16
"('55.69899', '37.928253')",6.782148005799071,0,0,0,0,2,4
"('55.699287', '37.74525')",0.7307928782749027,0,1,0,1,10,9
"('55.699558', '37.631101')",1.4591023590531247,0,0,2,3,8,19
"('55.699886', '37.500745')",3.300790058789655,0,0,0,3,9,14
"('55.700104', '37.468034')",3.3133161440224366,0,0,0,3,6,16
"('55.700645', '37.930508')",6.808964569592326,0,0,0,0,2,4
"('55.7008162', '37.768386')",1.210966243622342,0,0,1,0,9,9
"('55.700983', '37.493479')",3.4673416301087725,0,0,0,3,9,14
"('55.70108', '37.661356')",1.9915373912112622,0,0,1,4,7,19
"('55.701262', '37.651583')",2.138053641279517,0,0,3,3,9,17
"('55.70128', '37.642654')",2.1879042013657384,0,0,3,2,10,17
"('55.701516', '37.948898')",7.790104870062879,0,0,0,0,1,3
"('55.7016804', '37.4925216')",3.5540529484112175,0,0,0,2,9,14
"('55.701708', '37.512237')",3.555692299566316,0,0,0,1,13,11
"('55.701775', '37.663404')",1.9022656851092539,0,0,1,5,6,20
"('55.702296', '37.781559')",1.9892834737408231,0,0,1,1,7,11
"('55.702307', '37.515093')",3.656237719609625,0,0,0,1,13,11
"('55.702312', '37.640633')",2.0714067345408247,0,0,3,3,9,18
"('55.702901', '37.491251')",3.7022744486157153,0,0,0,2,9,13
"('55.702926', '37.67855')",1.9327385074478838,0,0,1,4,9,14
"('55.703022', '37.81619')",3.1656350336378103,0,0,0,2,3,14
"('55.70323', '37.670753')",1.76532448798045,0,0,1,5,7,18
"('55.703373', '37.943616')",7.401801443380705,0,0,0,0,2,4
"('55.703599', '37.516463')",3.8157511571590965,0,0,0,1,13,11
"('55.703976', '37.923798')",6.259199458396715,0,0,0,0,2,4
"('55.704103', '37.565021')",2.225074598503509,0,0,3,0,13,13
"('55.704413', '37.503352')",3.8035128483504392,0,0,0,2,11,11
"('55.70442', '37.77749')",1.907655746601872,0,0,1,1,8,10
"('55.704524', '37.615371')",0.6781326748000629,0,1,2,3,10,18
"('55.704981', '37.501618')",3.8666694960298793,0,0,0,2,11,11
"('55.706715', '37.615067')",0.8432660747148094,0,2,1,5,7,21
"('55.707295', '37.456822')",2.2468852428180495,0,0,1,0,10,10
"('55.707365', '37.57775')",1.721726924539761,0,0,3,0,13,13
"('55.707623', '37.768561')",1.8062423022814258,0,0,1,1,9,9
"('55.707745', '37.671875')",1.2871167344046766,0,0,1,5,8,17
"('55.707841', '37.655472')",1.371170502281025,0,0,2,4,9,18
"('55.708663', '37.590255')",1.3189581379912318,0,0,3,1,11,16
"('55.708785', '37.676807')",1.2985802188745066,0,0,1,5,8,17
"('55.709028', '37.620761')",0.7014131798691607,0,1,3,3,8,20
"('55.70927', '37.61811')",0.6000803331404064,0,1,2,4,7,21
"('55.709424', '37.817735')",2.4629915019495296,0,0,1,1,6,11
"('55.709713', '37.679412')",1.304703346244297,0,0,1,5,10,15
"('55.7100458', '37.6088908')",0.5932794020550052,0,1,2,4,8,20
"('55.7100596', '37.3993136')",2.405482317432545,0,0,1,0,7,9
"('55.710094', '37.65888')",1.0534449008358497,0,0,2,4,8,19
"('55.710106', '37.679943')",1.2921709460252586,0,0,1,5,10,15
"('55.7106908', '37.5980618')",0.9884639159492931,0,1,2,2,11,17
"('55.710692', '37.607448')",0.602227761981652,0,1,2,3,10,19
"('55.712452', '37.940418')",6.846849658129962,0,0,0,0,2,4
"('55.7125233', '37.5968509')",0.7906289588099596,0,2,1,4,9,19
"('55.71271', '37.644478')",1.4712219532217468,0,0,4,2,11,17
"('55.712766', '37.528064')",4.310135110644359,0,0,0,4,9,18
"('55.71304', '37.500944')",4.3488421973884686,0,0,0,2,12,11
"('55.7131028', '37.9460569')",7.164457871902064,0,0,0,0,2,4
"('55.713135', '37.618526')",0.2773934696593806,1,0,4,2,12,16
"('55.713441', '37.721292')",2.8761792017799452,0,0,1,1,14,7
"('55.7135459', '37.4365861')",0.9988143028664261,0,1,0,1,7,13
"('55.7137', '37.621838')",0.45890364244422416,1,0,4,2,13,15
"('55.713725', '37.520222')",4.771492440215682,0,0,0,3,11,15
"('55.713796', '37.483939')",3.298208427764771,0,0,0,2,10,11
"('55.713968', '37.405121')",1.8677901777566737,0,0,1,0,7,10
"('55.7140296', '37.4352823')",0.9223517120622725,0,1,0,1,6,14
"('55.714191', '37.670914')",0.5926202788963969,0,1,0,6,8,18
"('55.714206', '37.505355')",4.588898867099127,0,0,0,2,12,12
"('55.714546', '37.436319')",0.8885998801650283,0,1,0,1,7,13
"('55.714699', '37.504701')",4.537451870023715,0,0,0,2,12,12
"('55.71482', '37.750029')",2.3640233769473955,0,0,1,0,16,4
"('55.714883', '37.4332517')",0.801553277546876,0,1,0,1,6,14
"('55.714891', '37.477399')",2.8695642719403467,0,0,1,0,12,8
"('55.7149838', '37.474807')",2.7116551744234383,0,0,1,0,12,8
"('55.715469', '37.521111')",4.685136645329878,0,0,0,2,13,14
"('55.71548', '37.479034')",2.948707001719298,0,0,1,0,12,8
"('55.715626', '37.410106')",1.5043950760597458,0,0,1,0,7,10
"('55.715839', '37.434361')",0.7127423667506485,0,1,0,1,7,13
"('55.715961', '37.751026')",2.4852129421932894,0,0,1,0,16,4
"('55.7164084', '37.6343347')",1.2620216178097423,0,0,4,2,13,15
"('55.7166', '37.50902')",4.768440248457537,0,0,0,1,12,12
"('55.716671', '37.751071')",2.563876287105564,0,0,1,0,16,4
"('55.71675', '37.57678')",1.2519437481323996,0,0,3,0,15,11
"('55.71697', '37.500816')",4.252455203965561,0,0,0,1,13,10
"('55.717188', '37.619522')",0.4469629534269201,1,0,4,1,14,15
"('55.71729', '37.6213')",0.5373291838118044,0,1,3,2,13,15
"('55.717295', '37.595097')",0.32962342309999637,2,0,3,2,12,17
"('55.7174103', '37.7821036')",3.1829259793399407,0,0,0,3,9,9
"('55.717579', '37.594225')",0.3461798783707452,2,0,3,2,12,17
"('55.717752', '37.4298685')",0.4795232146809993,1,0,1,0,8,12
"('55.7178871', '37.4265829')",0.5419749090898195,0,1,0,1,7,13
"('55.718096', '37.666072')",0.09353020562392507,1,0,1,5,9,19
"('55.7181046', '37.3990861')",2.065359082382277,0,0,1,0,7,10
"('55.718624', '37.637337')",1.5078253999880151,0,0,4,1,14,14
"('55.718633', '37.623214')",0.7257797840414292,0,1,3,2,13,16
"('55.718659', '37.576807')",1.1783118706776317,0,0,3,0,15,11
"('55.71883', '37.477623')",2.7803941983058182,0,0,1,0,12,9
"('55.718884', '37.634678')",1.3612027155425246,0,0,4,1,15,13
"('55.719009', '37.414993')",1.0725502046216604,0,0,1,0,7,12
"('55.719054', '37.429007')",0.355358856577599,1,0,1,0,8,12
"('55.7191524', '37.8311864')",1.2053823479335708,0,0,1,1,7,9
"('55.719395', '37.820908')",1.3771813344123764,0,0,1,1,8,9
"('55.719433', '37.656871')",0.4886844147867263,1,0,3,2,12,16
"('55.71947', '37.694398')",1.720205450634749,0,0,1,2,13,10
"('55.719585', '37.660656')",0.25151106581058397,1,0,3,2,12,16
"('55.719683', '37.578343')",1.0589410371400139,0,0,3,1,14,12
"('55.720078', '37.90309')",4.354657917547826,0,0,0,1,2,8
"('55.720121', '37.690686')",1.4895575231581568,0,0,1,3,12,11
"('55.720184', '37.431442')",0.20161878513741288,1,0,1,0,9,11
"('55.7202015', '37.6935129')",1.6674260013737572,0,0,1,2,13,10
"('55.7206172', '37.6935138')",1.6708645625511205,0,0,1,2,13,10
"('55.720717', '37.424947')",0.4190634454384315,1,0,1,0,8,12
"('55.720864', '37.725604')",3.430608903543883,0,0,0,2,14,7
"('55.720986', '37.46564')",2.0021521042528936,0,0,1,0,13,7
"('55.7210103', '37.6935982')",1.680503322723852,0,0,1,2,13,9
"('55.721077', '37.62157')",0.8736111300660101,0,1,3,2,14,15
"('55.721255', '37.902931')",4.309601483773259,0,0,0,1,2,8
"('55.721264', '37.653873')",0.7076053527166907,0,1,2,3,12,16
"('55.721483', '37.62634')",1.0889002121321605,0,0,4,1,15,14
"('55.72177', '37.398384')",2.063704895975077,0,0,1,0,7,10
"('55.721807', '37.51361')",5.007534737240007,0,0,0,0,14,11
"('55.721873', '37.573977')",1.3168669896896694,0,0,2,1,14,12
"('55.722034', '37.47316')",2.4659299677938398,0,0,1,0,12,8
"('55.72214', '37.61857')",0.9092994090164459,0,1,3,2,14,15
"('55.722157', '37.584721')",0.6461481473430564,0,2,1,4,11,17
"('55.722233', '37.61309')",0.6545624176088094,0,2,2,3,12,17
"('55.72237', '37.611015')",0.5290633638411466,0,2,2,3,12,17
"('55.722527', '37.613503')",0.6675913239818683,0,1,3,2,13,16
"('55.722565', '37.612667')",0.6165658150759677,0,2,2,3,12,17
"('55.72275', '37.895511')",3.816454036457528,0,0,0,1,3,8
"('55.7228', '37.868526')",2.2101018665520753,0,0,1,1,4,9
"('55.722857', '37.780176')",3.36957370016011,0,0,0,3,10,8
"('55.723014', '37.434711')",0.05383611214358501,1,0,1,0,9,11
"('55.723014', '37.62563')",1.1933852001895944,0,0,5,0,16,13
"('55.72303', '37.613747')",0.6668618544599192,0,1,3,3,12,17
"('55.7232502', '37.4704095')",2.2921202575041604,0,0,1,0,13,7
"('55.723252', '37.563521')",1.983567336386766,0,0,2,1,15,12
"('55.723366', '37.558006')",2.329685296487745,0,0,2,1,15,12
"('55.723592', '37.527256')",4.258683898917441,0,0,0,2,14,13
"('55.723643', '37.780051')",3.3577614854046045,0,0,0,3,10,8
