coords,parks_closest_km,parks_less500m,parks_0.5-1km,parks_1-3km,parks_3-5km,parks_5-10km,parks_10-15km,parks_area_less500m,parks_area_0.5-1km,parks_area_1-3km,parks_area_3-5km,parks_area_5-10km,parks_area_10-15km
"('55.756786', '37.418362')",0.05793339096575578,2,4,15,48,221,423,2.892697590825486,0.9534187196606383,16.819453890781347,9.139161276992976,45.183713657202404,55.160745521198365
"('55.739544', '37.415047')",0.05933229959938754,4,4,35,23,225,376,3.7428558424296576,0.08600837627282099,20.62190864660257,6.98097929476155,47.84855748942306,68.33008111367417
"('55.7414918', '37.4195197')",0.15576437584446734,4,3,33,29,238,383,3.7428558424296576,3.8991116402213613,16.61081022382021,11.019938016560406,42.868746395433774,75.2531361748076
"('55.743461', '37.395563')",0.06779081915658197,2,0,28,21,179,373,2.8995332504204554,0.0,14.10586231303476,11.639676067980911,41.82081773227357,78.0868203770634
"('55.74388', '37.413673')",0.04086855733049031,4,3,27,28,219,391,3.7428558424296576,3.9593829246096734,10.52001399052905,15.393319014241237,37.25039669587817,86.1469534740178
"('55.678118', '37.603514')",0.33890827399184437,2,4,41,66,415,410,0.18538803811266077,0.436105337161231,1.6388840527627435,41.289025959347626,64.5753119915127,122.37443000213773
"('55.686985', '37.589733')",0.25137502992761285,3,4,42,74,415,423,0.2759681715435902,0.21592132060647506,5.559892623935374,38.29716741853739,70.57812159142895,119.07070205967585
"('55.678074', '37.59825')",0.28341666682118566,1,5,38,67,404,422,0.09879736324146222,0.5226960120324295,1.3561215103063857,41.18253465548875,63.87994156881538,123.42093571900782
"('55.7040368', '37.6132897')",0.4203638863542694,2,6,50,101,448,460,0.03817779089644385,0.14803547234396053,4.406931773208169,10.464601664734744,92.9349993347824,104.82110839417358
"('55.682108', '37.594135')",0.26259260942705737,2,3,41,65,415,417,0.21829646596324553,0.20177080045835072,1.8635067684812994,40.33539087452612,67.5219363987126,120.10122147284207
"('55.7038995', '37.6133851')",0.4060674401734052,2,6,50,102,447,461,0.03817779089644385,0.14803547234396053,4.406931773208169,10.480542946593268,92.91905805292387,104.83704967603211
"('55.6897837', '37.5926883')",0.24738018103240608,2,2,42,81,421,432,0.21236280791168252,0.13064953226589218,5.614248051513119,38.83145844984908,77.52547895181836,115.25054171561546
"('55.676189', '37.599453')",0.4083863938864649,4,2,41,59,407,413,0.4550302301204237,0.1664631451534681,1.869500918336271,40.55637856076875,64.40761621321819,122.71591154212275
"('55.675666', '37.592797')",0.10869009339171226,1,7,35,62,389,419,0.045301731636543795,0.6850449621903278,1.3875956533021894,40.85602186251037,63.019594007673966,121.47259927558315
"('55.680889', '37.595932')",0.12490996811307198,2,3,42,65,414,414,0.21829646596324553,0.2772110457854403,1.7651213289232985,40.69302969405671,67.40620231514382,119.90097105320291
"('55.68331', '37.588593')",0.05439159349450631,2,4,42,66,406,425,0.2648177419994813,0.1716179863630536,2.814077840928615,40.756624763002335,67.58520986836253,121.46379883289136
"('55.678138', '37.594953')",0.34426433820702157,2,4,41,60,400,426,0.14409909487800604,0.4773942803958858,1.6417469374078137,40.589808577225185,67.2566303086413,119.94235094820316
"('55.6852941', '37.5919965')",0.3615696434308342,2,4,43,71,412,425,0.2648177419994813,0.19336042336049425,5.362094857041498,38.36559286102671,70.32147785653574,120.52627456819873
"('55.681407', '37.584137')",0.2362575829535276,2,5,39,65,402,424,0.2648177419994813,0.1949779017329452,2.778261811821935,37.23299651907803,72.06600405018915,116.32101180639421
"('55.679925', '37.598573')",0.07698131639592849,1,4,40,66,412,419,0.09879736324146222,0.4757319696007449,1.520653807100346,40.911465170962664,67.0366505629905,120.3451314977321
"('55.765113', '37.615237')",0.2981314046771567,5,16,112,148,406,563,0.050020712263175254,0.26902212649674107,2.183206707380615,11.567984683680706,67.77465331133317,118.16535650843832
"('55.768861', '37.616333')",0.08984606661379081,7,10,103,149,409,554,0.1482655499312342,0.280169087917907,1.8533328229799437,12.027098759819113,67.54720033524461,108.15944647194115
"('55.761674', '37.651035')",0.31216541224051925,6,11,105,141,408,528,0.07678300000294108,0.1328903949046755,2.217049407893365,10.401814729074585,83.87663458890314,98.06041810007709
"('55.766491', '37.622333')",0.056811869787816986,5,15,107,156,397,564,0.07182751704331415,0.22794595501583859,1.8976994941804004,11.87484720715278,67.41217925832426,111.9176695281942
"('55.737542', '37.641135')",0.32798147323498217,3,9,97,150,430,501,0.01685543758304319,0.1430291128600403,3.1224255832355374,4.789133536347473,93.69722277561961,103.30570144633772
"('55.76002', '37.64115')",0.10748038662456354,8,13,110,145,401,539,0.10112461796080381,0.10798789295801446,2.2174947996827994,10.627830480264691,83.58462784514836,96.66985757486364
"('55.716281', '37.769458')",0.08872206769043701,1,3,32,70,307,382,0.06198735173676689,0.12686576374128367,22.178623475704423,28.418552383127572,49.869029700369936,98.91845324089095
"('55.706293', '37.771544')",0.3963624216973276,2,6,42,62,288,389,0.009269254553904892,13.189181865841034,9.74384489004226,20.962534216806645,67.11039061346406,78.14899439604758
"('55.7016731', '37.810541')",0.2878909410259638,2,4,41,54,190,374,0.03741012887867649,0.09682026409679123,25.832131028657844,5.378865980844491,75.28494886281487,30.568679873981978
"('55.713025', '37.751367')",0.15176923995717154,3,4,35,68,342,383,0.2572816700557129,0.20235507948181958,22.543038986600024,3.8571364039114115,92.97139975775488,61.44202619318423
"('55.70913', '37.789375')",0.3778117482654281,3,1,40,66,232,407,0.15865432329131288,0.023048451521425595,22.80269965727359,7.96299501996733,68.88187142384285,67.64839566608646
"('55.707339', '37.785656')",0.29581453676536756,2,1,41,66,243,408,0.1420910160139357,0.016563307277377176,23.04242398505013,8.100088327098966,79.77305654217,57.20254314475096
"('55.708694', '37.791378')",0.5111195109958209,0,4,38,67,226,410,0.0,0.18170277481273847,23.91693119387361,6.8097218528402905,70.0229939899917,39.87826555883859
"('55.721779', '37.73757')",0.1129858696253076,3,3,31,84,393,356,0.24636269302801508,0.04692284929734622,20.808274390682694,26.38854501776193,62.19248088468362,95.2675606867275
"('55.712558', '37.741172')",0.22619056428726705,3,6,30,75,372,371,0.24713282095045228,0.2753122380196459,14.68585747203089,11.237192466983721,84.30185789590391,72.5483297980681
"('55.697549', '37.753901')",0.06510560956556641,2,7,37,68,308,395,0.11081543832673534,13.730325317488292,1.7075988961112216,28.389223478214877,62.479347208540275,84.79289098050899
"('55.711022', '37.774825')",0.28187256204932626,2,5,40,62,285,392,0.1420910160139357,0.11086836508947456,22.740432329540642,7.819288727363251,79.4164111192504,69.29425490603614
"('55.71302', '37.77447')",0.36759354946277334,2,5,38,59,298,382,0.1322532016392965,0.14560119276042416,22.902811463429952,7.30516084340659,75.59617872443343,73.14058445021823
"('55.710236', '37.78581')",0.12298392238326744,3,2,38,69,243,410,0.15865432329131288,0.08503580325819249,22.7723168142566,8.214141257957781,68.87210772481572,68.37693295359261
"('55.707554', '37.791225')",0.5755314822827788,0,3,41,65,230,406,0.0,0.15865432329131288,23.769318635744966,7.034762061621439,75.80050522870283,60.68792653914261
"('55.700836', '37.791954')",0.4710582872917973,1,5,44,64,219,411,11.737479026753416,0.14081540848594898,25.181578432175264,8.25674675985681,79.08289532866547,57.35864668106137
"('55.7013325', '37.8085481')",0.2053052742245849,2,5,39,62,183,385,0.04523739409099185,11.826472025637893,14.073441446396073,19.483823672960582,61.20088707544902,44.6855108033798
"('55.703048', '37.752652')",0.21047943310633566,2,9,34,71,315,400,0.11081543832673534,13.329878417294397,2.026435254734956,26.55680481559287,64.18199783058184,83.90193185392683
"('55.719551', '37.733796')",0.3832208346414623,1,5,26,90,401,352,0.1885137884179758,0.13931131813460004,20.40292703298401,26.442600227521105,66.88001178611285,90.61802364037595
"('55.7155', '37.734074')",0.1563602843459609,2,4,27,85,394,360,0.0604991569276243,0.3070589931059307,14.397651898477779,11.211571710654855,86.71257054535916,70.76033731986423
"('55.682864', '37.854225')",0.037777681281396275,3,7,15,37,143,215,0.15208021733226795,2.3448982577628366,12.58361813573784,12.271796844491085,53.379664357028155,37.17129719774261
"('55.7131028', '37.9460569')",0.9814127685123496,0,1,11,6,65,137,0.0,2.4084195207582764,1.0595680804353065,3.5160291930309646,45.249148637475905,22.388360892660266
"('55.69585', '37.745377')",0.2942971445854098,3,3,41,66,323,394,11.85881447337263,1.7612400001107122,13.782746264884505,16.581096851497335,72.5824553752194,78.06904441420237
"('55.759068', '37.804413')",0.2191150779915797,1,3,21,33,248,362,16.652977228948178,0.28731214794135695,30.670286973001613,3.2952701460537135,64.54404578858093,34.394110807821676
"('55.720626', '37.736393')",0.19445331177726766,3,4,30,87,394,355,0.24636269302801508,0.0840193930129027,20.771177846967138,26.379875893439976,65.06256662189362,92.34888302464277
"('55.713826', '37.750712')",0.24923511845788943,3,4,35,69,346,382,0.2572816700557129,0.20235507948181958,22.543038986600024,3.535451938954999,93.52406510113707,61.16705559560657
"('55.716671', '37.751071')",0.33815047136543247,2,4,35,72,353,375,0.20371814009000178,0.17339978631251735,22.686281428639962,24.48422883973461,67.9048399971857,86.9006289822335
"('55.704727', '37.745304')",0.1407434114518964,3,5,40,65,344,390,0.14603185764714396,0.3331669814011482,15.042254562134683,11.658680888777646,79.71000092547098,75.2292153128117
"('55.709703', '37.773442')",0.4025490431203832,2,4,41,61,288,389,0.1420910160139357,0.08781991356804897,22.763480781062068,7.683240593860521,79.57122854380069,65.7676605413487
"('55.727455', '37.45036')",0.11443150073063686,5,10,33,57,283,422,1.3182068339039623,9.730404446540447,13.017219616523143,17.109846822011534,49.4312707575115,82.7953766632065
"('55.718816', '37.426186')",0.12971748309923006,3,5,38,32,225,401,6.1435601030423195,0.21907130209580394,21.194220670206825,4.717531972956163,59.18216192323257,59.481900979601576
"('55.7003333', '37.3947427')",0.4636076121179899,1,1,18,38,126,352,5.918372941408447,0.04603734994652697,7.567736177751226,19.29471947389849,38.0808639500008,69.45543286165704
"('55.7226001', '37.4354938')",0.07650566193802608,5,10,33,42,245,415,0.1154780982864887,7.498421306691199,13.810847881951574,12.112762882827365,52.589778308469135,67.24358079512446
"('55.7100596', '37.3993136')",0.025049831955459595,2,6,21,32,145,369,0.12430737667415952,6.158124495652437,1.6116079283458769,21.079236442300434,34.93637939091055,76.18970270676803
"('55.716174', '37.441413')",0.08564103268001062,2,5,37,45,245,417,6.03117569419567,0.891888595067905,17.743859973597107,10.528282472320068,54.48418369185697,64.55303928165878
"('55.712832', '37.398123')",0.1360605062109938,5,3,24,28,152,369,0.24933069637738925,6.0331011759492075,1.7168616989968646,20.481086337818844,35.26524408189227,76.13392236602624
"('55.7234715', '37.433165')",0.17171622991038316,5,11,34,40,242,411,0.30728995938873127,7.331300279066758,14.11729056426446,11.072951648158016,53.60084277454657,65.6197304040227
"('55.718032', '37.496631')",0.13166274778768441,1,3,43,64,369,398,5.918372941408447,1.4774590228874267,18.43202038525966,11.871548106040727,81.43524539430052,57.56746066840097
"('55.72001', '37.442623')",0.11518384573401091,6,4,39,42,261,409,6.091501760376037,1.088522298613011,17.504516146353033,10.479112955662519,54.80559490350784,69.10590330075115
"('55.718147', '37.424749')",0.052639739387191097,3,5,36,34,217,404,6.1435601030423195,0.21907130209580394,21.017170307256663,4.894582335906325,58.920701776686826,60.651228526544
"('55.73111', '37.452678')",0.06445710888313119,5,9,32,57,288,414,1.2600140580611645,9.793846460800367,12.668036713533763,15.201949538327387,50.138732330021085,81.46430876290937
"('55.720489', '37.450987')",0.05905995691779114,6,5,35,53,269,419,6.918267092276672,0.387649718823206,19.504471896133033,9.536794289046028,56.35656224120277,68.88703486319783
"('55.734207', '37.454465')",0.11753480438747776,4,5,36,54,298,416,4.837475666866355,5.929574582798848,16.426577325728097,12.98230135433904,47.21368642762113,87.94088563973116
"('55.717281', '37.414025')",0.2228790192423013,2,6,31,29,189,392,5.976905489001065,0.42254354466172117,20.647434726492424,2.691020851653942,54.77264728767756,62.853241882140125
"('55.72124', '37.426556')",0.030336063696301763,4,8,35,32,229,403,6.1579796151548765,0.4623977915873123,20.86046185174017,4.139122366236695,59.87407322912564,59.62455862429377
"('55.728124', '37.452067')",0.1901567668539542,5,9,34,54,289,417,1.3182068339039623,9.725607249553544,13.022016813510046,16.23367899763118,50.34274422911029,81.88944032396668
"('55.73701', '37.435178')",0.05605649832110317,3,4,34,37,267,396,10.242726583566128,0.334597230041755,20.485861209296893,7.814233581971472,51.195370051059776,67.84975523674461
"('55.729554', '37.43446')",0.05999029961688191,3,11,32,38,259,405,0.3269699572461543,10.636612303250384,10.685348501323901,15.739297818914363,49.14455933904905,70.46073936318116
"('55.726244', '37.467536')",0.05504205519010859,4,5,35,61,320,407,0.3150760550817189,6.160671131885188,13.398497736665487,20.81185530077124,44.84117457352038,92.14144170498595
"('55.723967', '37.437173')",0.10661768947577256,6,9,34,43,252,411,0.29402627138572446,7.319873133591964,13.98939605505081,12.050113103618232,52.8165072600994,66.67271676315929
"('55.7211809', '37.4297068')",0.21808867085584152,6,7,37,36,237,405,6.22676889665546,0.47803820971996824,20.96779684836258,4.9255187548347905,59.404432726395676,59.51271104244817
"('55.725555', '37.463825')",0.07455544780774039,3,6,34,62,313,403,0.20422381955799543,7.029017147509532,12.509755480828215,21.82360881769991,45.12083852268472,88.0197474887594
"('55.724271', '37.44691')",0.0858289533357778,7,6,37,51,269,425,1.24243440848114,6.307586450022248,16.322642574894004,11.856843180022015,53.822806504008156,71.51742400286398
"('55.724754', '37.434647')",0.14399098569542448,5,11,32,44,245,413,0.34618666634561546,7.2924035721098734,14.0168656165329,11.285856988256892,53.531215852509206,65.37435657227593
"('55.724007', '37.45476')",0.18093264703852352,5,9,31,59,283,421,1.1079371104182643,6.506997415103709,13.44730851916145,15.681519037761142,51.051550386237984,81.37059948661144
"('55.721949', '37.426977')",0.06626282377619268,4,10,34,35,231,408,0.30359875826010924,6.4258991815931195,14.971029210521277,10.042269830976231,54.19132410303444,65.40342432899288
"('55.722588', '37.452103')",0.11713245538417175,5,9,31,58,276,419,0.9998941508682249,6.61403826296977,13.384766713061417,15.668760127817684,50.93371641934208,74.34560999115828
"('55.724165', '37.47624')",0.12266432168521338,4,2,40,54,343,397,6.0415390564704925,0.19466572526834547,19.789493808722227,14.429645767329589,51.5405094907517,86.19549684762654
"('55.7140074', '37.4342459')",0.07016810765749755,1,6,36,39,223,409,5.918372941408447,0.6002312531579008,18.33280405660391,9.434819822130454,51.05101589640161,63.512665524924955
"('55.735657', '37.432537')",0.2781226564884128,3,5,34,33,267,386,10.242726583566128,0.3463408648939694,20.494430040056002,7.5340614325116775,52.778820582574326,65.88362408499827
"('55.7207169', '37.4588989')",0.18799240111921395,1,8,33,57,291,407,0.08381348974462173,7.038677422090045,13.272123813468692,17.209867746573643,49.820198448293645,79.0879454711154
"('55.7068658', '37.3981247')",0.2638654747193534,3,2,20,32,138,364,6.042680318082606,0.10471085409190461,7.439815073170288,15.311529057343527,41.82336377780433,68.98560760026932
"('55.728576', '37.434325')",0.09289766559766019,4,12,30,39,257,405,0.341389469358712,10.65720930839245,10.563099514568108,13.98766979820508,50.881198601922165,68.73356542471488
"('55.719318', '37.445779')",0.03228056846464476,6,4,36,47,261,413,6.918267092276672,0.3311509443444409,18.139203103194465,9.928645403256056,55.63070407779665,64.9336178138621
