coords,other_flats_closest_km,other_flats_less500m,other_flats_0.5-1km,other_flats_1-3km,other_flats_3-5km,other_flats_5-10km,other_flats_10-15km
"('55.504517', '37.536823')",0.0,6,1,31,56,165,343
"('55.503971', '37.592716')",0.0,5,2,12,30,195,301
"('55.474465', '37.527561')",0.0,3,0,14,11,134,220
"('55.504374', '37.586778')",0.0,5,6,9,38,189,315
"('55.4772347', '37.528589')",0.0,3,0,18,12,137,228
"('55.540822', '37.45504')",0.0,7,1,35,83,272,620
"('55.548665', '37.48685')",0.0,11,12,81,59,344,723
"('55.545375', '37.523824')",0.0,6,4,87,89,306,749
"('55.543274', '37.459843')",0.0,5,2,50,69,297,643
"('55.540266', '37.458732')",0.0,7,1,39,80,274,621
"('55.524355', '37.51167')",0.0,6,2,58,80,215,468
"('55.546812', '37.493955')",0.0,11,12,86,55,337,714
"('55.503721', '37.589778')",0.0,4,5,9,34,192,301
"('55.520762', '37.351222')",0.0,3,3,19,30,122,349
"('55.508524', '37.339337')",0.0,4,2,23,27,57,319
"('55.536545', '37.506763')",0.0,7,11,61,102,241,640
"('55.526093', '37.510745')",0.0,7,4,59,87,212,494
"('55.502666', '37.53829')",0.0,7,0,33,47,167,320
"('55.500392', '37.521677')",0.0,6,7,21,47,171,319
"('55.500596', '37.519207')",0.0,8,3,24,47,171,324
"('55.568471', '37.486867')",0.0,13,12,63,96,427,866
"('55.5346857', '37.5009365')",0.0,7,7,64,96,243,600
"('55.543582', '37.49709')",0.0,5,21,75,69,304,697
"('55.541206', '37.48661')",0.0,8,12,72,64,310,655
"('55.532675', '37.38292')",0.0,3,0,13,31,210,401
"('55.631742', '37.666261')",0.0,2,13,42,210,865,1506
"('55.5529937', '37.464911')",0.0,5,0,79,51,369,689
"('55.468576', '37.28851')",0.0,2,1,8,13,43,57
"('55.540475', '37.492644')",0.0,6,15,66,79,281,674
"('55.54267', '37.486618')",0.0,12,10,79,58,322,661
"('55.544023', '37.47804')",0.0,6,10,75,57,336,652
"('55.569016', '37.48614')",0.0,12,13,61,97,427,869
"('55.551843', '37.503953')",0.0,5,7,88,71,346,797
"('55.54673', '37.488142')",0.0,14,9,87,52,346,699
"('55.497587', '37.517257')",0.0,11,0,24,37,172,301
"('55.545584', '37.483211')",0.0,12,10,80,56,342,674
"('55.569036', '37.487263')",0.0,10,15,59,100,426,875
"('55.550132', '37.489203')",0.0,10,11,85,56,354,723
"('55.496659', '37.515407')",0.0,9,2,19,40,169,295
"('55.507046', '37.57191')",0.0,1,7,14,63,180,346
"('55.487463', '37.33693')",0.0,3,0,22,12,58,204
"('55.549516', '37.488475')",0.0,10,12,83,58,349,722
"('55.5124399', '37.5801894')",0.0,2,6,17,62,211,378
"('55.641295', '37.403522')",0.0,5,11,69,104,696,969
"('55.550687', '37.509361')",0.0,4,6,96,68,348,775
"('55.54649', '37.489385')",0.0,13,10,86,53,342,700
"('55.500524', '37.541943')",0.0,4,3,27,41,173,300
"('55.53666', '37.507835')",0.0,8,7,64,101,243,641
"('55.549327', '37.487586')",0.0,11,11,84,57,349,722
"('55.5015837', '37.5981332')",0.0,2,3,11,19,181,295
"('55.589204', '37.167393')",0.0,7,0,12,3,43,132
"('55.575409', '37.473249')",0.0,8,8,52,85,505,818
"('55.549144', '37.525836')",0.0,3,5,85,86,335,767
"('55.496348', '37.517823')",0.0,9,2,19,41,168,297
"('55.820847', '37.65276')",0.0,5,18,93,281,1613,1467
"('55.56971', '37.49039')",0.0,10,14,55,112,423,892
"('55.498133', '37.518012')",0.0,11,0,26,36,173,303
"('55.511705', '37.366817')",0.0,1,1,20,23,137,315
"('55.544061', '37.562335')",0.0,6,12,48,97,304,723
"('55.50368', '37.588745')",0.0,4,5,10,33,192,301
"('55.549501', '37.564904')",0.0,5,11,50,88,349,759
"('55.500621', '37.576124')",0.0,2,6,15,38,171,295
"('55.5511', '37.571884')",0.0,3,5,52,81,364,761
"('55.54857', '37.553234')",0.0,10,11,60,89,339,758
"('55.502083', '37.57618')",0.0,2,6,15,44,174,307
"('55.510647', '37.565193')",0.0,1,4,19,76,179,385
"('55.81028', '37.616844')",0.0,6,17,149,399,1853,1588
"('55.812303', '37.599757')",0.0,3,12,169,398,1884,1540
"('55.80427', '37.611088')",0.0,10,7,200,445,1857,1739
"('55.821113', '37.591431')",0.0,3,14,114,381,1756,1525
"('55.807911', '37.612362')",0.0,10,9,178,426,1861,1630
"('55.816555', '37.5934')",0.0,5,12,133,398,1819,1540
"('55.79526', '37.625')",0.0,2,14,218,503,1755,1954
"('55.784554', '37.630527')",0.0,12,22,289,512,1732,2105
"('55.828598', '37.576405')",0.0,6,10,89,377,1645,1496
"('55.8053599', '37.589619')",0.0,6,8,206,492,1825,1722
"('55.809055', '37.589256')",0.0,2,20,169,476,1818,1665
"('55.812358', '37.583634')",0.0,7,10,155,442,1786,1651
"('55.808083', '37.61088')",0.0,9,10,175,431,1863,1632
"('55.810436', '37.563988')",0.0,11,12,171,419,1774,1651
"('55.790297', '37.612847')",0.0,4,15,314,489,1794,2016
"('55.812459', '37.556685')",0.0,6,10,193,368,1780,1575
"('55.82537', '37.59751')",0.0,5,5,115,330,1748,1447
"('55.815747', '37.568246')",0.0,5,19,151,387,1766,1582
"('55.8025889', '37.5918333')",0.0,7,4,227,481,1837,1783
"('55.812312', '37.595316')",0.0,4,11,170,401,1870,1577
"('55.806747', '37.611824')",0.0,8,10,191,427,1870,1652
"('55.78525', '37.560404')",0.0,10,22,332,553,1747,2005
"('55.774598', '37.54595')",0.0,6,14,330,592,1771,2016
"('55.811103', '37.561113')",0.0,11,8,186,396,1773,1630
"('55.650175', '37.615407')",0.0,6,15,115,221,1289,1752
"('55.646396', '37.63615')",0.0,1,1,113,180,1209,1719
"('55.648575', '37.617842')",0.0,5,17,110,214,1263,1736
"('55.642499', '37.615803')",0.0,4,23,92,221,1149,1744
"('55.65461', '37.625595')",0.0,3,6,118,236,1344,1757
"('55.6542767', '37.6257333')",0.0,3,6,115,235,1339,1755
"('55.66667', '37.621076')",0.0,2,12,131,285,1537,1769
"('55.6512', '37.591152')",0.0,4,15,151,269,1189,1925
"('55.670242', '37.610332')",0.0,5,11,163,288,1541,1866
"('55.66833', '37.593964')",0.0,7,14,197,282,1447,1967
"('55.67278', '37.619144')",0.0,2,9,144,308,1578,1865
"('55.673103', '37.530526')",0.0,13,22,231,323,1362,2021
"('55.644359', '37.61503')",0.0,5,23,97,221,1195,1730
"('55.63027', '37.592113')",0.0,5,10,82,248,962,1662
"('55.6324625', '37.6076822')",0.0,11,12,87,221,1004,1665
"('55.644359', '37.614114')",0.0,5,23,97,224,1192,1733
"('55.654528', '37.607197')",0.0,7,19,138,242,1332,1810
"('55.662334', '37.605715')",0.0,4,19,172,251,1451,1831
"('55.66119', '37.6056')",0.0,5,14,176,245,1434,1835
"('55.637656', '37.617636')",0.0,4,17,98,188,1113,1680
"('55.651363', '37.61062')",0.0,9,16,124,231,1304,1769
"('55.662217', '37.620869')",0.0,5,7,131,267,1464,1785
"('55.659886', '37.615919')",0.0,4,12,134,267,1418,1790
"('55.651994', '37.62828')",0.0,3,4,115,222,1297,1750
"('55.6374156', '37.6102554')",0.0,10,21,87,229,1068,1737
"('55.676018', '37.68418')",0.0,9,11,80,226,1323,1819
"('55.668569', '37.611608')",0.0,5,9,168,275,1536,1832
"('55.651134', '37.60723')",0.0,10,18,123,246,1281,1792
"('55.6545218', '37.6009467')",0.0,8,17,154,244,1307,1863
"('55.6546297', '37.6061646')",0.0,8,18,146,233,1339,1814
"('55.64945', '37.61205')",0.0,8,18,110,232,1270,1763
"('55.661623', '37.615569')",0.0,4,12,141,268,1448,1804
"('55.647204', '37.618641')",0.0,6,14,108,208,1251,1718
"('55.676585', '37.634092')",0.0,5,7,138,290,1622,1758
"('55.672783', '37.536014')",0.0,16,24,221,335,1369,2046
"('55.860181', '37.69905')",0.0,2,5,62,131,752,1480
"('55.820566', '37.66238')",0.0,3,13,102,274,1548,1522
"('55.849991', '37.683237')",0.0,4,2,90,169,947,1601
"('55.8178557', '37.6333335')",0.0,8,21,117,314,1721,1483
"('55.833572', '37.65577')",0.0,6,15,104,227,1402,1541
"('55.825629', '37.647298')",0.0,4,8,112,252,1582,1451
"('55.850574', '37.684148')",0.0,5,1,87,170,926,1608
"('55.866306', '37.708332')",0.0,4,5,51,100,671,1359
"('55.850636', '37.686142')",0.0,5,1,82,166,918,1600
"('55.81995', '37.651394')",0.0,7,20,93,288,1623,1480
"('55.8298785', '37.6607697')",0.0,4,14,105,229,1427,1538
"('55.819084', '37.653694')",0.0,7,20,93,296,1614,1493
"('55.813749', '37.642096')",0.0,13,35,97,356,1687,1573
"('55.810466', '37.624247')",0.0,8,27,130,407,1786,1617
"('55.813314', '37.641')",0.0,11,38,94,359,1700,1578
"('55.867041', '37.709596')",0.0,5,3,53,92,669,1335
"('55.863707', '37.692483')",0.0,3,6,70,119,741,1440
"('55.820642', '37.642042')",0.0,2,25,95,299,1659,1466
"('55.856335', '37.69941')",0.0,2,5,55,152,771,1538
"('55.82048', '37.65002')",0.0,5,20,93,283,1632,1472
"('55.822478', '37.648492')",0.0,8,9,109,266,1625,1454
"('55.828132', '37.650226')",0.0,4,15,108,248,1528,1476
"('55.818301', '37.62678')",0.0,11,13,127,309,1771,1446
"('55.816217', '37.626196')",0.0,10,17,130,327,1774,1496
"('55.825127', '37.62865')",0.0,3,7,143,239,1713,1384
"('55.8154079', '37.6271093')",0.0,11,21,129,334,1769,1519
"('55.82318', '37.62634')",0.0,6,9,139,256,1751,1386
"('55.812388', '37.64365')",0.0,15,32,100,360,1688,1590
"('55.866834', '37.702625')",0.0,3,11,55,105,671,1376
"('55.807404', '37.640594')",0.0,20,23,129,415,1707,1688
"('55.813941', '37.649391')",0.0,12,28,99,333,1643,1576
"('55.8072401', '37.6337868')",0.0,18,21,129,437,1716,1725
"('55.829456', '37.663494')",0.0,4,13,105,223,1427,1532
"('55.870713', '37.71371')",0.0,5,7,41,83,614,1237
"('55.823393', '37.619899')",0.0,3,9,145,239,1811,1342
"('55.694813', '37.607914')",0.0,9,5,186,379,1851,1882
"('55.698477', '37.625999')",0.0,7,15,183,387,1846,1926
"('55.675631', '37.62872')",0.0,4,7,149,297,1607,1811
"('55.680143', '37.609685')",0.0,3,11,170,335,1715,1876
"('55.7094255', '37.6240153')",0.0,6,17,194,438,1893,1980
"('55.6873515', '37.5984783')",0.0,9,18,185,342,1803,1882
"('55.673676', '37.601106')",0.0,6,21,170,301,1569,1917
"('55.699943', '37.619683')",0.0,6,14,185,396,1863,1927
"('55.703842', '37.615875')",0.0,7,15,181,425,1872,1954
"('55.698173', '37.619827')",0.0,6,16,186,378,1844,1927
"('55.713998', '37.619989')",0.0,9,24,209,455,1892,2022
"('55.692734', '37.60302')",0.0,11,6,185,372,1830,1891
"('55.708288', '37.643228')",0.0,7,7,204,374,1847,1962
"('55.696487', '37.612747')",0.0,3,15,187,370,1871,1874
"('55.691745', '37.610269')",0.0,6,8,186,372,1815,1899
"('55.69181', '37.607978')",0.0,8,6,186,376,1822,1893
"('55.699406', '37.624444')",0.0,7,17,180,398,1846,1931
"('55.710732', '37.640551')",0.0,8,11,218,382,1875,1970
"('55.671174', '37.62908')",0.0,3,7,126,304,1540,1797
"('55.6825589', '37.6943914')",0.0,7,21,74,255,1320,1917
"('55.870693', '37.550846')",0.0,5,18,126,218,896,1397
"('55.861272', '37.541234')",0.0,6,9,143,240,1025,1424
"('55.855328', '37.557469')",0.0,6,12,126,270,1130,1489
"('55.861524', '37.5425')",0.0,6,9,146,234,1026,1418
"('55.860077', '37.54629')",0.0,6,13,131,259,1024,1457
"('55.86405', '37.554447')",0.0,7,21,131,243,976,1446
"('55.860944', '37.567212')",0.0,10,11,132,234,1046,1487
"('55.860666', '37.545276')",0.0,6,12,137,252,1016,1452
"('55.855399', '37.559373')",0.0,7,10,125,272,1124,1502
"('55.862378', '37.542689')",0.0,6,11,144,237,1009,1425
"('55.858867', '37.561284')",0.0,11,11,133,248,1069,1492
"('55.866687', '37.557107')",0.0,8,14,141,219,947,1440
"('55.860994', '37.542051')",0.0,6,8,147,234,1038,1416
"('55.855043', '37.557013')",0.0,5,12,124,278,1130,1496
"('55.903014', '37.550801')",0.0,6,1,80,120,559,969
"('55.859968', '37.566683')",0.0,10,10,136,227,1071,1478
"('55.871284', '37.497548')",0.0,6,14,128,188,835,1204
"('55.720864', '37.725604')",0.0,2,17,88,309,1411,1754
"('55.879455', '37.53657')",0.0,10,12,122,195,800,1271
"('55.865389', '37.558122')",0.0,9,15,137,230,963,1451
"('55.850368', '37.578181')",0.0,4,8,118,239,1307,1453
"('55.867578', '37.562794')",0.0,8,13,142,208,946,1429
"('55.86204', '37.555695')",0.0,5,25,123,257,994,1471
"('55.867714', '37.552742')",0.0,7,16,140,225,938,1424
"('55.85726', '37.563323')",0.0,12,6,134,251,1104,1490
"('55.866718', '37.553918')",0.0,8,16,140,223,946,1433
"('55.86995', '37.549004')",0.0,4,20,128,224,903,1401
"('55.857458', '37.567958')",0.0,8,9,132,234,1118,1495
"('55.86132', '37.565414')",0.0,11,11,138,230,1042,1479
"('55.857656', '37.569233')",0.0,7,11,130,232,1119,1495
"('55.79942', '37.539223')",0.0,14,26,246,443,1761,1736
"('55.821371', '37.587946')",0.0,6,12,116,379,1749,1535
"('55.833182', '37.531595')",0.0,3,11,126,343,1431,1564
"('55.882064', '37.502858')",0.0,4,4,116,145,731,1101
"('55.733364', '37.828938')",0.0,5,10,80,159,671,1155
"('55.736726', '37.824508')",0.0,6,6,85,149,733,1182
"('55.710749', '37.794607')",0.0,8,13,114,190,779,1547
"('55.732525', '37.83344')",0.0,2,12,75,155,630,1115
"('55.724794', '37.798044')",0.0,1,7,133,150,909,1394
"('55.720023', '37.823951')",0.0,9,8,98,159,662,1211
"('55.7255', '37.810818')",0.0,2,7,117,163,790,1338
"('55.719395', '37.820908')",0.0,7,9,98,165,675,1259
"('55.715023', '37.802277')",0.0,5,12,108,189,767,1447
"('55.71453', '37.777515')",0.0,6,16,147,163,1002,1540
"('55.75103', '37.80868')",0.0,4,19,65,156,848,1267
"('55.81247', '37.80198')",0.0,9,14,122,80,567,1335
"('55.75311', '37.78632')",0.0,2,19,52,246,903,1534
"('55.721817', '37.818886')",0.0,6,13,96,173,690,1294
"('55.720322', '37.795987')",0.0,1,11,132,155,904,1419
"('55.7174103', '37.7821036')",0.0,5,15,132,167,982,1521
"('55.718628', '37.78827')",0.0,4,15,132,166,951,1487
"('55.722477', '37.781641')",0.0,6,10,152,139,1066,1452
"('55.7186429', '37.8263095')",0.0,9,6,92,158,640,1175
"('55.710094', '37.78995')",0.0,11,15,115,192,817,1551
"('55.68399', '37.853147')",0.0,7,5,22,95,461,821
"('55.678566', '37.723988')",0.0,6,8,111,205,1106,1772
"('55.7156246', '37.7789853')",0.0,5,17,140,172,992,1536
"('55.701465', '37.84004')",0.0,2,6,66,107,485,1115
"('55.697194', '37.79004')",0.0,5,6,105,190,750,1538
"('55.74855', '37.810055')",0.0,5,20,67,159,841,1258
"('55.700212', '37.810809')",0.0,8,7,90,161,650,1365
"('55.740466', '37.767214')",0.0,6,7,106,221,1165,1498
"('55.757004', '37.827526')",0.0,2,7,73,106,734,1154
"('55.715829', '37.82926')",0.0,5,7,87,151,605,1169
"('55.686888', '37.920296')",0.0,5,2,38,42,212,504
"('55.733032', '37.825504')",0.0,4,11,84,154,703,1185
"('55.714185', '37.799386')",0.0,6,13,112,183,782,1475
"('55.714474', '37.78728')",0.0,5,20,113,192,884,1555
"('55.722091', '37.825919')",0.0,10,7,92,165,644,1192
"('55.720905', '37.808132')",0.0,2,13,113,177,767,1399
"('55.711666', '37.79108')",0.0,9,15,116,187,826,1540
"('55.718086', '37.819514')",0.0,6,12,98,168,676,1275
"('55.71676', '37.830185')",0.0,5,8,85,152,603,1166
"('55.759932', '37.694037')",0.0,1,11,216,357,1701,1796
"('55.750216', '37.817951')",0.0,7,7,80,120,812,1188
"('55.756888', '37.777535')",0.0,7,5,60,254,960,1556
"('55.85224', '37.610996')",0.0,5,14,110,262,1211,1560
"('55.85061', '37.5769')",0.0,3,11,114,240,1297,1461
"('55.840218', '37.5849927')",0.0,4,8,104,318,1461,1483
"('55.861135', '37.590973')",0.0,6,8,133,232,1028,1558
"('55.841362', '37.580903')",0.0,7,9,100,305,1460,1454
"('55.848957', '37.587246')",0.0,3,11,113,266,1296,1497
"('55.863304', '37.59109')",0.0,8,9,135,228,979,1570
"('55.867445', '37.587533')",0.0,5,16,135,223,895,1562
"('55.840029', '37.582586')",0.0,4,8,98,313,1479,1457
"('55.864292', '37.586914')",0.0,6,10,133,227,952,1577
"('55.843555', '37.579672')",0.0,11,7,104,294,1418,1453
"('55.845926', '37.576151')",0.0,7,13,105,285,1367,1466
"('55.86644', '37.596363')",0.0,10,15,134,219,906,1590
"('55.823646', '37.571219')",0.0,6,12,120,375,1703,1529
"('55.868187', '37.606119')",0.0,8,13,132,222,858,1631
"('55.850914', '37.617536')",0.0,11,9,114,266,1225,1559
"('55.854133', '37.61865')",0.0,10,10,117,262,1137,1577
"('55.85533', '37.616856')",0.0,9,10,118,256,1107,1598
"('55.86968', '37.599545')",0.0,7,20,133,216,831,1611
"('55.8648791', '37.5977803')",0.0,8,15,132,230,929,1593
"('55.8468', '37.575792')",0.0,9,11,106,272,1344,1470
"('55.7178871', '37.4265829')",0.0,11,23,142,188,1039,1786
"('55.864017', '37.589684')",0.0,7,10,131,232,955,1584
"('55.871531', '37.60796')",0.0,7,12,134,203,800,1616
"('55.865889', '37.589042')",0.0,6,14,136,223,924,1576
"('55.86446', '37.599094')",0.0,7,16,133,229,935,1604
"('55.721802', '37.848565')",0.0,1,2,79,122,504,1072
"('55.771732', '37.619099')",0.0,13,47,373,552,1717,2299
"('55.94088', '37.5291857')",0.0,4,0,13,14,307,557
"('55.9405669', '37.5258694')",0.0,4,0,13,13,312,554
"('55.9422093', '37.5297096')",0.0,4,0,13,11,295,542
"('55.834714', '37.523519')",0.0,5,9,131,336,1378,1563
"('55.859499', '37.474974')",0.0,14,7,158,163,898,1246
"('55.849559', '37.487299')",0.0,7,19,141,238,976,1455
"('55.838096', '37.514401')",0.0,4,5,126,333,1275,1527
"('55.850075', '37.478693')",0.0,7,17,156,201,947,1414
"('55.8367599', '37.5183955')",0.0,4,7,121,346,1304,1555
"('55.852521', '37.520402')",0.0,5,9,159,226,1175,1351
"('55.830437', '37.486687')",0.0,6,10,139,297,1182,1582
"('55.850437', '37.5011')",0.0,6,14,144,249,1065,1426
"('55.84073', '37.494404')",0.0,16,13,146,284,1117,1516
"('55.851591', '37.518389')",0.0,5,8,157,233,1181,1359
"('55.857978', '37.471237')",0.0,10,12,155,161,892,1252
"('55.857301', '37.475576')",0.0,13,10,154,182,893,1301
"('55.830857', '37.492922')",0.0,6,16,134,319,1216,1596
"('55.857716', '37.506874')",0.0,7,16,148,217,1053,1328
"('55.840912', '37.495231')",0.0,15,13,146,286,1123,1515
"('55.85078', '37.50035')",0.0,7,14,145,244,1055,1427
"('55.834896', '37.487344')",0.0,8,20,134,292,1137,1555
"('55.858124', '37.47192')",0.0,10,12,156,161,892,1253
"('55.857841', '37.469099')",0.0,9,11,154,159,888,1248
"('55.854436', '37.496129')",0.0,4,20,143,226,1002,1373
"('55.849615', '37.488682')",0.0,7,20,137,245,974,1462
"('55.851616', '37.520994')",0.0,5,7,159,233,1190,1358
"('55.864778', '37.466188')",0.0,7,18,127,153,802,1223
"('55.817461', '37.525594')",0.0,3,21,177,356,1578,1629
"('55.84132', '37.515972')",0.0,2,6,140,307,1261,1491
"('55.84769', '37.514187')",0.0,1,10,152,268,1186,1415
"('55.852707', '37.513584')",0.0,5,13,159,232,1135,1369
"('55.841079', '37.493704')",0.0,15,14,145,277,1114,1515
"('55.822857', '37.521516')",0.0,10,14,159,348,1509,1604
"('55.821725', '37.516602')",0.0,14,11,160,346,1503,1606
"('55.819115', '37.489265')",0.0,6,6,172,311,1396,1542
"('55.820749', '37.518416')",0.0,12,12,168,345,1515,1608
"('55.825103', '37.528253')",0.0,4,12,156,344,1530,1570
"('55.816662', '37.51246')",0.0,6,18,173,344,1533,1617
"('55.81956', '37.517464')",0.0,16,9,174,347,1521,1614
"('55.819272', '37.494611')",0.0,8,3,175,304,1455,1530
"('55.826913', '37.521605')",0.0,5,17,139,356,1453,1607
"('55.869455', '37.46211')",0.0,10,7,115,153,751,1111
"('55.809029', '37.505247')",0.0,8,15,198,350,1569,1649
"('55.808456', '37.505524')",0.0,10,13,200,352,1577,1652
"('55.8084933', '37.4886215')",0.0,4,11,201,285,1537,1549
"('55.822822', '37.506496')",0.0,7,17,154,333,1464,1562
"('55.812388', '37.483971')",0.0,3,8,163,318,1419,1564
"('55.819565', '37.489464')",0.0,7,5,173,311,1389,1544
"('55.811595', '37.484848')",0.0,4,7,174,311,1450,1551
"('55.816495', '37.514994')",0.0,6,16,175,346,1541,1620
"('55.820971', '37.523537')",0.0,9,13,177,338,1552,1593
"('55.816404', '37.522513')",0.0,5,19,179,357,1576,1630
"('55.817406', '37.48908')",0.0,4,9,172,317,1415,1545
"('55.778061', '37.555777')",0.0,8,19,345,563,1788,2017
"('55.775454', '37.5577')",0.0,6,20,359,566,1801,2024
"('55.800808', '37.503036')",0.0,9,32,221,319,1700,1626
"('55.818665', '37.51124')",0.0,11,13,171,342,1509,1610
"('55.8217699', '37.5199416')",0.0,11,13,164,343,1516,1603
"('55.7206172', '37.6935138')",0.0,9,0,165,346,1611,1908
"('55.7202015', '37.6935129')",0.0,9,0,164,345,1609,1908
"('55.7348828', '37.6793423')",0.0,13,38,188,377,1758,1918
"('55.7262713', '37.6758841')",0.0,17,17,201,353,1771,1944
"('55.72517', '37.676132')",0.0,15,18,194,361,1752,1959
"('55.72893', '37.67554')",0.0,18,22,208,348,1794,1926
"('55.718775', '37.674418')",0.0,5,20,166,379,1716,1979
"('55.729419', '37.677552')",0.0,18,22,199,358,1772,1929
"('55.730101', '37.673214')",0.0,19,22,215,349,1801,1939
"('55.729371', '37.67334')",0.0,21,20,215,344,1803,1937
"('55.7210103', '37.6935982')",0.0,9,0,165,347,1609,1912
"('55.728562', '37.678971')",0.0,15,22,189,358,1761,1930
"('55.734207', '37.679978')",0.0,10,38,182,376,1761,1913
"('55.730015', '37.67684')",0.0,14,26,196,365,1771,1935
"('55.7198492', '37.6940765')",0.0,9,0,164,348,1600,1912
"('55.725453', '37.67042')",0.0,15,21,204,361,1792,1971
"('55.73516', '37.678936')",0.0,13,38,189,379,1755,1923
"('55.71767', '37.667752')",0.0,8,14,187,366,1765,1982
"('55.72639', '37.67202')",0.0,20,14,212,348,1800,1953
"('55.725246', '37.67724')",0.0,13,18,192,362,1744,1958
"('55.730669', '37.670833')",0.0,17,29,216,368,1784,1978
"('55.730724', '37.670033')",0.0,17,30,219,377,1770,1994
"('55.722193', '37.672855')",0.0,9,28,176,391,1732,1994
"('55.7282164', '37.6727889')",0.0,23,17,215,343,1794,1950
"('55.725458', '37.678056')",0.0,13,20,190,360,1738,1961
"('55.739924', '37.667573')",0.0,15,27,251,457,1720,2039
"('55.681267', '37.7592')",0.0,10,11,131,174,878,1596
"('55.704697', '37.75045')",0.0,6,14,137,191,1082,1739
