,author,author_type,url,floor,floors_total,rooms,meters,district,street,house_number,price,coords
163,Московский Квартал,real_estate_agent,https://www.cian.ru/rent/flat/307504337/,3,3,4,163.5,Раменки, Дружбы,4ск2,450000,"('55.71268', '37.517698')"
164,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307494381/,3,12,4,163.0,Пресненский,Большой Тишинский переулок,38С1,230000,"('55.769666', '37.570069')"
165,Intermark Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/307493580/,4,6,4,171.0,Покровское-Стрешнево,Береговая ,4К3,320000,"('55.828941', '37.468784')"
166,ID 72329732,realtor,https://www.cian.ru/rent/flat/307492478/,2,12,4,77.0,Лианозово,Алтуфьевское шоссе,93,90000,"('55.900103', '37.585745')"
167,Dream City,real_estate_agent,https://www.cian.ru/rent/flat/307488789/,3,6,4,95.0,Донской,Ленинский проспект,25,180000,"('55.717295', '37.595097')"
168,СДЕЛКА,real_estate_agent,https://www.cian.ru/rent/flat/307486990/,5,16,4,140.0,Хамовники,Ружейный переулок,3,400000,"('55.742954', '37.58051')"
169,ID 48096887,unknown,https://www.cian.ru/rent/flat/307481817/,8,16,4,140.0,Замоскворечье,Мытная ,7с1,350000,"('55.72214', '37.61857')"
170,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307478058/,15,15,4,100.0,Молжаниновский,Ленинградское шоссе,228к4,140000,"('55.932591', '37.383678')"
171,ID 190951,homeowner,https://www.cian.ru/rent/flat/307476791/,22,24,4,90.0,Даниловский,Автозаводская ,23Бк2,190000,"('55.701262', '37.651583')"
172,Сергей Буянов,realtor,https://www.cian.ru/rent/flat/307470783/,4,14,4,120.0,Куркино,Новокуркинское шоссе,47,100000,"('55.904835', '37.38836')"
173,VISTA Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/307463529/,2,5,4,160.0,Хамовники,Малый Власьевский переулок,14/23,300000,"('55.746922', '37.593111')"
174,Trust Realty,real_estate_agent,https://www.cian.ru/rent/flat/307460928/,25,48,4,220.0,Раменки,Мосфильмовская ,70к2,370000,"('55.714206', '37.505355')"
175,Delight Realty,real_estate_agent,https://www.cian.ru/rent/flat/307460133/,4,6,4,171.0,Покровское-Стрешнево,Береговая ,4К3,320000,"('55.828941', '37.468784')"
176,Дарья Голенкова,realtor,https://www.cian.ru/rent/flat/307460085/,3,15,4,139.5,Коньково, Генерала Антонова,7,200000,"('55.643658', '37.539455')"
177,Парус,real_estate_agent,https://www.cian.ru/rent/flat/307458826/,8,15,4,127.0,Раменки,Ломоносовский проспект,29к1,400000,"('55.703599', '37.516463')"
178,Парус,real_estate_agent,https://www.cian.ru/rent/flat/307457974/,21,26,4,120.0,Черемушки,Херсонская ,43,250000,"('55.658683', '37.560377')"
179,Las Vegas,real_estate_agent,https://www.cian.ru/rent/flat/307457359/,3,9,4,135.0,Тверской,1-я Тверская-Ямская ,28,350000,"('55.775054', '37.588054')"
180,Парус,real_estate_agent,https://www.cian.ru/rent/flat/307457122/,7,9,4,147.0,, Ясеневая,3к1,250000,"('55.5677654', '37.4416839')"
181,Vmestate,real_estate_agent,https://www.cian.ru/rent/flat/307456959/,3,3,4,185.0,Тверской,Петровский переулок,1/30С2,330000,"('55.765625', '37.612495')"
182,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307451987/,10,13,4,193.0,Тверской, Малая Дмитровка,24/2,680000,"('55.771434', '37.60593')"
183,Intermark Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/307447453/,3,4,4,121.0,Басманный,Малый Козловский переулок,8,370000,"('55.764526', '37.648196')"
184,Delight Realty,real_estate_agent,https://www.cian.ru/rent/flat/307442232/,10,10,4,170.0,Хамовники,3-я Фрунзенская ,5к1,550000,"('55.719683', '37.578343')"
185,Юлия Александрова,realtor,https://www.cian.ru/rent/flat/307438764/,30,33,4,80.0,Головинский,Кронштадтский бульвар,8к1,160000,"('55.841561', '37.495863')"
186,Алла Звоник,realtor,https://www.cian.ru/rent/flat/307437741/,5,16,4,75.0,Обручевский, Обручева,28К2,80000,"('55.6561864', '37.516193')"
187,Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/rent/flat/307437065/,8,15,4,127.0,Раменки,Ломоносовский проспект,29к1,400000,"('55.703599', '37.516463')"
188,Delight Realty,real_estate_agent,https://www.cian.ru/rent/flat/307436394/,9,15,4,260.0,Раменки,Минская ,1Б,350000,"('55.71697', '37.500816')"
189,AGORA,real_estate_agent,https://www.cian.ru/rent/flat/307432667/,6,9,4,93.0,Пресненский,Васильевская ,4,200000,"('55.770978', '37.587281')"
190,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307432147/,3,5,4,165.0,Крылатское,Осенняя ,25К1,350000,"('55.768936', '37.398438')"
191,Проперти фо пипл,real_estate_agent,https://www.cian.ru/rent/flat/307430864/,4,10,4,96.0,Даниловский,Люсиновская ,53,100000,"('55.718633', '37.623214')"
193,Penny Lane Moscow,real_estate_agent,https://www.cian.ru/rent/flat/307430430/,2,6,4,170.0,Хамовники,Зубовский проезд,1,600000,"('55.73635', '37.588505')"
194,VISTA Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/307430049/,10,17,4,200.0,Пресненский,Студенецкий переулок,3,650000,"('55.757584', '37.555653')"
195,ИНКОМ-Недвижимость. Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307411412/,6,33,4,85.5,Метрогородок,Открытое шоссе,18Ак1,130000,"('55.817612', '37.745424')"
196,Вертикаль,real_estate_agent,https://www.cian.ru/rent/flat/307406638/,8,10,4,115.0,Останкинский,проспект Мира,81,170000,"('55.801313', '37.634326')"
197,Penny Lane Moscow,real_estate_agent,https://www.cian.ru/rent/flat/307403520/,6,6,4,270.0,Хамовники,Малый Могильцевский переулок,4Б,500000,"('55.7445153', '37.5898298')"
198,Левченко-реалти,real_estate_agent,https://www.cian.ru/rent/flat/307402144/,4,16,4,92.2,Академический, Шверника,3К1,130000,"('55.694784', '37.581559')"
199,Trust Realty,real_estate_agent,https://www.cian.ru/rent/flat/307400818/,12,24,4,161.0,Очаково-Матвеевское,Староволынская ,12к1,500000,"('55.714891', '37.477399')"
200,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/307399457/,3,11,4,164.0,Пресненский,Большой Тишинский переулок,38С1,230000,"('55.769666', '37.570069')"
201,Ashtons International Realty,real_estate_agent,https://www.cian.ru/rent/flat/307395361/,8,15,4,150.0,Хамовники,Трубецкая ,12,1200000,"('55.726894', '37.574345')"
202,Whitewill Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307391015/,3,7,4,192.0,Арбат,Кривоарбатский переулок,16/22,450000,"('55.74772', '37.588432')"
203,Ashtons International Realty,real_estate_agent,https://www.cian.ru/rent/flat/307390532/,6,7,4,220.0,Арбат,Малый Николопесковский переулок,4,350000,"('55.750494', '37.592761')"
204,Delight Realty,real_estate_agent,https://www.cian.ru/rent/flat/307390018/,11,14,4,170.0,Аэропорт,Ленинградский проспект,52,300000,"('55.79728', '37.541027')"
205,My Hoyse,real_estate_agent,https://www.cian.ru/rent/flat/307388611/,8,25,4,132.0,Хорошево-Мневники, Народного Ополчения,33,200000,"('55.785366', '37.479824')"
206,Ashtons International Realty,real_estate_agent,https://www.cian.ru/rent/flat/307388359/,4,8,4,135.0,Якиманка,1-й Спасоналивковский переулок,18С2,350000,"('55.733917', '37.614754')"
207,Ashtons International Realty,real_estate_agent,https://www.cian.ru/rent/flat/307387442/,2,6,4,170.0,Хамовники,Зубовский проезд,1,550000,"('55.73635', '37.588505')"
208,Delight Realty,real_estate_agent,https://www.cian.ru/rent/flat/307384966/,7,9,4,162.0,Басманный,Казарменный переулок,3,470000,"('55.757214', '37.64955')"
209,Владимир  Сафронов,realtor,https://www.cian.ru/rent/flat/307371964/,24,25,4,86.0,Чертаново Южное,Варшавское шоссе,141к9,100000,"('55.588949', '37.60081')"
210,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307364080/,6,9,4,93.0,Пресненский,Васильевская ,4,200000,"('55.770978', '37.587281')"
211,Раиса Александровна  Скрипка,realtor,https://www.cian.ru/rent/flat/307362155/,26,44,4,120.0,Чертаново Северное,Северное Чертаново мкр,1А,150000,"('55.637393', '37.600388')"
212,Евгений Хомицевич,realtor,https://www.cian.ru/rent/flat/307361638/,7,7,4,160.0,Куркино,Юровская ,92,150000,"('55.898916', '37.379034')"
213,ID 33873747,homeowner,https://www.cian.ru/rent/flat/307360158/,15,15,4,100.0,Молжаниновский,Ленинградское шоссе,228к4,140000,"('55.932591', '37.383678')"
214,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307359999/,2,9,4,67.0,Марьино,Подольская ,7,130000,"('55.65313', '37.715218')"
215,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307338158/,10,23,4,120.0,Филевский парк,Кастанаевская ,24,190000,"('55.738591', '37.490326')"
216,Светлана Владыко,realtor,https://www.cian.ru/rent/flat/307336737/,5,8,4,160.2,Филевский парк,Барклая ,14,280000,"('55.745083', '37.49736')"
217,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307325155/,21,38,4,100.0,Ростокино,проспект Мира,188Бк4,160000,"('55.834421', '37.659596')"
218,Intermark Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/307324075/,5,7,4,150.0,Арбат,Кривоарбатский переулок,16/22,300000,"('55.74772', '37.588432')"
219,Вертикаль,real_estate_agent,https://www.cian.ru/rent/flat/307320208/,7,17,4,135.0,Раменки,Ломоносовский проспект,25к2,420000,"('55.695195', '37.530229')"
220,Алла Денисова,realtor,https://www.cian.ru/rent/flat/307311902/,5,9,4,107.5,Мещанский,проспект Мира,79,150000,"('55.790975', '37.634182')"
221,Адрес,real_estate_agent,https://www.cian.ru/rent/flat/307308340/,2,8,4,179.9,Арбат,Гоголевский бульвар,29,450000,"('55.749582', '37.599561')"
222,Андрей Смирнов,realtor,https://www.cian.ru/rent/flat/307305313/,11,59,4,90.0,Тимирязевский,Дмитровский проезд,1,300000,"('55.8088116', '37.5776144')"
223,Максим Костромин,realtor,https://www.cian.ru/rent/flat/307301864/,3,5,4,100.0,Щукино, Маршала Рыбалко,1,100000,"('55.795423', '37.495276')"
224,Las Vegas,real_estate_agent,https://www.cian.ru/rent/flat/307297937/,14,41,4,105.0,Хорошево-Мневники,Шелепихинская набережная,34к3,220000,"('55.763265', '37.514994')"
225,Trust Realty,real_estate_agent,https://www.cian.ru/rent/flat/307278459/,2,5,4,140.0,Замоскворечье,Озерковская набережная,6,500000,"('55.742163', '37.6364893')"
226,ID 279864,unknown,https://www.cian.ru/rent/flat/307262507/,6,7,4,210.0,Хамовники,1-й Зачатьевский переулок,8с1,2500000,"('55.7407086', '37.6011763')"
227,Penny Lane Moscow,real_estate_agent,https://www.cian.ru/rent/flat/307261861/,4,6,4,125.0,Тверской,Тверская ,29к1,400000,"('55.768284', '37.596363')"
228,МОСКВА СИТИ,real_estate_agent,https://www.cian.ru/rent/flat/307259243/,6,7,4,125.0,Басманный,Большой Казенный переулок,7,270000,"('55.760195', '37.654906')"
229,МИЭЛЬ Офис Пречистенка,real_estate_agent,https://www.cian.ru/rent/flat/307256929/,4,6,4,192.5,Пресненский,Ермолаевский переулок,4,450000,"('55.763072', '37.58968')"
230,Дворянское гнездо,real_estate_agent,https://www.cian.ru/rent/flat/307255105/,5,7,4,150.0,Арбат,Кривоарбатский переулок,16/22,300000,"('55.74772', '37.588432')"
231,DEMIDOVA GROUP,real_estate_agent,https://www.cian.ru/rent/flat/307254524/,2,21,4,132.0,Пресненский, Костикова,4к6,650000,"('55.760915', '37.554861')"
232,Мария Букина,realtor,https://www.cian.ru/rent/flat/307253255/,27,30,4,200.0,Очаково-Матвеевское,Нежинская ,1к4,500000,"('55.7182621', '37.4771618')"
233,Эльмира Эмирова,realtor,https://www.cian.ru/rent/flat/307250668/,21,27,4,154.0,Щукино,Авиационная ,79,300000,"('55.807435', '37.448662')"
234,Арбат Престиж,real_estate_agent,https://www.cian.ru/rent/flat/307249526/,15,32,4,150.0,Хорошевский,Ходынский бульвар,5к2,400000,"('55.784334', '37.534227')"
235,Елена Кобзон,realtor,https://www.cian.ru/rent/flat/307244199/,2,15,4,110.0,Мещанский, Гиляровского,7,180000,"('55.7753205', '37.6300127')"
236,Intermark Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/307237140/,4,6,4,125.0,Тверской,Тверская ,29к1,400000,"('55.768284', '37.596363')"
237,ID 96700697,homeowner,https://www.cian.ru/rent/flat/307235287/,4,8,4,104.0,Таганский,Котельническая набережная,21,800000,"('55.744022', '37.644325')"
238,Trust Realty,real_estate_agent,https://www.cian.ru/rent/flat/307233428/,9,12,4,118.0,Проспект Вернадского, Удальцова,26,160000,"('55.681183', '37.495808')"
239,EstateLiga,real_estate_agent,https://www.cian.ru/rent/flat/307231726/,3,8,4,94.6,, Ясеневая,3,140000,"('55.5213774', '37.3160383')"
240,KREMLIN ESTATE,real_estate_agent,https://www.cian.ru/rent/flat/307228989/,3,9,4,174.0,Тверской,Большая Грузинская ,69,600000,"('55.77396', '37.586293')"
241,CapitalEstate,real_estate_agent,https://www.cian.ru/rent/flat/307227581/,3,5,4,165.0,Крылатское,Осенняя ,25К1,350000,"('55.768936', '37.398438')"
242,Eightmix Property,real_estate_agent,https://www.cian.ru/rent/flat/307216587/,12,14,4,195.0,Можайский, Вересаева,6,1100000,"('55.720798', '37.444099')"
